id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1031_1,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_1,True,CityForest_02,20,20,1.0,bgm_distress,rapi,4,idle,anis,2,idle,neon,12,idle
d_subquest_1031_2,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_2,True,,20,1,1.0,,,4,idle,,2,idle,,12,surprise
d_subquest_1031_3,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_3,True,,1,1,1.0,,,4,idle,,2,idle,,12,surprise
d_subquest_1031_4,d_subquest_1031,Self,anis,Self,Locale_SubScenario:d_subquest_1031_4,False,,1,1,1.0,,,4,idle,,2,idle,,12,surprise
d_subquest_1031_5,d_subquest_1031,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1031_5,True,,1,3,1.0,,,4,idle,,2,idle,,12,idle
d_subquest_1031_6,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_6,True,,3,3,1.0,,,4,idle,,2,delight,,12,idle
d_subquest_1031_7,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_7,True,,3,3,1.0,,,4,idle,,2,delight,,12,idle
d_subquest_1031_8,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_8,True,,3,1,1.0,none,,4,idle,,2,delight,,12,no
d_subquest_1031_9,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_9,True,,1,1,1.0,bgm_story_tuffguys,,4,idle,,2,delight,,12,no
d_subquest_1031_10,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_10,True,,1,120,0.5,,,4,idle,,2,delight,,12,no
d_subquest_1031_11,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_11,True,,20,20,1.0,,,4,idle,,2,no,,12,no
d_subquest_1031_12,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_12,True,,20,S_120,1.0,,,4,idle,,2,no,,12,surprise
d_subquest_1031_13,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_13,True,,S_120,S_120,1.0,,,4,idle,,2,no,,12,surprise
d_subquest_1031_14,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_14,True,,S_120,S_1200,0.5,,,4,idle,,2,no,,12,no
d_subquest_1031_15,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_15,True,,1,1,1.0,,,4,idle,,2,no,,12,no
d_subquest_1031_16,d_subquest_1031,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1031_16,True,,1,3,1.0,,,4,think,,2,no,,12,no
d_subquest_1031_17,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_17,True,,3,3,1.0,,,4,think,,2,idle,,12,idle
d_subquest_1031_18,d_subquest_1031,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1031_18,True,,3,3,1.0,,,4,idle,,2,idle,,12,idle
d_subquest_1031_19,d_subquest_1031,Self,rapi,Self,Locale_SubScenario:d_subquest_1031_19,False,,3,3,1.0,,,4,idle,,2,idle,,12,idle
d_subquest_1031_20,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_20,True,,3,20,0.5,,,4,idle,,2,delight,,12,idle
d_subquest_1031_21,d_subquest_1031,Speech,neon,neon,Locale_SubScenario:d_subquest_1031_21,True,,20,S_120,0.5,,,4,idle,,2,delight,,12,surprise
d_subquest_1031_22,d_subquest_1031,Speech,anis,anis,Locale_SubScenario:d_subquest_1031_22,True,,20,20,1.0,,,4,idle,,2,no,,12,surprise
