id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_05_08_e_1,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_1,True,IceLand_02,14,14,1.0,bgm_secondhand_a,,,,,,,anis,13,angry,neon,15,idle,,,
d_main_05_08_e_2,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_2,True,,14,14,1.0,,,,,,,,,13,angry,,15,idle,,,
d_main_05_08_e_3,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_3,True,,14,S_150,0.5,,,,,,,,,13,angry,,15,no,,,
d_main_05_08_e_4,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_4,True,,S_150,130,0.5,,,,,,,,,13,angry,,15,no,,,
d_main_05_08_e_5,d_main_05_08_e,Self,Self,Self,Locale_MainScenario:d_main_05_08_e_5,True,,130,130,1.0,,,,,,,,,13,angry,,15,idle,,,
d_main_05_08_e_6,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_6,True,,130,130,1.0,,,,,,,,,13,delight,,15,idle,,,
d_main_05_08_e_7,d_main_05_08_e,Self,Self,Self,Locale_MainScenario:d_main_05_08_e_7,True,,130,130,1.0,,,,,,,,,13,delight,,15,idle,,,
d_main_05_08_e_8,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_8,True,,130,1300,3.0,,,,,,,,,13,sad,,15,idle,,,
d_main_05_08_e_9,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_9,True,,1300,1300,1.0,,,,,,,,,13,sad,,15,idle,,,
d_main_05_08_e_10,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_10,True,,1300,1300,1.0,,,,,,,,,13,sad,,15,idle,,,
d_main_05_08_e_11,d_main_05_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_05_08_e_11,True,,1300,170,1.0,,,,,,,,,13,sad,,15,idle,rapi,17,idle
d_main_05_08_e_12,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_12,True,,170,170,1.0,,,,,,,,,13,void,,15,idle,,17,idle
d_main_05_08_e_13,d_main_05_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_05_08_e_13,True,,170,170,1.0,,,,,,,,,13,void,,15,idle,,17,think
d_main_05_08_e_14,d_main_05_08_e,Self,Self,Self,Locale_MainScenario:d_main_05_08_e_14,True,,170,170,1.0,,,,,,,,,13,void,,15,idle,,17,think
d_main_05_08_e_15,d_main_05_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_05_08_e_15,True,,170,1700,3.0,,,,,,,,,13,idle,,15,idle,,17,idle
d_main_05_08_e_16,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_16,True,,1700,S_1500,1.0,,,,,,,,,13,idle,,15,delight,,17,idle
d_main_05_08_e_17,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_17,True,,S_1500,31,3.0,,alice,3,idle,ludmilla,1,think,,13,idle,,15,delight,,17,idle
d_main_05_08_e_18,d_main_05_08_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_08_e_18,False,,31,31,1.0,,,3,idle,,1,think,,13,idle,,15,idle,,17,idle
d_main_05_08_e_19,d_main_05_08_e,Speech,alice,alice,Locale_MainScenario:d_main_05_08_e_19,False,,31,31,1.0,,,3,idle,,1,think,,13,idle,,15,idle,,17,idle
d_main_05_08_e_20,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_20,True,,S_150,S_150,1.0,,,3,idle,,1,idle,,13,idle,,15,no,,17,idle
d_main_05_08_e_21,d_main_05_08_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_08_e_21,True,,31,31,1.0,,,3,idle,,1,idle,,13,idle,,15,no,,17,idle
d_main_05_08_e_22,d_main_05_08_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_08_e_22,True,,31,31,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
d_main_05_08_e_23,d_main_05_08_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_08_e_23,True,,31,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
d_main_05_08_e_24,d_main_05_08_e,Speech,neon,neon,Locale_MainScenario:d_main_05_08_e_24,True,,S_150,S_1500,0.5,,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle
d_main_05_08_e_25,d_main_05_08_e,Speech,anis,anis,Locale_MainScenario:d_main_05_08_e_25,True,,130,1300,0.5,,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle
d_main_05_08_e_26,d_main_05_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_05_08_e_26,True,,170,1700,2.0,,,3,idle,,1,idle,,13,angry,,15,angry,,17,think
d_main_05_08_e_27,d_main_05_08_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_08_e_27,True,,100,100,1.0,,,3,idle,,1,delight,,13,angry,,15,angry,,17,think
