id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_14_05_1,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_1,True,anis,1,angry,neon,3,idle,marian_p,13,angry,rapi,15,idle,CityForest_01,31,31,1.0,bgm_enemyclose
d_main_14_05_2,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_2,True,,1,worry,,3,idle,,13,angry,,15,idle,,31,31,1.0,
d_main_14_05_3,d_main_14_05,Speech,neon,neon,Locale_MainScenario:d_main_14_05_3,True,,1,worry,,3,idle,,13,angry,,15,idle,,31,31,1.0,
d_main_14_05_4,d_main_14_05,Self,,,Locale_MainScenario:d_main_14_05_4,False,,1,worry,,3,idle,,13,angry,,15,idle,,31,31,1.0,
d_main_14_05_5,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_5,True,,1,worry,,3,idle,,13,angry,,15,idle,,31,31,1.0,
d_main_14_05_6,d_main_14_05,Self,,,Locale_MainScenario:d_main_14_05_6,False,,1,worry,,3,idle,,13,angry,,15,idle,,31,31,1.0,
d_main_14_05_7,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_7,True,,1,sad,,3,idle,,13,angry,,15,idle,,31,10,1.0,
d_main_14_05_8,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_8,True,,1,sad,,3,idle,,13,angry,,15,idle,,10,10,1.0,
d_main_14_05_9,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_9,False,,1,sad,,3,idle,,13,angry,,15,idle,,150,150,1.0,
d_main_14_05_10,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_10,True,,1,void,,3,idle,,13,angry,,15,idle,,10,10,1.0,
d_main_14_05_11,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_11,True,,1,void,,3,idle,,13,angry,,15,idle,,150,150,1.0,
d_main_14_05_12,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_12,True,,1,void,,3,idle,,13,angry,,15,idle,,150,150,1.0,
d_main_14_05_13,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_13,True,,1,void,,3,idle,,13,angry,,15,idle,,10,10,1.0,
d_main_14_05_14,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_14,True,,1,void,,3,idle,,13,angry,,15,idle,,150,150,1.0,
d_main_14_05_15,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_15,True,,1,void,,3,idle,,13,angry,,15,idle,,150,1315,1.0,
d_main_14_05_16,d_main_14_05,Speech,rapi,rapi,Locale_MainScenario:d_main_14_05_16,True,,1,void,,3,idle,,13,angry,,15,idle,,1315,1315,1.0,
d_main_14_05_17,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_17,False,,1,void,,3,idle,,13,angry,,15,idle,,1315,1315,1.0,
d_main_14_05_18,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_18,True,,1,void,,3,idle,,13,angry,,15,idle,,1315,113,1.0,
d_main_14_05_19,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_19,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_20,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_20,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_21,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_21,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_22,d_main_14_05,Speech,anis,anis,Locale_MainScenario:d_main_14_05_22,False,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_23,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_23,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_24,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_24,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_25,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_25,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
d_main_14_05_26,d_main_14_05,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_05_26,True,,1,void,,3,idle,,13,angry,,15,idle,,113,113,1.0,
