id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake
d_ex_outdoorpool_03_1,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_1,True,aria,3,idle,neon_s,1,surprise,mary_s,13,idle,Pool_n,3,3,1.0,bgm_story_kneeldownfools,,,
d_ex_outdoorpool_03_2,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_2,True,,3,think,,1,surprise,,13,idle,,3,30,2.0,,,,
d_ex_outdoorpool_03_3,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_3,True,,3,think,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_4,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_4,True,,3,think,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_5,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_5,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_6,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_6,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_7,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_7,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_8,d_ex_outdoorpool_03,Choice,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_8,False,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,d_ex_outdoorpool_03_10,,
d_ex_outdoorpool_03_9,d_ex_outdoorpool_03,Choice,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_9,False,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,d_ex_outdoorpool_03_16,,
d_ex_outdoorpool_03_10,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_10,True,,3,idle,,1,surprise,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_11,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_11,True,,3,idle,,1,surprise,,13,idle,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_12,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_12,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_13,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_13,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_14,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_14,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_03_15,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_15,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,d_ex_outdoorpool_03_20,,
d_ex_outdoorpool_03_16,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_16,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_17,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_17,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_18,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_18,True,,3,idle,,1,surprise,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_19,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_19,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,d_ex_outdoorpool_03_20,,
d_ex_outdoorpool_03_20,d_ex_outdoorpool_03,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_20,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_03_21,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_21,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_22,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_22,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_23,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_23,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_03_24,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_24,True,,3,idle,,1,surprise,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_03_25,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_25,True,,3,idle,,1,surprise,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_03_26,d_ex_outdoorpool_03,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_03_26,False,,3,idle,,1,surprise,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_03_27,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_27,True,,3,idle,,1,surprise,,13,think,,30,300,1.0,,,,
d_ex_outdoorpool_03_28,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_28,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_29,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_29,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_30,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_30,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_31,d_ex_outdoorpool_03,Self,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_31,False,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_32,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_32,True,,3,think,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_33,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_33,True,,3,think,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_34,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_34,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_35,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_35,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_36,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_36,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_37,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_37,True,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_38,d_ex_outdoorpool_03,Self,aria,,Locale_SuddenStory:d_ex_outdoorpool_03_38,False,,3,idle,,1,surprise,,13,think,,300,300,1.0,,,,
d_ex_outdoorpool_03_39,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_39,True,,3,idle,,1,surprise,,13,think,,300,30,1.0,,,,
d_ex_outdoorpool_03_40,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_40,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_41,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_41,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_42,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_42,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_43,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_43,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_44,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_44,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_45,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_45,True,,3,idle,,1,surprise,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_46,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_46,True,,3,idle,,1,no,,13,think,,30,12,2.0,,,,
d_ex_outdoorpool_03_47,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_47,True,,3,idle,,1,no,,13,think,,12,12,1.0,,,,
d_ex_outdoorpool_03_48,d_ex_outdoorpool_03,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_48,False,,3,idle,,1,no,,13,think,,12,12,1.0,,,,
d_ex_outdoorpool_03_49,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_49,True,,3,idle,,1,no,,13,think,,12,XS_10,2.0,,,,
d_ex_outdoorpool_03_50,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_50,True,,3,idle,,1,no,,13,think,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_51,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_51,True,,3,idle,,1,no,,13,think,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_52,d_ex_outdoorpool_03,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_03_52,True,,3,idle,,1,no,,13,think,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_53,d_ex_outdoorpool_03,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_03_53,False,,3,idle,,1,no,,13,think,,XS_10,XS_10,1.0,,,,
d_ex_outdoorpool_03_54,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_54,True,,3,idle,,1,no,,13,think,,XS_10,130,2.0,,,,
d_ex_outdoorpool_03_55,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_55,True,,3,idle,,1,no,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_56,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_56,True,,3,idle,,1,no,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_57,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_57,True,,3,idle,,1,no,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_58,d_ex_outdoorpool_03,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_03_58,False,,3,idle,,1,no,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_59,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_59,True,,3,idle,,1,angry,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_60,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_60,True,,3,idle,,1,angry,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_61,d_ex_outdoorpool_03,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_03_61,True,,3,idle,,1,angry,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_03_62,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_62,True,,3,idle,,1,idle,,13,think,,30,30,1.0,,,,
d_ex_outdoorpool_03_63,d_ex_outdoorpool_03,Speech,aria,aria,Locale_SuddenStory:d_ex_outdoorpool_03_63,True,,3,idle,,1,idle,,13,think,,30,30,1.0,,,,
