id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_37_02_s_1,d_main_37_02_s,Self,rapi_red,Locale_MainScenario:d_main_37_02_s_1,False,Jungle2,14,14,1.0,bgm_chapter37_field_swarmnest,,,,drake,7,angry,,laplace,5,angry,,maxwell,13,idle_02,,rapi_red,15,idle,,,,,,,,,,,
d_main_37_02_s_2,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_2,True,,14,14,1.0,,rapi_red,,,,7,angry,,,5,angry,,,13,idle_02,,,15,idle,,,,,,,,,,,
d_main_37_02_s_3,d_main_37_02_s,Self,rapi_red,Locale_MainScenario:d_main_37_02_s_3,False,,14,14,1.0,,,,,,7,angry,,,5,angry,,,13,idle_02,,,15,idle,,,,,,,,,,,
d_main_37_02_s_4,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_4,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,idle_02,,,15,idle,,,,,,,,,,,
d_main_37_02_s_5,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_5,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_6,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_6,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_7,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_7,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_8,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_8,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_9,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_9,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_10,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_10,True,,14,14,1.0,,rapi_red,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_11,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_11,True,,14,14,1.0,,rapi_red,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_12,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_12,True,,14,14,1.0,,rapi_red,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_13,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_13,True,,14,14,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_37_02_s_14,d_main_37_02_s,Speech,drake,Locale_MainScenario:d_main_37_02_s_14,True,,14,6,1.0,,drake,,,,7,angry,,,5,angry,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_37_02_s_15,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_15,True,,6,6,1.0,,laplace,,,,7,angry,,,5,angry,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_37_02_s_16,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_16,True,,130,130,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_17,d_main_37_02_s,Speech,drake,Locale_MainScenario:d_main_37_02_s_17,True,,6,6,1.0,,drake,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_18,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_18,True,,6,6,1.0,,laplace,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_19,d_main_37_02_s,Monologue,maxwell,Locale_MainScenario:d_main_37_02_s_19,False,,130,130,1.0,,,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_20,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_20,True,,130,130,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,angry,,,15,idle,,,,,,,,,,,
d_main_37_02_s_21,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_21,True,,130,13,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,idle_02,,,15,idle,,,,,,,,,,,
d_main_37_02_s_22,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_22,True,,13,13,1.0,,maxwell,,,,7,angry,,,5,angry,,,13,idle_02,,,15,idle,,,,,,,,,,,
d_main_37_02_s_23,d_main_37_02_s,Monologue,maxwell,Locale_MainScenario:d_main_37_02_s_23,False,BlackSeaJungle,black,black,1.0,,,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_24,d_main_37_02_s,Monologue,maxwell,Locale_MainScenario:d_main_37_02_s_24,False,,16,16,1.0,,,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_25,d_main_37_02_s,Monologue,maxwell,Locale_MainScenario:d_main_37_02_s_25,False,,16,16,1.0,,,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_26,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_26,True,,S_50,S_50,1.0,,laplace,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_27,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_27,True,,S_50,S_50,1.0,,laplace,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_28,d_main_37_02_s,Speech,drake,Locale_MainScenario:d_main_37_02_s_28,True,,S_50,70,1.0,,drake,,,,7,angry,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_29,d_main_37_02_s,Speech,drake,Locale_MainScenario:d_main_37_02_s_29,True,,70,70,1.0,,drake,,,,7,delight,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_30,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_30,True,,1,1,1.0,,rapi_red,,,,7,delight,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_31,d_main_37_02_s,Speech,drake,Locale_MainScenario:d_main_37_02_s_31,True,,70,7,1.0,,drake,,,,7,no,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_32,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_32,True,,1,1,1.0,,rapi_red,,,,7,no,,,5,angry,,,3,idle_02,,,1,no,,,,,,,,,,,
d_main_37_02_s_33,d_main_37_02_s,Speech,maxwell,Locale_MainScenario:d_main_37_02_s_33,True,,1,2,1.0,,maxwell,,,,7,idle,,,5,angry,,,3,idle_02,,,1,no,,,,,,,,,,,
d_main_37_02_s_34,d_main_37_02_s,Self,maxwell,Locale_MainScenario:d_main_37_02_s_34,False,,2,2,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,no,,,,,,,,,,,
d_main_37_02_s_35,d_main_37_02_s,Self,maxwell,Locale_MainScenario:d_main_37_02_s_35,False,,2,2,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,no,,,,,,,,,,,
d_main_37_02_s_36,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_36,True,,2,2,1.0,,rapi_red,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_37,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_37,True,,2,2,1.0,,rapi_red,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_38,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_38,True,,2,2,1.0,,rapi_red,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_39,d_main_37_02_s,Self,rapi_red,Locale_MainScenario:d_main_37_02_s_39,False,,2,2,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,,,,,,,,,
d_main_37_02_s_40,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_40,True,,2,10,1.0,,rapi_red,,,,7,idle,,,5,angry,,,3,idle_02,,,1,good,,,,,,,,,,,
d_main_37_02_s_41,d_main_37_02_s,Self,rapi_red,Locale_MainScenario:d_main_37_02_s_41,False,,10,10,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,good,,,,,,,,,,,
d_main_37_02_s_42,d_main_37_02_s,Speech,helm_op_l,Locale_MainScenario:d_main_37_02_s_42,True,,10,10,1.0,,helm_op_l,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,helm_op_l,OP_leftup,idle,,,,,,,
d_main_37_02_s_43,d_main_37_02_s,Self,helm_op_l,Locale_MainScenario:d_main_37_02_s_43,False,,10,10,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,OP_leftup,idle,,,,,,,
d_main_37_02_s_44,d_main_37_02_s,Speech,helm_op_l,Locale_MainScenario:d_main_37_02_s_44,True,,10,10,1.0,,helm_op_l,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,OP_leftup,idle,,,,,,,
d_main_37_02_s_45,d_main_37_02_s,Self,helm_op_l,Locale_MainScenario:d_main_37_02_s_45,False,,10,10,1.0,,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,OP_leftup,idle,,,,,,,
d_main_37_02_s_46,d_main_37_02_s,Speech,helm_op_l,Locale_MainScenario:d_main_37_02_s_46,True,,10,10,1.0,,helm_op_l,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,OP_leftup,idle,,,,,,,
d_main_37_02_s_47,d_main_37_02_s,Self,helm_op_l,Locale_MainScenario:d_main_37_02_s_47,False,,10,10,1.0,none,,,,,7,idle,,,5,angry,,,3,idle_02,,,1,idle,,,OP_leftup,idle,,,,,,,
d_main_37_02_s_48,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_48,False,White,10,1,1.0,event_bgm_ubsphere_aapiller,,,,,7,idle,drake,,5,angry,laplace,,3,idle_02,maxwell,,1,idle,rapi_red,,OP_leftup,idle,helm_op_l,,,,,,
d_main_37_02_s_49,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_49,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_50,d_main_37_02_s,Narration,,Locale_MainScenario:d_main_37_02_s_50,False,,1,1,1.0,,,sfx_scn_admirefire_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_51,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_51,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_52,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_52,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_53,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_53,False,Bog,1,1,1.0,,,,Blur_Low,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_54,d_main_37_02_s,Monologue,,Locale_MainScenario:d_main_37_02_s_54,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_02_s_55,d_main_37_02_s,Speech,rapi_red,Locale_MainScenario:d_main_37_02_s_55,True,,1,10,1.0,,rapi_red,,,drake,7,idle,,laplace,5,idle,,maxwell,3,idle_02,,rapi_red,1,angry,,,,,,,,,,,
d_main_37_02_s_56,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_56,False,,S_50,S_50,1.0,,laplace,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,,,,,,,,,
d_main_37_02_s_57,d_main_37_02_s,Speech,laplace,Locale_MainScenario:d_main_37_02_s_57,True,,S_50,S_50,1.0,,laplace,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,,,,,,,,,
d_main_37_02_s_58,d_main_37_02_s,Monologue,laplace,Locale_MainScenario:d_main_37_02_s_58,False,,S_50,15,1.0,,,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,,,,,,,,,
d_main_37_02_s_59,d_main_37_02_s,Monologue,laplace,Locale_MainScenario:d_main_37_02_s_59,False,,15,15,1.0,,,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,,,,,,,,,
d_main_37_02_s_60,d_main_37_02_s,Self,laplace,Locale_MainScenario:d_main_37_02_s_60,False,,15,15,1.0,,,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,,,,,,,,,
d_main_37_02_s_61,d_main_37_02_s,Speech,helm,Locale_MainScenario:d_main_37_02_s_61,True,EzsUp,15,150,1.0,,helm,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,helm,15,idle,,anchor,17,shy,mast,19,idle
d_main_37_02_s_62,d_main_37_02_s,Speech,helm,Locale_MainScenario:d_main_37_02_s_62,True,,150,150,1.0,,helm,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,15,idle,,,17,shy,,19,idle
d_main_37_02_s_63,d_main_37_02_s,Speech,anchor,Locale_MainScenario:d_main_37_02_s_63,True,,150,S_170,1.0,,anchor,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,15,idle,,,17,shy,,19,idle
d_main_37_02_s_64,d_main_37_02_s,Speech,mast,Locale_MainScenario:d_main_37_02_s_64,True,,S_170,190,1.0,,mast,,,,7,idle,,,5,idle,,,3,idle_02,,,1,angry,,,15,idle,,,17,shy,,19,idle
