id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id
d_main_37_02_e_1,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_1,True,rapi_red,7,idle,maxwell,5,idle,helm,3,idle,mast,1,idle,anchor,13,idle,drake,15,angry,laplace,17,idle,EzsUp,2,2,1.0,bgm_chapter37_field_swarmnest,
d_main_37_02_e_2,d_main_37_02_e,Speech,mast,mast,Locale_MainScenario:d_main_37_02_e_2,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,2,12,1.0,,
d_main_37_02_e_3,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_3,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,12,12,1.0,,
d_main_37_02_e_4,d_main_37_02_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_37_02_e_4,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,50,50,1.0,,
d_main_37_02_e_5,d_main_37_02_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_02_e_5,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,16,16,1.0,,
d_main_37_02_e_6,d_main_37_02_e,Speech,laplace,laplace,Locale_MainScenario:d_main_37_02_e_6,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,16,16,1.0,,
d_main_37_02_e_7,d_main_37_02_e,Speech,drake,drake,Locale_MainScenario:d_main_37_02_e_7,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,idle,,16,16,1.0,,
d_main_37_02_e_8,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_8,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,sad,,15,angry,,17,idle,,16,14,1.0,,
d_main_37_02_e_9,d_main_37_02_e,Speech,drake,drake,Locale_MainScenario:d_main_37_02_e_9,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,14,14,1.0,,
d_main_37_02_e_10,d_main_37_02_e,Speech,anchor,anchor,Locale_MainScenario:d_main_37_02_e_10,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,14,14,1.0,,
d_main_37_02_e_11,d_main_37_02_e,Speech,drake,drake,Locale_MainScenario:d_main_37_02_e_11,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,14,14,1.0,,
d_main_37_02_e_12,d_main_37_02_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_02_e_12,True,,7,think,,5,idle,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,70,70,1.0,,
d_main_37_02_e_13,d_main_37_02_e,Self,helm,,Locale_MainScenario:d_main_37_02_e_13,False,,7,think,,5,idle,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,30,30,1.0,,
d_main_37_02_e_14,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_14,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,no,,17,idle,,30,30,1.0,,
d_main_37_02_e_15,d_main_37_02_e,Self,helm,,Locale_MainScenario:d_main_37_02_e_15,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,no,,17,idle,,30,30,1.0,,
d_main_37_02_e_16,d_main_37_02_e,Self,helm,,Locale_MainScenario:d_main_37_02_e_16,False,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,no,,17,idle,,30,30,1.0,,
d_main_37_02_e_17,d_main_37_02_e,Speech,helm,helm,Locale_MainScenario:d_main_37_02_e_17,True,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,30,3,1.0,,
