id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_31_02_e_1,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_1,True,vesti,5,idle,emma,3,idle,eunhwa,1,idle,CrystalCity,10,10,1.0,bgm_chapter31_field_beast,,,,,,,,,,,,,,
d_main_31_02_e_2,d_main_31_02_e,Speech,emma,emma,Locale_MainScenario:d_main_31_02_e_2,True,,5,idle,,3,idle,,1,idle,,10,4,1.0,,,,,,,,,,,,,,,
d_main_31_02_e_3,d_main_31_02_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_e_3,True,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,,,,,,,,,,,
d_main_31_02_e_4,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_4,False,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
d_main_31_02_e_5,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_5,True,,5,idle,,3,idle,,1,idle,,10,1,1.0,,,,,,,,,,,,,,,
d_main_31_02_e_6,d_main_31_02_e,Speech,anis,anis,Locale_MainScenario:d_main_31_02_e_6,True,,5,idle,,3,idle,,1,idle,,1,14,1.0,,anis,13,angry,neon,15,angry,,,,,,,,
d_main_31_02_e_7,d_main_31_02_e,Speech,neon,neon,Locale_MainScenario:d_main_31_02_e_7,True,,5,idle,,3,idle,,1,idle,,14,14,1.0,,,13,angry,,15,angry,,,,,,,,
d_main_31_02_e_8,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_8,False,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,13,angry,,15,angry,,,,,,,,
d_main_31_02_e_9,d_main_31_02_e,Speech,neon,neon,Locale_MainScenario:d_main_31_02_e_9,True,,5,idle,,3,idle,,1,idle,,S_150,S_150,1.0,,,13,angry,,15,delight,,,,,,,,
d_main_31_02_e_10,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_10,True,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,13,angry,,15,delight,,,,,,,,
d_main_31_02_e_11,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_11,True,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,13,angry,,15,delight,,,,,,,,
d_main_31_02_e_12,d_main_31_02_e,Speech,anis,anis,Locale_MainScenario:d_main_31_02_e_12,True,,5,idle,,3,idle,,1,idle,,14,14,1.0,,,13,void,,15,surprise,,,,,,,,
d_main_31_02_e_13,d_main_31_02_e,Speech,neon,neon,Locale_MainScenario:d_main_31_02_e_13,True,,5,idle,,3,idle,,1,idle,,14,14,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_14,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_14,True,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_15,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_15,True,,5,idle,,3,idle,,1,idle,,1,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_16,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_16,True,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_17,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_17,True,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_18,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_18,True,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_19,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_19,True,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_20,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_20,True,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,13,void,,15,worry,,,,,,,,
d_main_31_02_e_21,d_main_31_02_e,Speech,anis,anis,Locale_MainScenario:d_main_31_02_e_21,True,,5,idle,,3,idle,,1,idle,,10,12,1.0,,,13,worry,,15,worry,,,,,,,,
d_main_31_02_e_22,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_22,True,,5,idle,,3,idle,,1,idle,,12,12,1.0,,,13,worry,,15,worry,,,,,,,,
d_main_31_02_e_23,d_main_31_02_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_e_23,True,,5,idle,,3,idle,,1,idle,,12,1,1.0,,,13,worry,,15,worry,,,,,,,,
d_main_31_02_e_24,d_main_31_02_e,Narration,eunhwa,,Locale_MainScenario:d_main_31_02_e_24,False,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,13,worry,,15,worry,eunhwa,sfx_scn_walkaway,,,,,,
d_main_31_02_e_25,d_main_31_02_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_e_25,True,,5,delight,,3,idle,,,,,XS_50,XS_50,1.0,,,13,void,,15,worry,,,,,,,,
