id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_trainstation_01_1,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_1,True,Station,S_10,S_10,1.0,bgm_story_orangepop,soline,1,idle,brid,13,idle,diesel,3,idle
d_ex_trainstation_01_2,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_2,True,,S_10,113,1.0,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_3,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_3,True,,113,113,1.0,,,1,angry,,13,idle,,3,idle
d_ex_trainstation_01_4,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_4,True,,113,113,1.0,,,1,angry,,13,idle,,3,idle
d_ex_trainstation_01_5,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_5,True,,113,31,1.0,,,1,angry,,13,idle,,3,surprise
d_ex_trainstation_01_6,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_6,True,,31,31,1.0,,,1,angry,,13,idle,,3,surprise
d_ex_trainstation_01_7,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_7,False,,31,S_10,0.5,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_8,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_8,True,,S_10,S_10,1.0,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_9,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_9,True,,S_10,S_10,1.0,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_10,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_10,True,,S_10,L_130,1.0,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_11,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_11,True,,L_130,L_130,1.0,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_12,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_12,True,,L_130,L_130,1.0,,,1,shy,,13,idle,,3,surprise
d_ex_trainstation_01_13,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_13,True,,L_130,S_10,0.5,,,1,angry,,13,idle,,3,surprise
d_ex_trainstation_01_14,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_14,True,,S_10,S_10,1.0,,,1,angry,,13,idle,,3,surprise
d_ex_trainstation_01_15,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_15,True,,S_10,31,1.0,,,1,angry,,13,idle,,3,idle
d_ex_trainstation_01_16,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_16,True,,31,31,1.0,,,1,angry,,13,idle,,3,idle
d_ex_trainstation_01_17,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_17,True,,31,31,1.0,,,1,angry,,13,idle,,3,idle
d_ex_trainstation_01_18,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_18,True,,31,31,1.0,,,1,surprise,,13,idle,,3,idle
d_ex_trainstation_01_19,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_19,True,,31,31,1.0,,,1,surprise,,13,idle,,3,idle
d_ex_trainstation_01_20,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_20,True,,31,31,1.0,,,1,surprise,,13,idle,,3,delight
d_ex_trainstation_01_21,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_21,True,,31,31,1.0,,,1,surprise,,13,idle,,3,delight
d_ex_trainstation_01_22,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_22,True,,31,30,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_23,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_23,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_24,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_24,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_25,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_25,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_26,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_26,True,,30,30,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_27,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_27,True,,S_10,S_10,1.0,,,1,idle,,13,idle,,3,delight
d_ex_trainstation_01_28,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_28,True,,30,30,1.0,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_29,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_29,True,,30,30,1.0,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_30,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_30,True,,30,300,0.5,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_31,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_31,True,,300,300,1.0,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_32,d_ex_trainstation_01,Self,diesel,Self,Locale_SuddenStory:d_ex_trainstation_01_32,False,,300,300,1.0,,,1,idle,,13,idle,,3,idle
d_ex_trainstation_01_33,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_33,False,,L_1300,L_1300,1.0,,,1,idle,,13,surprise,,3,idle
d_ex_trainstation_01_34,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_34,True,,L_1300,31,1.0,,,1,pain,,13,surprise,,3,idle
d_ex_trainstation_01_35,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_35,True,,31,31,1.0,,,1,pain,,13,idle,,3,idle
d_ex_trainstation_01_36,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_36,True,,31,31,1.0,,,1,pain,,13,idle,,3,idle
d_ex_trainstation_01_37,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_37,True,,31,31,1.0,,,1,pain,,13,idle,,3,idle
d_ex_trainstation_01_38,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_38,True,,31,31,1.0,,,1,pain,,13,idle,,3,idle
d_ex_trainstation_01_39,d_ex_trainstation_01,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_01_39,True,,31,31,1.0,,,1,pain,,13,idle,,3,idle
d_ex_trainstation_01_40,d_ex_trainstation_01,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_01_40,False,,L_130,L_130,1.0,,,1,surprise,,13,idle,,3,idle
d_ex_trainstation_01_41,d_ex_trainstation_01,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_01_41,True,,31,31,1.0,,,1,surprise,,13,idle,,3,idle
