id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_18_02_1,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_1,True,drake,3,idle,laplace,1,angry,maxwell,13,idle,WasteLand_02,130,130,1.0,bgm_underwaterflowers
d_main_18_02_2,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_2,True,,3,idle,,1,angry,,13,idle,,130,130,1.0,
d_main_18_02_3,d_main_18_02,Speech,drake,drake,Locale_MainScenario:d_main_18_02_3,True,,3,angry,,1,angry,,13,idle,,30,30,1.0,
d_main_18_02_4,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_4,True,,3,angry,,1,angry,,13,angry,,130,130,1.0,
d_main_18_02_5,d_main_18_02,Speech,drake,drake,Locale_MainScenario:d_main_18_02_5,True,,3,no,,1,angry,,13,angry,,30,30,1.0,
d_main_18_02_6,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_6,True,,3,idle,,1,angry,,13,idle,,130,130,1.0,
d_main_18_02_7,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_7,False,,3,idle,,1,angry,,13,idle,,130,12,1.0,
d_main_18_02_8,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_8,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,
d_main_18_02_9,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_9,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,
d_main_18_02_10,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_10,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,
d_main_18_02_11,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_11,True,,3,idle,,1,shy,,13,idle,,12,12,1.0,
d_main_18_02_12,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_12,True,,3,idle,,1,shy,,13,idle,,12,12,1.0,
d_main_18_02_13,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_13,True,,3,idle,,1,shy,,13,angry,,12,130,1.0,
d_main_18_02_14,d_main_18_02,Speech,drake,drake,Locale_MainScenario:d_main_18_02_14,False,,3,angry,,1,angry,,13,idle,,30,300,0.5,
d_main_18_02_15,d_main_18_02,Speech,drake,drake,Locale_MainScenario:d_main_18_02_15,True,,3,angry,,1,angry,,13,idle,,300,300,1.0,
d_main_18_02_16,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_16,True,,3,angry,,1,think,,13,idle,,S_10,S_100,0.5,
d_main_18_02_17,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_17,True,,3,idle,,1,delight,,13,idle,,S_100,S_100,1.0,
d_main_18_02_18,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_18,True,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,
d_main_18_02_19,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_19,True,,3,idle,,1,idle,,13,idle,,S_100,12,1.0,
d_main_18_02_20,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_20,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,
d_main_18_02_21,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_21,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,
d_main_18_02_22,d_main_18_02,Self,maxwell,,Locale_MainScenario:d_main_18_02_22,False,,3,idle,,1,idle,,13,idle,,12,12,1.0,
d_main_18_02_23,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_23,True,,3,idle,,1,idle,,13,idle,,12,S_10,1.0,
d_main_18_02_24,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_24,True,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,
d_main_18_02_25,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_25,True,,3,idle,,1,delight,,13,idle,,S_10,S_10,1.0,
d_main_18_02_26,d_main_18_02,Speech,laplace,laplace,Locale_MainScenario:d_main_18_02_26,True,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,
d_main_18_02_27,d_main_18_02,Self,laplace,,Locale_MainScenario:d_main_18_02_27,False,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,
d_main_18_02_28,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_28,False,,3,idle,,1,idle,,13,idle,,S_10,130,2.0,
d_main_18_02_29,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_29,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,
d_main_18_02_30,d_main_18_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_02_30,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,
