id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_09af_06_1,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_1,True,andersen,1,idle,ingrid,3,idle,rapi,5,idle,anis,7,idle,neon,9,idle,Office,L_10,L_10,1.0,bgm_story_fairytalesend_a
d_main_09af_06_2,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_2,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_10,L_10,1.0,
d_main_09af_06_3,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_3,False,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_10,L_10,1.0,
d_main_09af_06_4,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_4,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_10,31,1.0,
d_main_09af_06_5,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_5,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_6,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_6,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_7,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_7,False,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_8,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_8,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,L_30,1.0,
d_main_09af_06_9,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_9,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_10,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_10,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_11,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_11,False,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_12,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_12,False,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,L_30,L_300,0.5,
d_main_09af_06_13,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_13,False,,1,idle,,3,think,,5,idle,,7,idle,,9,idle,,L_300,L_300,1.0,
d_main_09af_06_14,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_14,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_300,L_300,1.0,
d_main_09af_06_15,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_15,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_300,L_300,1.0,
d_main_09af_06_16,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_16,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_300,L_300,1.0,
d_main_09af_06_17,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_17,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_300,L_30,0.5,
d_main_09af_06_18,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_18,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_19,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_19,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,50,1.0,none
d_main_09af_06_20,d_main_09af_06,Self,,,Locale_MainScenario:d_main_09af_06_20,False,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,50,50,1.0,bgm_story_fairytalesend_b
d_main_09af_06_21,d_main_09af_06,Speech,anis,anis,Locale_MainScenario:d_main_09af_06_21,True,,1,idle,,3,idle,,5,idle,,7,angry,,9,surprise,,70,70,1.0,
d_main_09af_06_22,d_main_09af_06,Speech,neon,neon,Locale_MainScenario:d_main_09af_06_22,True,,1,idle,,3,idle,,5,idle,,7,angry,,9,surprise,,90,90,1.0,
d_main_09af_06_23,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_23,True,,1,idle,,3,idle,,5,idle,,7,angry,,9,surprise,,90,31,1.0,
d_main_09af_06_24,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_24,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,31,31,1.0,
d_main_09af_06_25,d_main_09af_06,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_06_25,True,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,50,50,1.0,
d_main_09af_06_26,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_26,True,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,L_10,L_10,1.0,
d_main_09af_06_27,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_27,False,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_28,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_28,True,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,L_30,1.0,
d_main_09af_06_29,d_main_09af_06,Speech,andersen,andersen,Locale_MainScenario:d_main_09af_06_29,True,,1,	angry,,3,idle,,5,idle,,7,idle,,9,idle,,L_30,31,1.0,
d_main_09af_06_30,d_main_09af_06,Speech,ingrid,ingrid,Locale_MainScenario:d_main_09af_06_30,True,,1,	angry,,3,angry,,5,idle,,7,idle,,9,idle,,31,31,1.0,
