id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id
d_ex_library_09_1,d_ex_library_09,Monologue,Monologue,Locale_SuddenStory:d_ex_library_09_1,False,Library,1,1,1.0,none,,,,,,,,,
d_ex_library_09_2,d_ex_library_09,Monologue,Monologue,Locale_SuddenStory:d_ex_library_09_2,False,,1,10,1.0,bgm_story_backtonormal,,,,,,,,,
d_ex_library_09_3,d_ex_library_09,Speech,unknown,Locale_SuddenStory:d_ex_library_09_3,True,,10,10,1.0,,unknown,,,,,,,,
d_ex_library_09_4,d_ex_library_09,Speech,unknown,Locale_SuddenStory:d_ex_library_09_4,True,,10,10,1.0,,unknown,,,,,,,,
d_ex_library_09_5,d_ex_library_09,Speech,unknown,Locale_SuddenStory:d_ex_library_09_5,True,,10,10,1.0,,unknown,,,,,,,,
d_ex_library_09_6,d_ex_library_09,Self,Self,Locale_SuddenStory:d_ex_library_09_6,False,,10,1,1.0,,,,,,,,,,
d_ex_library_09_7,d_ex_library_09,Monologue,Monologue,Locale_SuddenStory:d_ex_library_09_7,False,,1,10,1.0,,,,,,,,,,
d_ex_library_09_8,d_ex_library_09,Narration,Narration,Locale_SuddenStory:d_ex_library_09_8,False,,10,10,1.0,,,sfx_scn_highscore,,,,,,,
d_ex_library_09_9,d_ex_library_09,Speech,unknown,Locale_SuddenStory:d_ex_library_09_9,True,,10,10,1.0,,unknown,,,,,,,,
d_ex_library_09_10,d_ex_library_09,Speech,unknown,Locale_SuddenStory:d_ex_library_09_10,True,,10,10,1.0,,unknown,,,,,,,,
d_ex_library_09_11,d_ex_library_09,Self,Self,Locale_SuddenStory:d_ex_library_09_11,False,,10,1,1.0,,,,,,,,,,
d_ex_library_09_12,d_ex_library_09,Monologue,ein,Locale_SuddenStory:d_ex_library_09_12,False,,black,black,1.0,,,sfx_scn_bookclose,ein,3,shy,,,,
d_ex_library_09_13,d_ex_library_09,Monologue,ein,Locale_SuddenStory:d_ex_library_09_13,False,,3,3,1.0,,,,,3,shy,,,,
d_ex_library_09_14,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_14,True,,3,30,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_15,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_15,True,,30,30,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_16,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_16,False,,30,30,1.0,,,,,3,surprise,,,,
d_ex_library_09_17,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_17,True,,30,30,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_18,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_18,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_19,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_19,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_20,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_20,False,,30,30,1.0,,,,,3,idle,,,,
d_ex_library_09_21,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_21,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_22,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_22,True,,30,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_23,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_23,True,,300,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_24,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_24,False,,300,300,1.0,,,,,3,surprise,,,,
d_ex_library_09_25,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_25,True,,300,300,1.0,,ein,,,3,delight,,,,
d_ex_library_09_26,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_26,True,,300,300,1.0,,ein,,,3,delight,,,,
d_ex_library_09_27,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_27,True,,300,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_28,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_28,True,,300,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_29,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_29,True,,300,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_30,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_30,True,,300,300,1.0,,ein,,,3,surprise,,,,
d_ex_library_09_31,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_31,False,,300,300,1.0,,,,,3,surprise,,,,
d_ex_library_09_32,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_32,True,,300,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_33,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_33,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_34,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_34,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_35,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_35,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_36,d_ex_library_09,Self,ein,Locale_SuddenStory:d_ex_library_09_36,False,,30,30,1.0,,,,,3,idle,,,,
d_ex_library_09_37,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_37,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_38,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_38,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_39,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_39,True,,30,30,1.0,,ein,,,3,no,,,,
d_ex_library_09_40,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_40,True,,30,30,1.0,,ein,,,3,idle,,,,
d_ex_library_09_41,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_41,True,,30,3,1.0,,ein,,,3,idle,,,,
d_ex_library_09_42,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_42,True,,3,3,1.0,,ein,,,3,idle,,,,
d_ex_library_09_43,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_43,True,,3,3,1.0,,ein,,,3,idle,,,,
d_ex_library_09_44,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_44,True,,3,30,0.3,,ein,,,3,idle,,,,
d_ex_library_09_45,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_45,True,,5,50,1.0,,marciana,,,3,idle,marciana,5,idle,
d_ex_library_09_46,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_46,True,,50,50,1.0,,marciana,,,3,idle,,5,idle,
d_ex_library_09_47,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_47,True,,50,50,1.0,,marciana,,,3,idle,,5,idle,
d_ex_library_09_48,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_48,True,,50,50,1.0,,marciana,,,3,idle,,5,idle,
d_ex_library_09_49,d_ex_library_09,Self,marciana,Locale_SuddenStory:d_ex_library_09_49,False,,50,50,1.0,none,,,,3,idle,,5,idle,
d_ex_library_09_50,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_50,True,,3,30,0.7,bgm_story_languor,ein,,,3,shy,,5,idle,
d_ex_library_09_51,d_ex_library_09,Speech,ein,Locale_SuddenStory:d_ex_library_09_51,True,,30,30,1.0,,ein,,,3,shy,,5,idle,
d_ex_library_09_52,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_52,True,,30,4,1.0,,marciana,,,3,shy,,5,good,
d_ex_library_09_53,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_53,True,,4,4,1.0,,marciana,,,3,shy,,5,good,
d_ex_library_09_54,d_ex_library_09,Speech,marciana,Locale_SuddenStory:d_ex_library_09_54,True,,4,4,1.0,,marciana,,,3,shy,,5,good,
