id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound
d_ex_theater_11_1,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_1,False,crust,1,idle,emma_t,3,idle,Theater,XS_100,XS_100,1.0,bgm_story_daytoday,,,,
d_ex_theater_11_2,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_2,True,,1,idle,,3,idle,,XS_100,XS_100,1.0,,crust,crust,,
d_ex_theater_11_3,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_3,True,,1,delight,,3,idle,,XS_100,XS_10,1.0,,crust,crust,,
d_ex_theater_11_4,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_4,False,,1,delight,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_5,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_5,True,,1,shy,,3,idle,,XS_10,XS_10,1.0,,crust,crust,,
d_ex_theater_11_6,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_6,True,,1,shy,,3,idle,,XS_10,XS_10,1.0,,crust,crust,,
d_ex_theater_11_7,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_7,True,,1,shy,,3,idle,,XS_10,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_8,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_8,True,,1,shy,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_9,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_9,False,,1,shy,,3,idle,,30,30,1.0,,emma_t,,,
d_ex_theater_11_10,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_10,True,,1,idle,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_11,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_11,True,,1,idle,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_12,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_12,True,,1,delight,,3,idle,,30,XS_10,1.0,,crust,crust,,
d_ex_theater_11_13,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_13,True,,1,delight,,3,idle,,XS_10,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_14,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_14,True,,1,delight,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_15,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_15,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_16,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_16,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_17,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_17,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_18,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_18,True,,1,idle,,3,delight,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_19,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_19,True,,1,idle,,3,delight,,31,31,1.0,,crust,crust,,
d_ex_theater_11_20,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_20,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_21,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_21,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_22,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_22,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_23,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_23,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_24,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_24,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_25,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_25,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_26,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_26,True,,1,idle,,3,idle,,300,300,1.0,,emma_t,emma_t,black,
d_ex_theater_11_27,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_27,False,,1,idle,,3,idle,,300,300,1.0,none,emma_t,,,
d_ex_theater_11_28,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_28,True,,1,idle,,3,idle,,300,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_29,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_29,True,,1,idle,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_30,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_30,False,,1,idle,,3,idle,,30,30,1.0,bgm_story_herecomestrouble,emma_t,,,
d_ex_theater_11_31,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_31,True,,1,idle,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_32,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_32,True,,1,shy,,3,idle,,30,XS_10,1.0,,crust,crust,,
d_ex_theater_11_33,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_33,True,,1,sad,,3,idle,,XS_10,XS_100,1.0,,crust,crust,,
d_ex_theater_11_34,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_34,True,,1,idle,,3,surprise,,300,300,1.0,,emma_t,emma_t,black,
d_ex_theater_11_35,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_35,True,,1,idle,,3,surprise,,300,300,1.0,,emma_t,emma_t,,
d_ex_theater_11_36,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_36,True,,1,idle,,3,idle,,300,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_37,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_37,False,,1,idle,,3,idle,,30,30,1.0,,emma_t,,,
d_ex_theater_11_38,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_38,True,,1,idle,,3,idle,,30,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_39,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_39,True,,1,sad,,3,idle,,30,XS_10,1.0,,crust,crust,,
d_ex_theater_11_40,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_40,True,,1,sad,,3,idle,,XS_10,XS_100,1.0,,crust,crust,,
d_ex_theater_11_41,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_41,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_42,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_42,True,,1,sad,,3,idle,,XS_100,XS_10,1.0,,crust,crust,,
d_ex_theater_11_43,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_43,False,,1,sad,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_44,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_44,True,,1,sad,,3,idle,,300,30,1.0,,emma_t,emma_t,black,
d_ex_theater_11_45,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_45,False,,1,sad,,3,idle,,30,30,1.0,,emma_t,,,sfx_scn_soup
d_ex_theater_11_46,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_46,True,,1,sad,,3,idle,,30,XS_10,1.0,,crust,crust,,
d_ex_theater_11_47,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_47,True,,1,sad,,3,idle,,XS_10,XS_10,1.0,,crust,crust,,
d_ex_theater_11_48,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_48,False,,1,sad,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_49,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_49,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_50,d_ex_theater_11,Monologue,Locale_SuddenStory:d_ex_theater_11_50,False,,1,sad,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_51,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_51,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_52,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_52,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_53,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_53,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_54,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_54,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_55,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_55,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_56,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_56,True,,1,idle,,3,idle,,31,31,1.0,,emma_t,emma_t,,
d_ex_theater_11_57,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_57,False,,1,idle,,3,idle,,31,XS_10,1.0,,emma_t,,,
d_ex_theater_11_58,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_58,True,,1,shy,,3,idle,,XS_10,XS_10,1.0,,crust,crust,,
d_ex_theater_11_59,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_59,False,,1,shy,,3,idle,,XS_10,XS_10,1.0,,crust,,,
d_ex_theater_11_60,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_60,True,,1,shy,,3,idle,,XS_10,XS_10,1.0,,crust,crust,,
d_ex_theater_11_61,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_61,False,,1,idle,,3,idle,,black,black,1.0,,crust,,,sfx_scn_soup
d_ex_theater_11_62,d_ex_theater_11,Narration,Locale_SuddenStory:d_ex_theater_11_62,False,,1,idle,,3,idle,,black,black,1.0,,crust,,,
d_ex_theater_11_63,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_63,True,,1,sad,,3,idle,,XS_10,XS_100,0.5,,crust,crust,,
d_ex_theater_11_64,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_64,True,,1,sad,,3,idle,,XS_100,XS_100,1.0,,crust,crust,,
d_ex_theater_11_65,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_65,False,,1,sad,,3,idle,,XS_100,XS_100,1.0,,crust,,,
d_ex_theater_11_66,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_66,True,,1,idle,,3,idle,,XS_100,XS_100,1.0,,crust,crust,black,
d_ex_theater_11_67,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_67,True,,1,idle,,3,idle,,XS_100,XS_100,1.0,,crust,crust,,
d_ex_theater_11_68,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_68,False,,1,idle,,3,idle,,XS_100,XS_100,1.0,,crust,,,
d_ex_theater_11_69,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_69,True,,1,idle,,3,idle,,XS_100,300,1.0,,emma_t,emma_t,,
d_ex_theater_11_70,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_70,True,,1,idle,,3,idle,,300,30,1.0,,emma_t,emma_t,,
d_ex_theater_11_71,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_71,True,,1,idle,,3,idle,,30,31,1.0,,crust,crust,,
d_ex_theater_11_72,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_72,True,,1,idle,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_73,d_ex_theater_11,Speech,Locale_SuddenStory:d_ex_theater_11_73,True,,1,think,,3,idle,,31,31,1.0,,crust,crust,,
d_ex_theater_11_74,d_ex_theater_11,Self,Locale_SuddenStory:d_ex_theater_11_74,False,,1,think,,3,idle,,31,31,1.0,,crust,,,
