id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
d_main_38_07_s_1,d_main_38_07_s,Narration,Locale_MainScenario:d_main_38_07_s_1,False,Gym,black,black,1.0,bgm_story_sogood,,,,,,,,,,,,,,,,,
d_main_38_07_s_2,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_2,True,,2,2,1.0,,prika,prika,neon,5,idle,anis,3,angry,prika,1,idle,mint,13,shy,,,
d_main_38_07_s_3,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_3,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_4,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_4,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_5,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_5,True,,2,2,1.0,,prika,prika,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_6,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_6,True,,2,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_7,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_7,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_8,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_8,False,,130,130,1.0,,mint,mint,,5,idle,,3,angry,,1,idle,,13,shy,,,
d_main_38_07_s_9,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_9,True,,2,2,1.0,,anis,anis,,5,idle,,3,worry,,1,idle,,13,shy,,,
d_main_38_07_s_10,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_10,True,,2,2,1.0,,prika,prika,,5,idle,,3,worry,,1,delight,,13,shy,,,
d_main_38_07_s_11,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_11,True,,2,30,0.7,,anis,anis,,5,idle,,3,angry,,1,delight,,13,shy,,,
d_main_38_07_s_12,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_12,True,,130,130,1.0,,mint,mint,,5,idle,,3,angry,,1,delight,,13,surprise,,,
d_main_38_07_s_13,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_13,True,,130,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,surprise,,13,surprise,,,
d_main_38_07_s_14,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_14,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,idle,,13,surprise,,,
d_main_38_07_s_15,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_15,True,,L_10,L_10,1.0,,prika,prika,,5,idle,,3,angry,,1,idle,,13,surprise,,,
d_main_38_07_s_16,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_16,True,,L_10,2,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_17,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_17,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_18,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_18,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_19,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_19,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,delight,,13,surprise,,,
d_main_38_07_s_20,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_20,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,delight,,13,surprise,,,
d_main_38_07_s_21,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_21,True,,2,2,1.0,,anis,anis,,5,idle,,3,worry,,1,delight,,13,surprise,,,
d_main_38_07_s_22,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_22,True,,2,2,1.0,,prika,prika,,5,idle,,3,worry,,1,delight,,13,surprise,,,
d_main_38_07_s_23,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_23,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,delight,,13,surprise,,,
d_main_38_07_s_24,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_24,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_25,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_25,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_26,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_26,True,,2,30,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_27,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_27,True,,S_50,S_50,1.0,,neon,neon,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_28,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_28,True,,12,12,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_29,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_29,True,,12,12,1.0,,mint,mint,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_30,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_30,True,,12,12,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_31,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_31,False,,12,3,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_32,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_32,True,,3,3,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_33,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_33,True,,13,13,1.0,,mint,mint,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_34,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_34,True,,3,3,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_35,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_35,True,,13,13,1.0,,mint,mint,,5,surprise,,3,void,,1,idle,,13,smile,,,
d_main_38_07_s_36,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_36,True,,3,3,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,smile,,,
d_main_38_07_s_37,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_37,True,,3,2,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_38,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_38,True,,2,2,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_39,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_39,True,,2,2,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_40,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_40,True,,2,2,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_41,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_41,True,,2,3,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_42,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_42,True,,3,30,1.0,none,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_43,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_43,True,,30,30,1.0,,anis,anis,,5,surprise,,3,void,,1,idle,,13,idle,,,
d_main_38_07_s_44,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_44,False,,L_10,L_10,1.0,,prika,prika,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_45,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_45,False,,130,130,1.0,,mint,mint,,5,surprise,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_46,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_46,True,,S_50,S_50,1.0,,neon,neon,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_47,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_47,True,,2,2,1.0,,anis,anis,,5,idle,,3,sad,,1,idle,,13,surprise,,,
d_main_38_07_s_48,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_48,True,,2,2,1.0,,prika,prika,,5,idle,,3,sad,,1,idle,,13,surprise,,,
d_main_38_07_s_49,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_49,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_50,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_50,True,,2,2,1.0,,prika,prika,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_51,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_51,True,,2,30,1.0,bgm_story_monochrome,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_52,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_52,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_53,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_53,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_54,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_54,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,idle,,13,surprise,,,
d_main_38_07_s_55,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_55,True,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,idle,,13,surprise,,,
d_main_38_07_s_56,d_main_38_07_s,Speech,Locale_MainScenario:d_main_38_07_s_56,True,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,idle,,13,surprise,,,
