id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id
d_main_23_10_e_1,d_main_23_10_e,Monologue,Locale_MainScenario:d_main_23_10_e_1,False,BurningCity,2,2,1.0,bgm_emergency,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_2,d_main_23_10_e,Monologue,Locale_MainScenario:d_main_23_10_e_2,False,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_3,d_main_23_10_e,Monologue,Locale_MainScenario:d_main_23_10_e_3,False,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_4,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_4,True,,2,2,1.0,,anis,anis,anis,3,angry,rapi,1,idle,neon,13,idle,,,,,,,,,,,,,
d_main_23_10_e_5,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_5,True,,2,2,1.0,,rapi,rapi,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_6,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_6,True,,2,12,1.0,,neon,neon,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_7,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_7,False,,12,12,1.0,,,,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_8,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_8,True,,30,30,1.0,,anis,anis,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_9,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_9,True,,10,10,1.0,,rapi,rapi,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_10,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_10,True,,S_130,S_130,1.0,,neon,neon,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_11,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_11,False,,S_130,S_130,1.0,,,,,3,angry,,1,idle,,13,idle,,,,,,,,,,,,,
d_main_23_10_e_12,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_12,True,,S_130,3,1.0,,neon,neon,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_13,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_13,False,,3,3,1.0,,,,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_14,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_14,False,,3,3,1.0,,,,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_15,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_15,False,,3,3,1.0,,,,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_16,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_16,False,,3,3,1.0,,,,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_17,d_main_23_10_e,Self,Locale_MainScenario:d_main_23_10_e_17,False,,3,3,1.0,,,,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_18,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_18,True,,10,10,1.0,,rapi,rapi,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_19,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_19,True,,30,30,1.0,,anis,anis,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_20,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_20,True,,S_130,S_130,1.0,,neon,neon,,3,void,,1,idle,,13,surprise,,,,,,,,,,,,,
d_main_23_10_e_21,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_21,True,ArkRuinIndoor,12,12,1.0,none,guillotine,guillotine,,3,void,,1,idle,,13,surprise,anis,rapi,neon,guillotine,1,idle,jackal,13,crazy,black,,,
d_main_23_10_e_22,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_22,True,,12,12,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_23,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_23,True,,12,12,1.0,,jackal,jackal,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_24,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_24,True,,12,12,1.0,,jackal,jackal,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_25,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_25,False,,12,S_1300,0.7,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_26,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_26,False,,S_1300,XS_10,1.0,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_27,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_27,True,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_28,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_28,True,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_29,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_29,True,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_30,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_30,True,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_31,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_31,True,,XS_10,S_130,1.0,,jackal,jackal,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_32,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_32,False,,S_130,S_1300,0.7,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_33,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_33,False,,black,black,1.0,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_34,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_34,False,,black,black,1.0,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_35,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_35,False,,black,black,1.0,,,,,,,,,,,,,,,,,1,idle,,13,crazy,,,,
d_main_23_10_e_36,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_36,True,,S_130,S_130,1.0,,jackal,jackal,,,,,,,,,,,,,,1,idle,,13,shy_01,,Low_2,,
d_main_23_10_e_37,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_37,True,,S_130,12,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,angry,,13,shy_01,,,,
d_main_23_10_e_38,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_38,True,,12,12,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,angry,,13,shy_01,,,,
d_main_23_10_e_39,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_39,True,,12,12,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,angry,,13,shy_01,,,,
d_main_23_10_e_40,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_40,True,,12,12,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,angry,,13,shy_01,,,,
d_main_23_10_e_41,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_41,False,EventScene_Chap_23_02,black,black,1.0,bgm_story_darklord,,,,,,,,,,,,,,,,1,angry,,13,shy_01,,,guillotine,jackal
d_main_23_10_e_42,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_42,False,,guillotinejackal_01,guillotinejackal_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_43,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_43,True,,guillotinejackal_01,guillotinejackal_01,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_44,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_44,True,,guillotinejackal_01,guillotinejackal_01,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_45,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_45,True,,guillotinejackal_01,guillotinejackal_01,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_46,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_46,False,,guillotinejackal_01,guillotinejackal_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_47,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_47,False,,guillotinejackal_02,guillotinejackal_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_48,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_48,True,,guillotinejackal_02,guillotinejackal_02,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_49,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_49,True,,guillotinejackal_02,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_50,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_50,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_51,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_51,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_52,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_52,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_53,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_53,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_54,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_54,True,,1,1,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_55,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_55,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_56,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_56,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_57,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_57,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_58,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_58,True,,1,guillotinejackal_02,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_59,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_59,False,,guillotinejackal_02,guillotinejackal_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_60,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_60,True,,guillotinejackal_01,guillotinejackal_01,1.0,,guillotine,guillotine,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_61,d_main_23_10_e,Narration,Locale_MainScenario:d_main_23_10_e_61,False,ArkRuinIndoor,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_23_10_e_62,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_62,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,guillotine,1,idle,,,,,,,
d_main_23_10_e_63,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_63,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,,,,,,
d_main_23_10_e_64,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_64,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,,,,,,
d_main_23_10_e_65,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_65,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,,,,,,
d_main_23_10_e_66,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_66,True,,1,1,1.0,,guillotine,guillotine,,,,,,,,,,,,,,1,idle,,,,,,,
d_main_23_10_e_67,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_67,True,,1,2,1.0,,maiden,maiden,,,,,,,maiden,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_68,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_68,True,,2,2,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,no,,,,,,,
d_main_23_10_e_69,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_69,True,,2,2,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,no,,,,,,,
d_main_23_10_e_70,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_70,True,,2,2,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_71,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_71,True,,2,2,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_72,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_72,True,,2,2,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_73,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_73,False,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_74,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_74,True,,30,30,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_75,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_75,False,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_76,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_76,True,,2,2,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_77,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_77,True,,2,2,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_78,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_78,True,,2,2,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_79,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_79,True,,2,2,1.0,,maiden,maiden,,,,,,,,3,idle,,,,,1,idle,,,,,,,
d_main_23_10_e_80,d_main_23_10_e,Speech,Locale_MainScenario:d_main_23_10_e_80,True,,XS_10,XS_10,1.0,,guillotine,guillotine,,,,,,,,3,idle,,,,,1,idle,,,,,,,
