id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id
d_main_25_07_e_1,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_1,False,dorothy,1,think,CityForest_02_n,30,10,2.0,ambient_scn_wind,
d_main_25_07_e_2,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_2,False,,1,think,,10,10,1.0,,
d_main_25_07_e_3,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_3,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_4,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_4,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_5,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_5,False,,1,idle,,10,10,1.0,,
d_main_25_07_e_6,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_6,True,,1,think,,10,10,1.0,,
d_main_25_07_e_7,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_7,False,,1,think,,10,10,1.0,,
d_main_25_07_e_8,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_8,True,,1,think,,10,10,1.0,,
d_main_25_07_e_9,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_9,True,,1,think,,10,10,1.0,,
d_main_25_07_e_10,d_main_25_07_e,Narration,dorothy,,Locale_MainScenario:d_main_25_07_e_10,False,,1,think,,10,1,2.0,,
d_main_25_07_e_11,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_11,False,,1,think,,1,1,1.0,,
d_main_25_07_e_12,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_12,False,,1,think,,1,1,1.0,,
d_main_25_07_e_13,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_13,True,,1,think,,1,1,1.0,,
d_main_25_07_e_14,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_14,False,,1,think,,1,1,1.0,,
d_main_25_07_e_15,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_15,True,,1,think,,1,10,1.0,,
d_main_25_07_e_16,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_16,True,,1,think,,10,10,1.0,,
d_main_25_07_e_17,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_17,True,,1,think,,10,10,1.0,,
d_main_25_07_e_18,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_18,False,,1,think,,10,10,1.0,,
d_main_25_07_e_19,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_19,True,,1,think,,10,10,1.0,,
d_main_25_07_e_20,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_20,True,,1,think,,10,10,1.0,,
d_main_25_07_e_21,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_21,False,,1,think,,10,10,1.0,,
d_main_25_07_e_22,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_22,False,,1,think,,10,10,1.0,,
d_main_25_07_e_23,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_23,True,,1,smile,,10,100,1.0,,
d_main_25_07_e_24,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_24,True,,1,smile,,100,100,1.0,,
d_main_25_07_e_25,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_25,True,,1,smile,,100,100,1.0,,
d_main_25_07_e_26,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_26,True,,1,smile,,100,100,1.0,,
d_main_25_07_e_27,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_27,True,,1,smile,,100,100,1.0,,
d_main_25_07_e_28,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_28,True,,1,idle,,100,10,1.0,,
d_main_25_07_e_29,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_29,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_30,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_30,True,,1,smile,,10,10,1.0,,
d_main_25_07_e_31,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_31,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_32,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_32,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_33,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_33,False,,1,idle,,10,10,1.0,,
d_main_25_07_e_34,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_34,False,,1,idle,,10,10,1.0,,
d_main_25_07_e_35,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_35,True,,1,idle,,10,10,1.0,,
d_main_25_07_e_36,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_36,False,,1,idle,,10,10,1.0,,
d_main_25_07_e_37,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_37,False,,1,think,,10,10,1.0,,
d_main_25_07_e_38,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_38,False,,1,think,,10,10,1.0,,
d_main_25_07_e_39,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_39,False,,1,think,,10,10,1.0,,
d_main_25_07_e_40,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_40,False,,1,think,,10,10,1.0,,
d_main_25_07_e_41,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_41,False,,1,think,,10,10,1.0,,
d_main_25_07_e_42,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_42,False,,1,think,,10,100,2.0,,
d_main_25_07_e_43,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_43,True,,1,think,,100,100,1.0,,
d_main_25_07_e_44,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_44,False,,1,think,,100,100,1.0,,
d_main_25_07_e_45,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_45,True,,1,think,,100,100,1.0,,
d_main_25_07_e_46,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_46,False,,1,think,,100,100,1.0,,
d_main_25_07_e_47,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_47,False,,1,think,,100,100,1.0,,
d_main_25_07_e_48,d_main_25_07_e,Self,dorothy,,Locale_MainScenario:d_main_25_07_e_48,False,,1,think,,100,100,1.0,,
d_main_25_07_e_49,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_49,True,,1,angry,,100,10,1.0,,
d_main_25_07_e_50,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_50,True,,1,angry,,10,10,1.0,,
d_main_25_07_e_51,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_51,True,,1,angry,,10,10,1.0,,
d_main_25_07_e_52,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_52,True,,1,think,,10,10,1.0,,
d_main_25_07_e_53,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_53,True,,1,think,,10,10,1.0,,
d_main_25_07_e_54,d_main_25_07_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_e_54,True,,1,think,,10,10,1.0,,
d_main_25_07_e_55,d_main_25_07_e,Narration,,,Locale_MainScenario:d_main_25_07_e_55,False,,1,think,,10,1,1.0,,dorothy
