id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_39_07_1,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_1,False,WhaleyBack,black,black,1.0,bgm_story_halo,,,nayuta_n,1,idle,rapi_red,13,idle,maxwell_p,3,idle
d_main_39_07_2,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_2,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle
d_main_39_07_3,d_main_39_07,Monologue,Locale_MainScenario:d_main_39_07_3,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle
d_main_39_07_4,d_main_39_07,Self,Locale_MainScenario:d_main_39_07_4,False,,100,100,1.0,,,,,1,idle,,13,idle,,3,idle
d_main_39_07_5,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_5,True,,100,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_6,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_6,True,,10,10,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_7,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_7,True,,10,113,1.0,,rapi_red,rapi_red,,1,idle,,13,idle,,3,idle
d_main_39_07_8,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_8,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_9,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_9,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_10,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_10,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_11,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_11,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_12,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_12,True,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
d_main_39_07_13,d_main_39_07,Speech,Locale_MainScenario:d_main_39_07_13,False,,113,113,1.0,,nayuta_n,nayuta_n,,1,idle,,13,idle,,3,idle
