id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_01af_03_1,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_1,True,SimulationRoom,1,L_10,1.0,bgm_story_fairytalesend_a,,ingrid,1,idle,rapi,15,idle,anis,17,void
d_main_01af_03_2,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_2,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_3,d_main_01af_03,Speech,anis,anis,Locale_MainScenario:d_main_01af_03_3,True,,1517,1517,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_4,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_4,True,,1517,1517,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_5,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_5,True,,1517,1517,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_6,d_main_01af_03,Speech,anis,anis,Locale_MainScenario:d_main_01af_03_6,False,,1517,170,1.0,,,,1,idle,,15,idle,,17,no
d_main_01af_03_7,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_7,True,,170,150,1.0,,,,1,idle,,15,think,,17,no
d_main_01af_03_8,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_8,False,,L_10,L_100,0.5,,Low_2,,1,no,,15,think,,17,no
d_main_01af_03_9,d_main_01af_03,Speech,anis,anis,Locale_MainScenario:d_main_01af_03_9,False,,L_100,L_100,1.0,,,,1,no,,15,idle,,17,void
d_main_01af_03_10,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_10,False,,L_100,L_100,1.0,,,,1,no,,15,idle,,17,void
d_main_01af_03_11,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_11,True,,L_100,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_12,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_12,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_13,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_13,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_14,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_14,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_15,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_15,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_16,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_16,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_17,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_17,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_18,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_18,True,,150,150,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_19,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_19,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_20,d_main_01af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_03_20,False,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_21,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_21,True,,L_10,L_100,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_22,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_22,True,,L_100,L_100,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_23,d_main_01af_03,Self,ingrid,Self,Locale_MainScenario:d_main_01af_03_23,False,,L_100,L_100,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_24,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_24,True,,L_100,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_25,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_25,True,,L_10,L_10,1.0,,,,1,idle,,15,idle,,17,void
d_main_01af_03_26,d_main_01af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_01af_03_26,True,,L_10,L_100,1.0,,,,1,idle,,15,idle,,17,void
