id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1321_e_1,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_1,False,DestroyedStreet,2,2,1.0,bgm_story_languor,,,anis,1,idle,neon,13,idle,kity,3,idle
d_subquest_1321_e_2,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_2,True,,2,2,1.0,,kity,kity,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_3,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_3,True,,2,2,1.0,,anis,anis,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_4,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_4,True,,2,2,1.0,,kity,kity,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_5,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_5,True,,2,2,1.0,,anis,anis,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_6,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_6,True,,2,2,1.0,,anis,anis,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_7,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_7,True,,2,12,1.0,,neon,neon,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_8,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_8,True,,12,12,1.0,,neon,neon,,1,idle,,13,idle,,3,idle
d_subquest_1321_e_9,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_9,True,,12,12,1.0,,anis,anis,,1,no,,13,idle,,3,idle
d_subquest_1321_e_10,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_10,True,,12,S_130,1.0,,neon,neon,,1,no,,13,idle,,3,idle
d_subquest_1321_e_11,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_11,True,,S_130,S_130,1.0,,neon,neon,,1,void,,13,idle,,3,idle
d_subquest_1321_e_12,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_12,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
d_subquest_1321_e_13,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_13,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
d_subquest_1321_e_14,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_14,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
d_subquest_1321_e_15,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_15,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
d_subquest_1321_e_16,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_16,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
d_subquest_1321_e_17,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_17,False,,S_130,S_130,1.0,,neon,,,1,void,,13,idle,,3,idle
