id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_14af_04_1,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_1,False,Laboratory,XS_20,XS_20,1.0,bgm_story_kneeldownfools,syuen,2,think,rian,12,idle
d_main_14af_04_2,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_2,True,,XS_20,1,1.0,,,2,think,,12,idle
d_main_14af_04_3,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_3,True,,1,1,1.0,,,2,surprise,,12,idle
d_main_14af_04_4,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_4,True,,1,1,1.0,,,2,surprise,,12,idle
d_main_14af_04_5,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_5,True,,1,1,1.0,,,2,surprise,,12,idle
d_main_14af_04_6,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_6,True,,1,1,1.0,,,2,surprise,,12,idle
d_main_14af_04_7,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_7,True,,1,1,1.0,,,2,angry,,12,idle
d_main_14af_04_8,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_8,True,,1,1,1.0,,,2,angry,,12,delight
d_main_14af_04_9,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_9,True,,1,XS_20,0.5,,,2,angry,,12,delight
d_main_14af_04_10,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_10,True,none,XS_20,S_120,2.0,,,2,angry,,12,special
d_main_14af_04_11,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_11,True,Laboratory,S_120,XS_20,0.3,,,2,angry,,12,special
d_main_14af_04_12,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_12,True,,XS_20,S_120,0.3,,,2,angry,,12,idle
d_main_14af_04_13,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_13,False,,S_120,XS_20,2.0,,,2,angry,,12,idle
d_main_14af_04_14,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_14,True,,XS_20,XS_20,1.0,,,2,angry,,12,idle
d_main_14af_04_15,d_main_14af_04,Narration,,Narration,Locale_MainScenario:d_main_14af_04_15,False,,XS_20,1,1.0,,,2,angry,,12,idle
d_main_14af_04_16,d_main_14af_04,Narration,,Narration,Locale_MainScenario:d_main_14af_04_16,False,,black,black,1.0,none,,2,angry,,12,idle
d_main_14af_04_17,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_17,True,,1,XS_20,2.0,bgm_story_stormbreakers,,2,delight,,12,idle
d_main_14af_04_18,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_18,True,,XS_20,XS_20,1.0,,,2,idle,,12,idle
d_main_14af_04_19,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_19,True,,S_120,S_120,1.0,,,2,idle,,12,idle
d_main_14af_04_20,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_20,True,,S_120,1,1.0,,,2,idle,,12,delight
d_main_14af_04_21,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_21,True,,1,1,1.0,,,2,idle,,12,delight
d_main_14af_04_22,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_22,True,,1,1,1.0,,,2,delight,,12,idle
d_main_14af_04_23,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_23,True,,1,1,1.0,,,2,delight,,12,idle
d_main_14af_04_24,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_24,True,,1,XS_20,2.0,,,2,think,,12,idle
d_main_14af_04_25,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_25,True,,XS_20,XS_20,1.0,,,2,think,,12,idle
d_main_14af_04_26,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_26,True,,XS_20,XS_20,1.0,,,2,delight,,12,idle
d_main_14af_04_27,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_27,True,,S_120,S_120,0.6,,,2,delight,,12,special
d_main_14af_04_28,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_28,True,,S_120,XS_20,1.0,,,2,angry,,12,special
d_main_14af_04_29,d_main_14af_04,Speech,rian,rian,Locale_MainScenario:d_main_14af_04_29,True,,XS_20,S_120,0.3,,,2,angry,,12,idle
d_main_14af_04_30,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_30,False,,S_120,XS_20,1.0,,,2,think,,12,idle
d_main_14af_04_31,d_main_14af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_14af_04_31,True,,XS_20,XS_200,2.0,,,2,idle,,12,idle
