id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_02,set_filter_01,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_main_34_03_1,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_1,True,EventScene_Chap_34_01,storyofrapi_02,storyofrapi_03,2.0,bgm_story_monochrome,,,,,,,,,,,,,
d_main_34_03_2,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_2,True,,storyofrapi_03,storyofrapi_03,1.0,,,,,,,,,,,,,,
d_main_34_03_3,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_3,True,,storyofrapi_03,storyofrapi_03,1.0,,,,,,,,,,,,,,
d_main_34_03_4,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_4,True,,storyofrapi_03,storyofrapi_03,1.0,,,,,,,,,,,,,,
d_main_34_03_5,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_5,True,,storyofrapi_03,storyofrapi_03,1.0,,,,,,,,,,,,,,
d_main_34_03_6,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_6,True,,storyofrapi_03,storyofrapi_04,2.0,,,,,,,,,,,,,,
d_main_34_03_7,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_7,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_8,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_8,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_9,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_9,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_10,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_10,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_11,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_11,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_12,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_12,True,,storyofrapi_04,storyofrapi_01,2.0,,,,,,,,,,,,,,
d_main_34_03_13,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_13,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_14,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_14,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_15,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_15,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_16,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_16,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_17,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_17,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_18,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_18,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_19,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_19,True,,storyofrapi_01,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_20,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_20,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_21,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_21,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_22,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_22,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_23,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_23,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_24,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_24,False,,storyofrapi_04,storyofrapi_01,2.0,,,,,,,,,,,,,,
d_main_34_03_25,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_25,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_26,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_26,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_27,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_27,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_28,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_28,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_29,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_29,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_30,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_30,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_31,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_31,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_32,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_32,True,,storyofrapi_01,storyofrapi_01,1.0,,,,,,,,,,,,,,
d_main_34_03_33,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_33,True,,storyofrapi_01,storyofrapi_04,2.0,,,,,,,,,,,,,,
d_main_34_03_34,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_34,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_35,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_35,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_36,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_36,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_37,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_37,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_38,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_38,True,,storyofrapi_04,storyofrapi_04,1.0,,,,,,,,,,,,,,
d_main_34_03_39,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_39,True,CrystalField_1,black,black,1.0,,,,,,,,,,,,,,
d_main_34_03_40,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_40,True,,black,black,1.0,,,,,,,,,,,,,,
d_main_34_03_41,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_41,True,,black,black,1.0,,,,,,,,,,,,,,
d_main_34_03_42,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_42,True,,black,black,1.0,,behemoth,2,idle,,,,,,,,,,
d_main_34_03_43,d_main_34_03,Speech,behemoth,rapi,Locale_MainScenario:d_main_34_03_43,False,,2,20,1.0,,,2,idle,Grey,,,,,,,,,
d_main_34_03_44,d_main_34_03,Speech,behemoth,rapi,Locale_MainScenario:d_main_34_03_44,False,,20,20,1.0,,,2,idle,Grey,Blur_High,,,,,,,,
d_main_34_03_45,d_main_34_03,Speech,behemoth,rapi,Locale_MainScenario:d_main_34_03_45,False,,20,20,1.0,,,2,idle,Grey,Blur_High,,,,,,,,
d_main_34_03_46,d_main_34_03,Speech,behemoth,rapi,Locale_MainScenario:d_main_34_03_46,False,,black,black,1.0,,,2,idle,Grey,Blur_High,,,,,,,,
d_main_34_03_47,d_main_34_03,Speech,behemoth,rapi,Locale_MainScenario:d_main_34_03_47,False,,black,black,1.0,,,2,idle,Grey,Blur_High,,,,,,,,
d_main_34_03_48,d_main_34_03,Speech,leviathan,rapi,Locale_MainScenario:d_main_34_03_48,False,,20,1,2.0,,,2,idle,Grey,Vignetting,leviathan,12,shy,,,,,
d_main_34_03_49,d_main_34_03,Speech,leviathan,rapi,Locale_MainScenario:d_main_34_03_49,False,,1,1,1.0,,,2,idle,Grey,Vignetting,,12,shy,,,,,
d_main_34_03_50,d_main_34_03,Speech,leviathan,rapi,Locale_MainScenario:d_main_34_03_50,False,,1,1,1.0,,,2,idle,Grey,Vignetting,,12,shy,,,,,
d_main_34_03_51,d_main_34_03,Speech,leviathan,rapi,Locale_MainScenario:d_main_34_03_51,False,,black,black,1.0,,,2,idle,Grey,Vignetting,,12,shy,,,,,
d_main_34_03_52,d_main_34_03,Speech,leviathan,rapi,Locale_MainScenario:d_main_34_03_52,False,BlackPuddle,black,black,1.0,,rapi,2,worry,Grey,Vignetting,neon,12,shy,anis,4,void,behemoth,leviathan
d_main_34_03_53,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_53,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,void,,
d_main_34_03_54,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_54,False,,40,40,1.0,,,2,worry,,,,12,worry,,4,worry,,
d_main_34_03_55,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_55,False,,S_120,S_120,1.0,,,2,worry,,,,12,worry,,4,worry,,
d_main_34_03_56,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_56,False,,S_120,20,1.0,,,2,worry,,,,12,worry,,4,worry,,
d_main_34_03_57,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_57,True,,20,20,1.0,,,2,think,,,,12,worry,,4,worry,,
d_main_34_03_58,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_58,True,,20,20,1.0,,,2,think,,,,12,worry,,4,worry,,
d_main_34_03_59,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_59,True,,20,20,1.0,,,2,think,,,,12,worry,,4,worry,,
d_main_34_03_60,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_60,True,,20,2,1.0,,,2,think,,,,12,worry,,4,worry,,
