id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_01_06_s_1,d_main_01_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_06_s_1,True,marian,1,pain,rapi,13,idle,anis,15,void,shifty,OP_leftup,angry,CityForest_02,1315,1315,1.0,bgm_enemyclose
d_main_01_06_s_2,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_2,True,,1,pain,,13,idle,,15,angry,,OP_leftup,angry,,1315,150,1.0,
d_main_01_06_s_3,d_main_01_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_06_s_3,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,130,130,1.0,
d_main_01_06_s_4,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_4,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,10,10,1.0,
d_main_01_06_s_5,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_5,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,150,150,1.0,
d_main_01_06_s_6,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_6,False,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,10,10,1.0,
d_main_01_06_s_7,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_7,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,150,150,1.0,
d_main_01_06_s_8,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_8,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,150,150,1.0,
d_main_01_06_s_9,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_9,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,10,10,1.0,
d_main_01_06_s_10,d_main_01_06_s,Self,marian,Self,Locale_MainScenario:d_main_01_06_s_10,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,113,113,1.0,
d_main_01_06_s_11,d_main_01_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_06_s_11,True,,1,pain,,13,idle,,15,void,,OP_leftup,angry,,113,113,1.0,
d_main_01_06_s_12,d_main_01_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_06_s_12,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,113,113,1.0,
d_main_01_06_s_13,d_main_01_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_06_s_13,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,113,113,1.0,
d_main_01_06_s_14,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_14,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,113,10,1.0,
d_main_01_06_s_15,d_main_01_06_s,Self,marian,Self,Locale_MainScenario:d_main_01_06_s_15,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,10,10,1.0,
d_main_01_06_s_16,d_main_01_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_06_s_16,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,10,130,1.0,
d_main_01_06_s_17,d_main_01_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_06_s_17,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,130,130,1.0,
d_main_01_06_s_18,d_main_01_06_s,Self,rapi,Self,Locale_MainScenario:d_main_01_06_s_18,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,130,130,1.0,
d_main_01_06_s_19,d_main_01_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_06_s_19,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,130,130,1.0,
d_main_01_06_s_20,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_20,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,150,150,1.0,
d_main_01_06_s_21,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_21,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,150,150,1.0,
d_main_01_06_s_22,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_22,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,150,1500,1.0,
d_main_01_06_s_23,d_main_01_06_s,Self,anis,Self,Locale_MainScenario:d_main_01_06_s_23,True,,1,pain,,13,idle,,15,void,,OP_leftup,think,,1500,1500,1.0,
d_main_01_06_s_24,d_main_01_06_s,Speech,anis,anis,Locale_MainScenario:d_main_01_06_s_24,True,,1,pain,,13,idle,,15,idle,,OP_leftup,think,,1500,150,1.0,
d_main_01_06_s_25,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_25,True,,1,angry,,13,idle,,15,idle,,OP_leftup,think,,10,10,1.0,
d_main_01_06_s_26,d_main_01_06_s,Speech,marian,marian,Locale_MainScenario:d_main_01_06_s_26,True,,1,angry,,13,idle,,15,idle,,OP_leftup,think,,10,100,1.0,
