id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id
d_main_26_7_e_1,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_1,False,redhood,3,go,anis,1,angry,neon,13,surprise,CountryVillage_d,12,12,1.0,bgm_spot_wilderness_b,,,,,,,,,,,,,,,,,
d_main_26_7_e_2,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_2,True,,3,go,,1,angry,,13,surprise,,12,12,1.0,,anis,anis,,,,,,,,,,,,,,,
d_main_26_7_e_3,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_3,True,,3,go,,1,angry,,13,surprise,,12,12,1.0,,neon,neon,,,,,,,,,,,,,,,
d_main_26_7_e_4,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_4,True,,3,go,,1,angry,,13,surprise,,12,10,0.6,,anis,anis,,,,,,,,,,,,,,,
d_main_26_7_e_5,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_5,True,,3,go,,1,angry,,13,surprise,,10,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_6,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_6,False,,3,go,,1,angry,,13,surprise,,30,3,1.0,none,,,sfx_scn_redfire,,,,,,,,,,,,,,
d_main_26_7_e_7,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_7,False,,3,go,,1,angry,,13,surprise,,3,3,1.0,,,,,,,,,,,,,,,,,,
d_main_26_7_e_8,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_8,True,,3,go,,1,idle,,13,delight,,12,12,1.0,,anis,anis,,,,,,,,,,,,,,,
d_main_26_7_e_9,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_9,True,,3,go,,1,idle,,13,delight,,12,12,1.0,,neon,neon,,,,,,,,,,,,,,,
d_main_26_7_e_10,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_10,False,,3,go,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,,,,,,,
d_main_26_7_e_11,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_11,True,,3,idle,,1,idle,,13,delight,,3,3,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_12,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_12,True,,3,idle,,1,idle,,13,delight,,3,3,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_13,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_13,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,anis,anis,,,,,,,,,,,,,,,
d_main_26_7_e_14,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_14,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,neon,neon,,,,,,,,,,,,,,,
d_main_26_7_e_15,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_15,True,,3,idle,,1,void,,13,idle,,3,3,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_16,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_16,False,,3,think,,1,void,,13,idle,,3,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_17,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_17,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_18,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_18,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_19,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_19,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_20,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_20,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,redhood,redhood,,,,,,,,,,,,,,,
d_main_26_7_e_21,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_21,True,,3,idle,,1,void,,13,idle,,30,4,1.0,,dorothy,dorothy,,dorothy,5,pain,,,,,,,,,,,
d_main_26_7_e_22,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_22,False,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,5,pain,,,,,,,,,,,
d_main_26_7_e_23,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_23,False,,3,think,,1,angry,,13,idle,,12,12,1.0,,,,sfx_scn_aims,,5,pain,Low_2,,,,,,,,,,
d_main_26_7_e_24,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_24,False,,3,think,,1,angry,,13,idle,,12,12,1.0,,,,,,5,pain,,,,,,,,,,,
d_main_26_7_e_25,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_25,True,,3,think,,1,angry,,13,idle,,4,4,1.0,bgm_story_brokenwings,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_26,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_26,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_27,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_27,False,,3,think,,1,angry,,13,idle,,4,4,1.0,,redhood,redhood,,,5,pain,,,,,,,,,,,
d_main_26_7_e_28,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_28,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_29,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_29,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_30,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_30,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_31,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_31,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,redhood,redhood,,,5,pain,,,,,,,,,,,
d_main_26_7_e_32,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_32,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,redhood,redhood,,,5,pain,,,,,,,,,,,
d_main_26_7_e_33,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_33,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,redhood,redhood,,,5,pain,,,,,,,,,,,
d_main_26_7_e_34,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_34,True,,3,think,,1,angry,,13,idle,,4,4,1.0,,redhood,redhood,,,5,pain,,,,,,,,,,,
d_main_26_7_e_35,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_35,True,,3,think,,1,angry,,13,idle,,4,50,1.5,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_36,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_36,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_37,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_37,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_38,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_38,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_39,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_39,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,pain,,,,,,,,,,,
d_main_26_7_e_40,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_40,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_41,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_41,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,angry,,,,,,,,,,,
d_main_26_7_e_42,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_42,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,angry,,,,,,,,,,,
d_main_26_7_e_43,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_43,True,,3,think,,1,angry,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,angry,,,,,,,,,,,
d_main_26_7_e_44,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_44,True,,3,think,,1,angry,,13,idle,,50,4,1.0,,redhood,redhood,,,5,angry,,,,,,,,,,,
