id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_29_08_e_1,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_1,True,anis,5,void,drilley,3,idle,fragile,1,idle,rapi,13,idle,elegg,15,idle,CrystalField_1,1,1,1.0,bgm_chapter29_field_drifting,,,,
d_main_29_08_e_2,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_2,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,,,
d_main_29_08_e_3,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_3,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,,,
d_main_29_08_e_4,d_main_29_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_08_e_4,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,1,14,1.0,,trony_op_r,OP_rightup,idle,
d_main_29_08_e_5,d_main_29_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_08_e_5,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,OP_rightup,idle,
d_main_29_08_e_6,d_main_29_08_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_08_e_6,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,OP_rightup,idle,
d_main_29_08_e_7,d_main_29_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_08_e_7,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,OP_rightup,idle,
d_main_29_08_e_8,d_main_29_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_08_e_8,True,,5,void,,3,idle,,1,idle,,13,idle,,15,delight,,14,14,1.0,,,OP_rightup,idle,
d_main_29_08_e_9,d_main_29_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_08_e_9,True,,5,void,,3,idle,,1,idle,,13,idle,,15,delight,,14,14,1.0,,,OP_rightup,idle,
d_main_29_08_e_10,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_10,True,,5,void,,3,idle,,1,idle,,13,idle,,15,delight,,XS_30,XS_30,1.0,,,OP_rightup,idle,trony_op_r
