id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/hide_char_id
d_main_27_03_s_1,d_main_27_03_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_03_s_1,True,anis,1,void,neon,13,idle,rapi,15,idle,hammering,3,idle,liveryn,5,idle,elegg,7,idle,shifty,OP_leftup,idle,Desert_05,50,50,1.0,bgm_aztec_a,
d_main_27_03_s_2,d_main_27_03_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_03_s_2,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,,50,50,1.0,,
d_main_27_03_s_3,d_main_27_03_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_03_s_3,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,,50,50,1.0,,
d_main_27_03_s_4,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_4,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,,50,50,1.0,,shifty
d_main_27_03_s_5,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_5,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_130,S_130,1.0,,
d_main_27_03_s_6,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_6,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_130,S_130,1.0,,
d_main_27_03_s_7,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_7,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_130,113,1.0,,
d_main_27_03_s_8,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_8,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,
d_main_27_03_s_9,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_9,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,
d_main_27_03_s_10,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_10,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,
d_main_27_03_s_11,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_11,True,,1,void,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,113,31,1.0,,
d_main_27_03_s_12,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_12,True,,1,void,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,31,31,1.0,,
d_main_27_03_s_13,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_13,True,,1,void,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,31,31,1.0,,
d_main_27_03_s_14,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_14,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,31,31,1.0,,
d_main_27_03_s_15,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_15,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,31,31,1.0,,
d_main_27_03_s_16,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_16,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,31,31,1.0,,
d_main_27_03_s_17,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_17,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,S_130,S_130,1.0,,
d_main_27_03_s_18,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_18,True,,1,worry,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_70,S_70,1.0,,
d_main_27_03_s_19,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_19,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_70,S_70,1.0,,
d_main_27_03_s_20,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_20,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_70,S_70,1.0,,
d_main_27_03_s_21,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_21,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_70,S_70,1.0,,
d_main_27_03_s_22,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_22,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,10,10,1.0,,
d_main_27_03_s_23,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_23,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,10,113,1.0,,
d_main_27_03_s_24,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_24,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,
d_main_27_03_s_25,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_25,True,,1,no,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,
d_main_27_03_s_26,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_26,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,1,1.0,,
d_main_27_03_s_27,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_27,True,,1,void,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,,1,5,2.0,,
d_main_27_03_s_28,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_28,True,,1,void,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,,5,5,1.0,,
d_main_27_03_s_29,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_29,True,,1,void,,13,idle,,15,idle,,3,idle,,5,sad,,7,idle,,,,,5,50,1.0,,
d_main_27_03_s_30,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_30,True,,1,void,,13,idle,,15,idle,,3,smile,,5,sad,,7,idle,,,,,10,10,1.0,,
d_main_27_03_s_31,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_31,True,,1,void,,13,idle,,15,idle,,3,smile,,5,sad,,7,idle,,,,,10,10,1.0,,
d_main_27_03_s_32,d_main_27_03_s,Self,,,Locale_MainScenario:d_main_27_03_s_32,False,,1,void,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,10,30,1.0,,
d_main_27_03_s_33,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_33,True,,1,idle,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_34,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_34,True,,1,idle,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_35,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_35,True,,1,idle,,13,idle,,15,idle,,3,sad2,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_36,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_36,True,,1,idle,,13,idle,,15,idle,,3,sad2,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_37,d_main_27_03_s,Self,,,Locale_MainScenario:d_main_27_03_s_37,False,,1,idle,,13,idle,,15,idle,,3,sad2,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_38,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_38,True,,1,idle,,13,idle,,15,idle,,3,pain2,,5,idle,,7,idle,,,,,30,300,1.0,,
d_main_27_03_s_39,d_main_27_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_03_s_39,True,,1,idle,,13,idle,,15,idle,,3,pain2,,5,idle,,7,idle,,,,,1500,1500,1.0,,
