id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_contents_missilystower_01_1,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_1,True,MachineRoom,1,S_10,0.5,bgm_story_kneeldownfools,syuen,1,angry
d_contents_missilystower_01_2,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_2,False,,S_10,S_10,1.0,,,1,angry
d_contents_missilystower_01_3,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_3,True,,S_10,S_10,1.0,,,1,angry
d_contents_missilystower_01_4,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_4,False,,S_10,S_10,1.0,,,1,angry
d_contents_missilystower_01_5,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_5,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_6,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_6,True,,S_10,S_10,1.0,,,1,angry
d_contents_missilystower_01_7,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_7,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_8,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_8,False,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_9,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_9,False,,S_10,S_100,1.0,,,1,idle
d_contents_missilystower_01_10,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_10,True,,S_100,S_100,1.0,,,1,delight
d_contents_missilystower_01_11,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_11,True,,S_100,S_100,1.0,,,1,delight
d_contents_missilystower_01_12,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_12,True,,S_100,S_100,1.0,,,1,delight
d_contents_missilystower_01_13,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_13,False,,S_100,S_10,1.0,,,1,delight
d_contents_missilystower_01_14,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_14,False,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_15,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_15,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_16,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_16,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_17,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_17,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_18,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_18,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_19,d_contents_missilystower_01,Self,syuen,,Locale_SubScenario:d_contents_missilystower_01_19,False,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_20,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_20,True,,S_10,S_10,1.0,,,1,delight
d_contents_missilystower_01_21,d_contents_missilystower_01,Speech,syuen,syuen,Locale_SubScenario:d_contents_missilystower_01_21,True,,S_10,S_100,1.0,,,1,delight
