id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_main_02_05_1,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_1,True,rapi,1,idle,anis,3,idle,neon,13,idle,shifty,OP_leftup,idle,CityForest_01,1,1,1.0,bgm_recognition,
d_main_02_05_2,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_2,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,3,3,1.0,,
d_main_02_05_3,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_3,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,3,30,1.0,,
d_main_02_05_4,d_main_02_05,Self,Self,Self,Locale_MainScenario:d_main_02_05_4,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_5,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_5,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_6,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_6,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_7,d_main_02_05,Self,shifty,Self,Locale_MainScenario:d_main_02_05_7,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_8,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_8,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_9,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_9,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_10,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_10,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_11,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_11,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_12,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_12,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_13,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_13,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_14,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_14,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,1,1.0,,
d_main_02_05_15,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_15,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,1,10,1.0,,
d_main_02_05_16,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_16,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_17,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_17,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_18,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_18,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_19,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_19,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_20,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_20,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,30,300,3.0,,
d_main_02_05_21,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_21,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_22,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_22,False,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_23,d_main_02_05,Speech,neon,neon,Locale_MainScenario:d_main_02_05_23,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,13,1.0,,
d_main_02_05_24,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_24,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,13,1,1.0,,
d_main_02_05_25,d_main_02_05,Speech,neon,neon,Locale_MainScenario:d_main_02_05_25,True,,1,idle,,3,idle,,13,delight,,OP_leftup,idle,,13,13,1.0,,
d_main_02_05_26,d_main_02_05,Narration,neon,Narration,Locale_MainScenario:d_main_02_05_26,False,,1,idle,,3,idle,,13,no,,OP_leftup,idle,,13,S_130,0.5,,sfx_scn_aim
d_main_02_05_27,d_main_02_05,Speech,neon,neon,Locale_MainScenario:d_main_02_05_27,True,,1,idle,,3,idle,,13,no,,OP_leftup,idle,,S_130,S_1300,0.5,,
d_main_02_05_28,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_28,True,,1,idle,,3,idle,,13,no,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_29,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_29,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_30,d_main_02_05,Self,rapi,Self,Locale_MainScenario:d_main_02_05_30,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_31,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_31,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,30,30,1.0,,
d_main_02_05_32,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_32,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,30,300,1.0,,
d_main_02_05_33,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_33,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,10,10,1.0,,
