id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_18af_03_1,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_1,True,Office,1,L_10,1.0,bgm_story_fairytalesend_b,,andersen,1,idle
d_main_18af_03_2,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_2,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_3,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_3,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_4,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_4,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_5,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_5,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_6,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_6,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_7,d_main_18af_03,Choice,andersen,,Locale_MainScenario:d_main_18af_03_7,False,,L_10,L_10,1.0,,d_main_18af_03_9,,1,idle
d_main_18af_03_8,d_main_18af_03,Choice,andersen,,Locale_MainScenario:d_main_18af_03_8,False,,L_10,L_10,1.0,,d_main_18af_03_10,,1,idle
d_main_18af_03_9,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_9,True,,L_10,L_10,1.0,,d_main_18af_03_11,,1,idle
d_main_18af_03_10,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_10,True,,L_10,L_10,1.0,,d_main_18af_03_11,,1,idle
d_main_18af_03_11,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_11,True,,L_10,1,1.0,,,,1,idle
d_main_18af_03_12,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_12,True,,1,1,1.0,,,,1,idle
d_main_18af_03_13,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_13,True,,1,1,1.0,,,,1,idle
d_main_18af_03_14,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_14,True,,1,1,1.0,,,,1,idle
d_main_18af_03_15,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_15,True,,1,1,1.0,,,,1,idle
d_main_18af_03_16,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_16,False,,1,1,1.0,,,,1,idle
d_main_18af_03_17,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_17,True,,1,L_10,0.5,,,,1,idle
d_main_18af_03_18,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_18,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_19,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_19,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_20,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_20,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_21,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_21,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_22,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_22,True,,L_10,1,1.0,,,,1,idle
d_main_18af_03_23,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_23,True,,1,1,1.0,,,,1,idle
d_main_18af_03_24,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_24,True,,1,1,1.0,,,,1,idle
d_main_18af_03_25,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_25,True,,1,L_10,1.0,,,,1,idle
d_main_18af_03_26,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_26,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_27,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_27,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_28,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_28,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_29,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_29,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_30,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_30,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_31,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_31,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_32,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_32,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_33,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_33,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_34,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_34,True,,L_10,1,1.0,,,,1,idle
d_main_18af_03_35,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_35,True,,1,1,1.0,,,,1,idle
d_main_18af_03_36,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_36,True,,1,1,1.0,,,,1,idle
d_main_18af_03_37,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_37,True,,1,L_100,1.0,,,,1,idle
d_main_18af_03_38,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_38,False,,L_100,L_100,1.0,,,,1,idle
d_main_18af_03_39,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_39,True,,L_100,L_100,1.0,,,,1,idle
d_main_18af_03_40,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_40,True,,L_100,L_100,1.0,,,,1,idle
d_main_18af_03_41,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_41,False,,L_100,L_100,1.0,,,,1,idle
d_main_18af_03_42,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_42,True,,L_100,L_10,1.0,,,,1,idle
d_main_18af_03_43,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_43,True,,L_10,L_10,1.0,,,,1,idle
