id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker
event_oldtales2_03_e_1,40062,event_oldtales2_03_e,Narration,Locale_MainScenario:event_oldtales2_03_e_1,False,EventScene_oldtales_03_2,black,black,1.0,sfx_scn_putdown,event_bgm_oldtales_beyond,,
event_oldtales2_03_e_2,40062,event_oldtales2_03_e,Narration,Locale_MainScenario:event_oldtales2_03_e_2,False,,redshoesteatime_01,redshoesteatime_02,1.5,,,,
event_oldtales2_03_e_3,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_3,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_4,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_4,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_5,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_5,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_6,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_6,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_7,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_7,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_8,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_8,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_9,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_9,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_10,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_10,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_11,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_11,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_12,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_12,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_13,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_13,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_14,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_14,True,,redshoesteatime_02,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_15,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_15,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_16,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_16,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_17,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_17,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_18,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_18,True,,redshoesteatime_03,redshoesteatime_05,2.0,,,cinderella,cinderella
event_oldtales2_03_e_19,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_19,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_20,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_20,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_21,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_21,True,,redshoesteatime_05,redshoesteatime_03,2.0,,,redshoes,redshoes
event_oldtales2_03_e_22,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_22,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_23,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_23,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_24,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_24,False,,redshoesteatime_03,redshoesteatime_04,2.0,,,redshoes,redshoes
event_oldtales2_03_e_25,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_25,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_26,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_26,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_27,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_27,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_28,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_28,True,,redshoesteatime_04,redshoesteatime_03,2.0,,,cinderella,cinderella
event_oldtales2_03_e_29,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_29,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_30,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_30,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_31,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_31,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_32,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_32,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_33,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_33,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_34,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_34,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_35,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_35,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_36,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_36,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_37,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_37,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_38,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_38,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_39,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_39,True,,redshoesteatime_03,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_40,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_40,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_41,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_41,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_42,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_42,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_43,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_43,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
