id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_27_1,80903,snowfall_speech_emma_27,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_27_1,False,emma,1,idle,DiningRoom_n,1,1,1.0,amb_so_restaurant_3,event_bgm_neverland_hugme_night,,,
snowfall_speech_emma_27_2,80903,snowfall_speech_emma_27,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_27_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_27_3,80903,snowfall_speech_emma_27,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_27_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_27_4,80903,snowfall_speech_emma_27,Choice,emma,Locale_SubScenario:snowfall_speech_emma_27_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_27_7,,
snowfall_speech_emma_27_5,80903,snowfall_speech_emma_27,Choice,emma,Locale_SubScenario:snowfall_speech_emma_27_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_27_6,,
snowfall_speech_emma_27_6,80903,snowfall_speech_emma_27,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_27_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_27_7,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_7,True,,1,idle,,1,10,1.0,,,,,emma
snowfall_speech_emma_27_8,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_8,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_9,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_9,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_10,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_10,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_11,80903,snowfall_speech_emma_27,Self,emma,Locale_SubScenario:snowfall_speech_emma_27_11,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_27_12,80903,snowfall_speech_emma_27,Choice,emma,Locale_SubScenario:snowfall_speech_emma_27_12,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_27_14,,
snowfall_speech_emma_27_13,80903,snowfall_speech_emma_27,Choice,emma,Locale_SubScenario:snowfall_speech_emma_27_13,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_27_16,,
snowfall_speech_emma_27_14,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_14,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_15,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_15,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_27_20,,emma
snowfall_speech_emma_27_16,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_16,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_17,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_17,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_18,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_18,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_19,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_19,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_27_20,,emma
snowfall_speech_emma_27_20,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_20,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_21,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_21,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_22,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_22,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_23,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_23,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_24,80903,snowfall_speech_emma_27,Speech,emma,Locale_SubScenario:snowfall_speech_emma_27_24,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_27_25,80903,snowfall_speech_emma_27,Narration,emma,Locale_SubScenario:snowfall_speech_emma_27_25,False,,1,idle,,black,black,1.0,,,,,
