id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_icedragonsaga2_01_e_1,40065,event_icedragonsaga2_01_e,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_e_1,True,SnowTown_n,1,1,1.0,none,,,guillotine_w,12,no,,maiden_w,2,shy,,,,,
event_icedragonsaga2_01_e_2,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_2,True,,1,1,1.0,,,,,12,no,,,2,shy,,,,,
event_icedragonsaga2_01_e_3,40065,event_icedragonsaga2_01_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_e_3,False,,1,1,1.0,,,,,12,no,,,2,shy,,,,,
event_icedragonsaga2_01_e_4,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_4,True,,1,1,1.0,bgm_story_tepidappleade,,,,12,no,,,2,shy,,,,,
event_icedragonsaga2_01_e_5,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_5,True,,1,1,1.0,,,,,12,surprise,,,2,idle,,,,,
event_icedragonsaga2_01_e_6,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_6,True,,1,L_200,0.7,,,,,12,surprise,,,2,delight,,,,,
event_icedragonsaga2_01_e_7,40065,event_icedragonsaga2_01_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_e_7,False,,L_200,L_200,1.0,,,,,12,surprise,,,2,delight,,,,,
event_icedragonsaga2_01_e_8,40065,event_icedragonsaga2_01_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_e_8,False,,L_200,L_200,1.0,,,,,12,surprise,,,2,delight,,,,,
event_icedragonsaga2_01_e_9,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_9,True,,L_200,L_20,1.0,,,,,12,surprise,,,2,worry,,,,,
event_icedragonsaga2_01_e_10,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_10,True,,L_20,L_20,1.0,,,,,12,idle,,,2,worry,,,,,
event_icedragonsaga2_01_e_11,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_11,True,,L_20,L_20,1.0,,,,,12,idle,,,2,worry,,,,,
event_icedragonsaga2_01_e_12,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_12,True,,L_20,L_20,1.0,,,,,12,idle,,,2,worry,,,,,
event_icedragonsaga2_01_e_13,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_13,True,,L_20,L_20,1.0,,,,,12,idle,,,2,worry,,,,,
event_icedragonsaga2_01_e_14,40065,event_icedragonsaga2_01_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_e_14,True,,L_20,L_20,1.0,,,,,12,idle,,,2,worry,,,,,
event_icedragonsaga2_01_e_15,40065,event_icedragonsaga2_01_e,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_e_15,True,,L_20,1,1.0,,,,,12,idle,,,2,worry,,,,,
