id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,set_filter_01,fade
event_ce004_3_intermission_01_1,40057,event_ce004_3_intermission_01,Narration,zwei,Locale_SubScenario:event_ce004_3_intermission_01_1,False,ein,3,idle,zwei,13,pain,rei,1,surprise,marciana,15,think,ElevatorOut,black,black,1.0,sfx_scn_electric,event_bgm_ce004_compte,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_2,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_2,True,,3,idle,,13,pain,,1,surprise,,15,think,,130,130,1.0,,,zwei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_3,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_3,True,,3,idle,,13,pain,,1,surprise,,15,think,,XS_10,XS_10,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_4,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_4,True,,3,idle,,13,pain,,1,surprise,,15,think,,XS_10,XS_10,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_5,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_5,True,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_6,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_6,True,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,ce004_04,ce004_04_op,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_7,40057,event_ce004_3_intermission_01,Self,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_7,False,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_8,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_8,True,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_9,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_9,True,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_10,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_10,True,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_11,40057,event_ce004_3_intermission_01,Self,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_11,False,,3,idle,,13,pain,,1,surprise,,15,think,,30,30,1.0,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_12,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_12,False,,3,idle,,13,idle,,1,angry,,15,think,,30,30,1.0,,,ein,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_13,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_13,False,,3,idle,,13,idle,,1,angry,,15,think,,130,130,1.0,,,zwei,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_14,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_14,False,,3,idle,,13,idle,,1,angry,,15,think,,XS_10,XS_10,1.0,,,rei,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_15,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_15,True,,3,idle,,13,idle,,1,angry,,15,think,,XS_10,XS_10,1.0,,,ce004_04,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_16,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_16,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,marciana,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_17,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_17,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,marciana,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_18,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_18,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_19,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_19,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_20,40057,event_ce004_3_intermission_01,Self,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_20,False,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_21,40057,event_ce004_3_intermission_01,Self,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_21,False,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_22,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_22,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_23,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_23,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_24,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_24,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,marciana,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_25,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_25,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,marciana,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_26,40057,event_ce004_3_intermission_01,Speech,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_26,True,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,ce004_04,,OP_leftup,think,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_27,40057,event_ce004_3_intermission_01,Narration,ce004_04_op,Locale_SubScenario:event_ce004_3_intermission_01_27,False,,3,idle,,13,idle,,1,angry,,15,think,,150,150,1.0,,,,,OP_leftup,think,ce004_04_op,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_28,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_28,True,,3,idle,,13,idle,,1,angry,,15,idle,,150,150,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_29,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_29,True,,3,idle,,13,idle,,1,angry,,15,idle,,150,150,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_30,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_30,True,,3,idle,,13,idle,,1,angry,,15,idle,,130,130,1.0,,,zwei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_31,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_31,True,,3,idle,,13,idle,,1,angry,,15,idle,,150,150,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_32,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_32,True,,3,idle,,13,idle,,1,angry,,15,idle,,150,150,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_33,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_33,True,,3,idle,,13,idle,,1,angry,,15,idle,,150,150,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_34,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_34,True,,3,idle,,13,idle,,1,angry,,15,idle,,130,130,1.0,,none,zwei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_35,40057,event_ce004_3_intermission_01,Narration,poli,Locale_SubScenario:event_ce004_3_intermission_01_35,False,,3,idle,,13,idle,,1,angry,,15,idle,City_d,black,black,1.0,sfx_scn_siren,,,,,,,ein,zwei,rei,marciana,,,,,,,,,,,,,,
event_ce004_3_intermission_01_36,40057,event_ce004_3_intermission_01,Speech,poli,Locale_SubScenario:event_ce004_3_intermission_01_36,False,,,,,,,,,,,,,,black,black,1.0,,,announcement,,,,,,,,,poli,15,idle,miranda,13,idle,quiry,17,idle,,,,,
event_ce004_3_intermission_01_37,40057,event_ce004_3_intermission_01,Speech,poli,Locale_SubScenario:event_ce004_3_intermission_01_37,False,,,,,,,,,,,,,,black,black,1.0,,,announcement,,,,,,,,,,15,idle,,13,idle,,17,idle,,,,,
event_ce004_3_intermission_01_38,40057,event_ce004_3_intermission_01,Speech,poli,Locale_SubScenario:event_ce004_3_intermission_01_38,True,,,,,,,,,,,,,,XS_150,XS_150,1.0,,bgm_floraltribute,poli,,,,,,,,,,15,idle,,13,idle,,17,idle,,,,,
event_ce004_3_intermission_01_39,40057,event_ce004_3_intermission_01,Speech,miranda,Locale_SubScenario:event_ce004_3_intermission_01_39,True,,,,,,,,,,,,,,S_130,S_130,1.0,,,miranda,,,,,,,,,,15,idle,,13,idle,,17,idle,,,,,
event_ce004_3_intermission_01_40,40057,event_ce004_3_intermission_01,Speech,quiry,Locale_SubScenario:event_ce004_3_intermission_01_40,True,ein,7,idle,zwei,5,surprise,rei,1,surprise,marciana,3,idle,,S_170,S_170,1.0,,,quiry,,,,,,,,,,15,idle,,13,idle,,17,idle,,,,,
event_ce004_3_intermission_01_41,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_41,True,,7,idle,,5,surprise,,1,surprise,,3,idle,,6,6,1.0,,,zwei,,,,,,,,,,15,idle,,13,idle,,17,idle,poli,miranda,quiry,,
