id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
event_oldtales2_04_e_1,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_1,True,cinderella,1,rage_02,abe,13,worry,NoCloudLand,S_100,S_10,1.0,event_bgm_oldtales_beyond,,,
event_oldtales2_04_e_2,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_2,True,,1,rage_02,,13,worry,,S_10,S_10,1.0,,,,
event_oldtales2_04_e_3,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_3,False,,1,rage_02,,13,worry,,S_10,113,1.0,,,,
event_oldtales2_04_e_4,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_4,True,,1,rage_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_5,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_5,True,,1,rage_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_6,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_6,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_7,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_7,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_8,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_8,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_9,40062,event_oldtales2_04_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_04_e_9,False,,1,sad_02,,13,worry,,113,5,1.5,,,,
event_oldtales2_04_e_10,40062,event_oldtales2_04_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_04_e_10,False,,1,sad_02,,13,worry,,5,5,1.0,,,,
event_oldtales2_04_e_11,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_11,False,,1,sad_02,,13,worry,,5,113,1.5,,,,
event_oldtales2_04_e_12,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_12,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_13,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_13,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_14,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_14,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_15,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_15,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_16,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_16,True,,1,sad_02,,13,worry,,113,113,1.0,,,,
event_oldtales2_04_e_17,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_17,True,,1,sad_02,,13,worry,,1300,1300,1.0,,,,
event_oldtales2_04_e_18,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_18,True,,1,sad_02,,13,worry,,S_100,S_100,1.0,,,,
event_oldtales2_04_e_19,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_19,True,,1,sad_02,,13,worry,,1300,1300,1.0,,,,
event_oldtales2_04_e_20,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_20,True,,1,pain_02,,13,worry,,S_100,S_100,1.0,,,,
event_oldtales2_04_e_21,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_21,True,,1,pain_02,,13,worry,,1300,1300,1.0,,,,
event_oldtales2_04_e_22,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_22,True,,1,pain_02,,13,worry,,S_100,S_100,1.0,,,,
event_oldtales2_04_e_23,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_23,True,,1,pain_02,,13,worry,,1300,1300,1.0,,,,
event_oldtales2_04_e_24,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_24,True,,1,pain_02,,13,worry,,S_100,S_10,1.0,,,,
event_oldtales2_04_e_25,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_25,True,,1,pain_02,,13,worry,,S_10,S_10,1.0,,,,
event_oldtales2_04_e_26,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_26,False,,1,pain_02,,13,worry,,S_10,S_10,1.0,,,,
event_oldtales2_04_e_27,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_27,True,,1,pain_02,,13,idle,,S_10,113,1.0,,,,
event_oldtales2_04_e_28,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_28,True,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_29,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_29,True,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_30,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_30,True,,1,rage_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_31,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_31,True,,1,rage_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_32,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_32,True,,1,rage_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_33,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_33,True,,1,rage_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_34,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_34,False,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_35,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_35,True,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_36,40062,event_oldtales2_04_e,Narration,abe,,Locale_MainScenario:event_oldtales2_04_e_36,False,,1,pain_02,,13,idle,,black,black,1.0,,,,
event_oldtales2_04_e_37,40062,event_oldtales2_04_e,Narration,abe,,Locale_MainScenario:event_oldtales2_04_e_37,False,,1,pain_02,,13,idle,,black,black,1.0,,,,
event_oldtales2_04_e_38,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_38,True,,1,pain_02,,13,idle,,1300,130,0.7,,,,
event_oldtales2_04_e_39,40062,event_oldtales2_04_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_04_e_39,True,,1,pain_02,,13,idle,,130,113,1.0,,,,
event_oldtales2_04_e_40,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_40,True,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_41,40062,event_oldtales2_04_e,Narration,abe,,Locale_MainScenario:event_oldtales2_04_e_41,False,,1,pain_02,,13,idle,,113,113,1.0,,,,
event_oldtales2_04_e_42,40062,event_oldtales2_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_04_e_42,True,,1,pain_02,,13,think,,113,113,1.0,,,,
