id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
event_redash1_03_e_1,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_1,False,snowwhite_o,1,angry,Desert_03,1,1,1.0,bgm_story_callingsignal,,,,,,,,,,,,,,,,,
event_redash1_03_e_2,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_2,True,,1,sad,,1,S_10,0.5,,,,,,,,,,,,,,,,,,
event_redash1_03_e_3,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_3,True,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_4,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_4,False,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_5,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_5,False,,1,sad,,S_10,1,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_6,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_6,False,,1,sad,,black,black,1.0,,sfx_scn_bookdrop,,,,,,,,,,,,,,,,
event_redash1_03_e_7,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_7,False,,1,surprise,,1,S_10,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_8,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_8,False,,1,surprise,,S_10,S_10,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_9,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_9,False,,1,sad,,S_10,S_10,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_10,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_10,False,,1,sad,,S_10,S_10,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_11,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_11,False,,1,sad,,S_10,S_10,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_12,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_12,False,,1,sad,,S_10,S_10,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_13,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_13,False,,1,sad,,black,black,1.0,,,Red,Vignetting,,,,,,,,,,,,,,
event_redash1_03_e_14,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_14,False,,1,surprise,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_15,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_15,False,,1,surprise,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_16,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_16,False,,1,surprise,,S_100,S_100,1.0,,sfx_scn_rapturelanding,,,Low_2,,,,,,,,,,,,,
event_redash1_03_e_17,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_17,False,,1,sad,,S_100,1,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_18,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_18,False,,1,sad,EventScene_redash_10_1,black,black,1.0,,,,,,snowwhite_o,,,,,,,,,,,,
event_redash1_03_e_19,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_19,False,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_20,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_20,False,,,,,rapture_01,rapture_02,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_21,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_21,False,,,,,rapture_02,rapture_02,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_22,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_22,False,,,,,rapture_02,rapture_02,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_23,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_23,True,,,,,rapture_02,rapture_02,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_24,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_24,False,,,,EventScene_redash_10_2,rapture_01,rapture_01,1.0,,sfx_scn_smash,,,Low_2,,,,,,,,,,,,,
event_redash1_03_e_25,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_25,False,,,,,rapture_01,rapture_01,1.0,event_bgm_redash_finalbattle,,,,,,,,,,,,,,,,,
event_redash1_03_e_26,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_26,False,,,,,rapture_01,rapture_03,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_27,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_27,False,,,,,rapture_03,rapture_04,2.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_28,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_28,False,,,,,rapture_04,rapture_04,1.0,,sfx_scn_rapturefin,,,Low_2,,,,,,,,,,,,,
event_redash1_03_e_29,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_29,False,,,,,rapture_04,rapture_04,1.0,,,,,,,,,,,,,,,,,,
event_redash1_03_e_30,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_30,False,snowwhite_o,1,sad,Desert_03,black,black,1.0,,,,,,,redhood,13,go,,,,,,,,,
event_redash1_03_e_31,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_31,True,,1,sad,,113,113,1.0,,,,,,,,13,go,,,,,,,,,
event_redash1_03_e_32,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_32,True,,1,sad,,113,113,1.0,,,,,,,,13,go,,,,,,,,,
event_redash1_03_e_33,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_33,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_34,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_34,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_35,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_35,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_36,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_36,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_37,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_37,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_38,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_38,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_39,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_39,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_40,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_40,False,,1,sad,,black,black,1.0,,sfx_scn_aim,,,,,,13,think,,,,,,,,,
event_redash1_03_e_41,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_41,False,,1,angry,,S_100,S_100,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_42,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_42,True,,1,angry,,1300,1300,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_43,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_43,True,,1,angry,,1300,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_44,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_44,True,,1,angry,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_45,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_45,True,,1,angry,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_46,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_46,True,,1,angry,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_47,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_47,True,,1,angry,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_48,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_48,True,,1,sad,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_49,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_49,True,,1,sad,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_50,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_50,False,,1,sad,,113,1,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_51,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_51,True,,1,angry,,1,S_100,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_52,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_52,False,,1,angry,,black,black,1.0,none,,,,,,,13,go,black,,,,,,,,
event_redash1_03_e_53,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_53,True,,1,sad,,1300,1300,1.0,event_bgm_redash_ashsmoke,,,,,,,13,go,,,,,,,,,
event_redash1_03_e_54,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_54,True,,1,sad,,1300,1300,1.0,,,,,,,,13,go,,liliweiss_op,OP_leftup,think,commander_op_r,OP_rightup,no,,
event_redash1_03_e_55,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_55,True,,1,sad,,1300,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_56,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_56,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_57,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_57,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_58,40031,event_redash1_03_e,Speech,liliweiss_op,liliweiss_op,Locale_MainScenario:event_redash1_03_e_58,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_59,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_59,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_60,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_60,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_61,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_61,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_62,40031,event_redash1_03_e,Speech,liliweiss_op,liliweiss_op,Locale_MainScenario:event_redash1_03_e_62,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_63,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_63,False,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
