id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_mica_23_1,80903,snowfall_speech_mica_23,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_23_1,False,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,,mica_w,1,idle
snowfall_speech_mica_23_2,80903,snowfall_speech_mica_23,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_23_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_mica_23_3,80903,snowfall_speech_mica_23,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_23_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_mica_23_4,80903,snowfall_speech_mica_23,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_23_4,False,,1,1,1.0,,,snowfall_speech_mica_23_7,,,,1,idle
snowfall_speech_mica_23_5,80903,snowfall_speech_mica_23,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_23_5,False,,1,1,1.0,,,snowfall_speech_mica_23_6,,,,1,idle
snowfall_speech_mica_23_6,80903,snowfall_speech_mica_23,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_23_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_mica_23_7,80903,snowfall_speech_mica_23,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_23_7,True,,1,S_10,1.0,,,,,mica_w,,1,surprise
snowfall_speech_mica_23_8,80903,snowfall_speech_mica_23,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_23_8,True,,S_10,S_10,1.0,,,,,mica_w,,1,surprise
snowfall_speech_mica_23_9,80903,snowfall_speech_mica_23,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_23_9,True,,S_10,S_10,1.0,,,,,mica_w,,1,surprise
snowfall_speech_mica_23_10,80903,snowfall_speech_mica_23,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_23_10,True,,S_10,S_10,1.0,,,,,mica_w,,1,surprise
snowfall_speech_mica_23_11,80903,snowfall_speech_mica_23,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_23_11,False,,S_10,S_10,1.0,,,,,,,1,surprise
snowfall_speech_mica_23_12,80903,snowfall_speech_mica_23,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_23_12,True,,S_10,S_10,1.0,,,,,mica_w,,1,special
