id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_liarsend_09_1,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_1,False,CityForest_02,black,black,1.0,none,,,,,syuen,1,think
event_liarsend_09_2,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_2,False,,3,1,1.0,,syuen,syuen,sfx_scn_wind,,,1,think
event_liarsend_09_3,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_3,False,,1,1,1.0,,syuen,,,,,1,think
event_liarsend_09_4,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_4,True,,1,S_10,1.0,bgm_story_kneeldownfools,syuen,syuen,,,,1,idle
event_liarsend_09_5,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_5,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,think
event_liarsend_09_6,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_6,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,idle
event_liarsend_09_7,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_7,False,,S_10,S_10,1.0,,syuen,,,,,1,idle
event_liarsend_09_8,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_8,False,,S_10,S_50,1.0,,syuen,,,,,1,idle
event_liarsend_09_9,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_9,False,,S_50,S_50,1.0,,syuen,,,,,1,idle
event_liarsend_09_10,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_10,False,,S_50,S_50,1.0,,syuen,,sfx_scn_button,,,1,idle
event_liarsend_09_11,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_11,False,,S_50,S_50,1.0,,syuen,,sfx_scn_machinestopsudden,Low_2,,1,idle
event_liarsend_09_12,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_12,False,,S_50,S_50,1.0,,syuen,,,,,1,idle
event_liarsend_09_13,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_13,False,,S_50,S_500,1.0,,syuen,,sfx_scn_button,,,1,idle
event_liarsend_09_14,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_14,False,,S_500,S_500,1.0,,syuen,,sfx_scn_machinestopsudden,Low_2,,1,idle
event_liarsend_09_15,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_15,False,,S_500,S_500,1.0,,syuen,,,,,1,idle
event_liarsend_09_16,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_16,False,,S_500,S_500,1.0,,syuen,,,,,1,idle
event_liarsend_09_17,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_17,True,,S_500,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_18,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_18,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_19,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_19,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_20,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_20,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_21,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_21,False,,S_100,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_22,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_22,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_23,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_23,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,surprise
event_liarsend_09_24,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_24,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,surprise
event_liarsend_09_25,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_25,False,,S_10,S_100,1.0,,syuen,syuen,sfx_scn_metalpartsassemble,,,1,surprise
event_liarsend_09_26,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_26,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,think
event_liarsend_09_27,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_27,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,think
event_liarsend_09_28,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_28,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,think
event_liarsend_09_29,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_29,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,think
event_liarsend_09_30,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_30,False,,S_100,S_100,1.0,,syuen,,,,,1,think
event_liarsend_09_31,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_31,False,,S_100,S_10,1.0,,syuen,,,,,1,think
event_liarsend_09_32,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_32,False,,S_10,S_10,1.0,,syuen,,,,,1,think
event_liarsend_09_33,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_33,False,,S_10,S_10,1.0,,syuen,,,,,1,think
event_liarsend_09_34,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_34,False,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_35,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_35,True,,S_10,1,0.5,,syuen,syuen,,,,1,angry
event_liarsend_09_36,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_36,False,,1,1,1.0,,syuen,,,,,1,angry
event_liarsend_09_37,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_37,True,,1,1,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_38,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_38,True,,1,1,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_39,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_39,False,,1,1,1.0,,syuen,,,,,1,angry
event_liarsend_09_40,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_40,True,,1,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_41,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_41,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_42,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_42,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_43,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_43,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_44,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_44,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_45,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_45,True,,S_100,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_46,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_46,True,,S_10,S_10,1.0,,syuen,syuen,sfx_scn_crackle,,,1,angry
event_liarsend_09_47,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_47,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_48,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_48,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_49,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_49,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_50,130004,event_liarsend_09,Narration,Locale_SubScenario:event_liarsend_09_50,False,,S_10,S_10,1.0,none,syuen,,sfx_scn_4rapturestep,Low_2,,1,angry
event_liarsend_09_51,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_51,False,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_52,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_52,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_53,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_53,True,,S_10,S_100,1.0,bgm_story_tomboyprincess,syuen,syuen,,,,1,angry
event_liarsend_09_54,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_54,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_55,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_55,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_56,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_56,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_57,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_57,True,,S_100,S_100,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_58,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_58,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_59,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_59,False,,S_100,S_100,1.0,,syuen,,,,,1,angry
event_liarsend_09_60,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_60,False,,S_100,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_61,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_61,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_62,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_62,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_63,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_63,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_64,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_64,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_65,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_65,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_66,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_66,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_67,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_67,False,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_68,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_68,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_69,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_69,True,,S_10,S_10,1.0,,syuen,syuen,,,,1,angry
event_liarsend_09_70,130004,event_liarsend_09,Self,Locale_SubScenario:event_liarsend_09_70,False,,S_10,S_10,1.0,,syuen,,,,,1,angry
event_liarsend_09_71,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_71,False,,S_10,S_150,1.5,,syuen,,,,,1,angry
event_liarsend_09_72,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_72,False,,S_150,S_150,1.0,,syuen,,,,,1,angry
event_liarsend_09_73,130004,event_liarsend_09,Monologue,Locale_SubScenario:event_liarsend_09_73,False,,S_150,S_150,1.0,,syuen,,,,,1,angry
event_liarsend_09_74,130004,event_liarsend_09,Speech,Locale_SubScenario:event_liarsend_09_74,True,,S_10,S_100,0.7,,syuen,syuen,sfx_scn_raptureaim,,,1,pain
