id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_bowwowparadise_02_e_1,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_1,True,Police,XS_10,XS_10,1.0,bgm_story_orangepop,,biscuit,1,angry,poli,13,idle,miranda,15,idle
event_bowwowparadise_02_e_2,40010,event_bowwowparadise_02_e,Self,,,Locale_SubScenario:event_bowwowparadise_02_e_2,False,,XS_10,XS_10,1.0,,,,1,angry,,13,idle,,15,idle
event_bowwowparadise_02_e_3,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_3,True,,XS_10,XS_10,1.0,,,,1,sad,,13,idle,,15,idle
event_bowwowparadise_02_e_4,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_4,False,,XS_10,XS_10,1.0,,,,1,sad,,13,idle,,15,idle
event_bowwowparadise_02_e_5,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_5,True,,XS_10,XS_100,1.0,,,,1,angry,,13,idle,,15,idle
event_bowwowparadise_02_e_6,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_6,True,,XS_100,XS_100,1.0,,,,1,angry,,13,idle,,15,idle
event_bowwowparadise_02_e_7,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_7,True,,XS_100,XS_100,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_8,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_8,True,,XS_100,1315,1.5,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_9,40010,event_bowwowparadise_02_e,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_e_9,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_10,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_10,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_11,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_11,True,,1315,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_12,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_12,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_13,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_13,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_14,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_14,True,,113,113,1.0,,,,1,delight,,13,idle,,15,idle
event_bowwowparadise_02_e_15,40010,event_bowwowparadise_02_e,Self,,,Locale_SubScenario:event_bowwowparadise_02_e_15,False,,113,113,1.0,,,,1,delight,,13,idle,,15,idle
event_bowwowparadise_02_e_16,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_16,True,,113,XS_130,2.0,,,,1,idle,,13,angry,,15,idle
event_bowwowparadise_02_e_17,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_17,False,,XS_130,XS_130,1.0,,,,1,idle,,13,angry,,15,idle
event_bowwowparadise_02_e_18,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_18,True,,XS_130,XS_130,1.0,,,,1,idle,,13,idle,,15,idle
