id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_02_e_1,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_1,True,EmptyArea,L_100,L_10,1.0,event_bgm_ubsphere_waterdrop,,,,littlemermaid,1,surprise,,mori,3,idle,,mihara_b,13,idle,,yuni_n,15,idle,
event_unbreakablesphere1_02_e_2,40075,event_unbreakablesphere1_02_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_02_e_2,False,,L_10,L_10,1.0,,,,,,1,surprise,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_3,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_3,True,,L_10,L_10,1.0,,,,,,1,surprise,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_4,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_4,True,,L_10,31,1.0,,,,,,1,surprise,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_5,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_5,True,,31,31,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_6,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_6,True,,31,31,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_7,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_7,True,,31,31,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_8,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_8,True,,31,113,1.5,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_9,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_9,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_10,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_10,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_11,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_11,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_12,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_12,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_13,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_13,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_14,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_14,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_15,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_15,True,,113,113,1.0,,,,,,1,delight,,,3,shy_02,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_16,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_16,True,,113,1,1.0,,,,,,1,delight,,,3,shy_02,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_17,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_17,True,,1,L_10,1.0,,,,,,1,delight,,,3,shy_02,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_18,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_18,True,,L_10,S_30,1.0,,,,,,1,delight,,,3,idle,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_19,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_19,True,,S_30,31,1.0,,,,,,1,delight,,,3,idle,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_20,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_20,True,RestArea,1300,130,1.0,,black,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_21,40075,event_unbreakablesphere1_02_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_02_e_21,False,,130,130,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_22,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_22,True,,130,13,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_23,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_23,True,,13,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_24,40075,event_unbreakablesphere1_02_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_02_e_24,False,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_25,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_25,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_26,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_26,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_27,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_27,True,,113,31,1.5,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_28,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_28,True,,31,31,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_29,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_29,True,,31,31,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_30,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_30,True,,31,113,1.5,,,,,,1,delight,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_31,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_31,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_32,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_32,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_33,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_33,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_34,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_34,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_35,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_35,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_36,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_36,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_37,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_37,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_38,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_38,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_39,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_39,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_40,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_40,True,,L_150,L_150,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_41,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_41,True,,L_150,130,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_42,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_42,True,,130,L_10,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_43,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_43,True,,1300,1300,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_44,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_44,True,,L_100,L_100,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_45,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_45,True,,L_100,L_10,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_46,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_46,True,,L_10,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_47,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_47,True,,113,113,1.0,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_48,40075,event_unbreakablesphere1_02_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_02_e_48,False,,113,113,1.0,none,,,,,1,delight,littlemermaid,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_49,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_49,False,,S_30,S_30,1.0,,,,,,,,,,3,pain,,,13,idle,,,15,idle,
