id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_fullfoolday_10_1,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_1,True,Police,5,5,1.0,bgm_story_whosdumber,,,drake,5,idle,,,,,,,,
event_fullfoolday_10_2,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_2,True,,5,50,2.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_3,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_3,False,,50,50,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_4,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_4,False,,50,50,1.0,,event_fullfoolday_10_6,,,5,idle,,,,,,,,
event_fullfoolday_10_5,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_5,False,,50,50,1.0,,event_fullfoolday_10_10,,,5,idle,,,,,,,,
event_fullfoolday_10_6,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_6,True,,50,500,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_7,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_7,False,,500,500,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_8,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_8,True,,500,50,1.0,,,,,5,no,,,,,,,,
event_fullfoolday_10_9,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_9,False,,50,50,1.0,,event_fullfoolday_10_10,,,5,no,,,,,,,,
event_fullfoolday_10_10,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_10,True,,50,50,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_11,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_11,True,,50,50,1.0,,,,,5,delight,,,,,,,,
event_fullfoolday_10_12,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_12,False,,50,50,1.0,,event_fullfoolday_10_14,,,5,delight,,,,,,,,
event_fullfoolday_10_13,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_13,False,,50,50,1.0,,event_fullfoolday_10_19,,,5,delight,,,,,,,,
event_fullfoolday_10_14,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_14,True,,50,500,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_15,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_15,False,,500,500,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_16,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_16,True,,500,500,1.0,,,,,5,delight,,,,,,,,
event_fullfoolday_10_17,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_17,True,,500,50,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_18,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_18,False,,50,50,1.0,,event_fullfoolday_10_19,,,5,idle,,,,,,,,
event_fullfoolday_10_19,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_19,True,,50,50,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_20,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_20,True,,50,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_21,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_21,False,,500,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_22,130001,event_fullfoolday_10,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_10_22,False,,500,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_23,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_23,False,,500,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_24,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_24,False,,500,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_25,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_25,True,,500,50,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_26,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_26,True,,50,5,1.0,,,,,5,no,,,,,,,,
event_fullfoolday_10_27,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_27,True,,5,500,0.5,,,,,5,idle,,,,,,,,
event_fullfoolday_10_28,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_28,False,,500,500,1.0,,,,,5,idle,,,,,,,,
event_fullfoolday_10_29,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_29,True,,500,50,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_30,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_30,True,,50,50,1.0,,,,,5,angry,,,,,,,,
event_fullfoolday_10_31,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_31,False,,50,53,1.0,,,sfx_scn_autodooropen,,5,angry,,,,,,,,
event_fullfoolday_10_32,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_32,True,,53,53,1.0,,,,,5,idle,,emma,3,surprise,,,,
event_fullfoolday_10_33,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_33,False,,53,53,1.0,,,,,5,idle,,,3,surprise,,,,
event_fullfoolday_10_34,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_34,True,,53,30,1.0,,,,,5,idle,,,3,idle,,,,
event_fullfoolday_10_35,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_35,True,,30,30,1.0,,,,,5,idle,,,3,idle,,,,
event_fullfoolday_10_36,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_36,True,,30,30,1.0,,,,,5,idle,,,3,idle,,,,
event_fullfoolday_10_37,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_37,True,,30,300,2.0,,,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_38,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_38,False,,300,300,1.0,,event_fullfoolday_10_40,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_39,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_39,False,,300,300,1.0,,event_fullfoolday_10_40,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_40,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_40,True,,300,500,0.5,,,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_41,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_41,True,,500,500,1.0,,,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_42,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_42,False,,500,500,1.0,,,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_43,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_43,False,,500,500,1.0,,,,,5,idle,,,3,delight,,,,
event_fullfoolday_10_44,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_44,True,,500,5,0.5,,,,,5,no,,,3,delight,,,,
event_fullfoolday_10_45,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_45,True,,5,50,2.0,,,,,5,no,,,3,delight,,,,
