id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_bluewaterisland2_02_s_1,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_1,True,yan_s,4,idle,liter_s,2,angry,rapi_s,14,idle,mary_s,17,idle,LogHouseIn_n,2,XS_20,0.7,bgm_distress,,,
event_bluewaterisland2_02_s_2,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_2,True,,4,idle,,2,angry,,14,idle,,17,idle,,XS_20,1,1.0,,neon_s,12,no
event_bluewaterisland2_02_s_3,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_3,True,,4,idle,,2,angry,,14,idle,,17,idle,,1,1,1.0,,,12,no
event_bluewaterisland2_02_s_4,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_4,True,,4,idle,,2,no,,14,idle,,17,idle,,1,1,1.0,,,12,no
event_bluewaterisland2_02_s_5,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_5,True,,4,idle,,2,no,,14,idle,,17,idle,,1,1,1.0,,,12,angry
event_bluewaterisland2_02_s_6,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_6,True,,4,idle,,2,no,,14,idle,,17,idle,,1,1,1.0,,,12,angry
event_bluewaterisland2_02_s_7,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_7,True,,4,idle,,2,no,,14,idle,,17,idle,,1,1,1.0,,,12,angry
event_bluewaterisland2_02_s_8,40021,event_bluewaterisland2_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_02_s_8,False,,4,idle,,2,no,,14,idle,,17,idle,,1,1,1.0,,,12,idle
event_bluewaterisland2_02_s_9,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_9,True,,4,idle,,2,sorrow,,14,idle,,17,idle,,1,XS_20,2.0,,,12,idle
event_bluewaterisland2_02_s_10,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_10,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_20,1.0,,,12,idle
