id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id
event_newyearnewsword_04_s_1,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_1,True,hongryeon_o,1,idle,janghwa,13,void,BriefingRoom,S_130,S_130,1.0,bgm_recognition,,,
event_newyearnewsword_04_s_2,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_2,True,,1,idle,,13,void,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_3,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_3,True,,1,idle,,13,void,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_4,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_4,True,,1,idle,,13,void,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_5,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_5,True,,1,angry,,13,void,,S_130,S_10,1.0,,,,
event_newyearnewsword_04_s_6,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_6,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_7,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_7,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_8,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_8,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_9,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_9,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_10,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_10,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_11,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_11,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_12,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_12,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_13,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_13,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_14,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_14,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_15,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_15,True,,1,angry,,13,void,,S_10,S_10,1.0,,,,
event_newyearnewsword_04_s_16,40036,event_newyearnewsword_04_s,Narration,officer,,Locale_SubScenario:event_newyearnewsword_04_s_16,False,,1,angry,,13,void,,S_10,S_100,0.5,,sfx_scn_tablehit,Low_2,
event_newyearnewsword_04_s_17,40036,event_newyearnewsword_04_s,Monologue,officer,,Locale_SubScenario:event_newyearnewsword_04_s_17,False,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_18,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_18,False,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_19,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_19,True,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_20,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_20,True,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_21,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_21,True,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_22,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_22,True,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_23,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_23,True,,1,angry,,13,void,,S_100,S_100,1.0,,,,
event_newyearnewsword_04_s_24,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_24,True,,1,angry,,13,sad,,S_100,12,1.0,,,,
event_newyearnewsword_04_s_25,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_25,True,,1,angry,,13,sad,,12,12,1.0,,,,
event_newyearnewsword_04_s_26,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_26,False,,1,angry,,13,sad,,12,12,1.0,,,,
event_newyearnewsword_04_s_27,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_27,True,,1,sad,,13,sad,,12,12,1.0,,,,
event_newyearnewsword_04_s_28,40036,event_newyearnewsword_04_s,Monologue,hongryeon_o,,Locale_SubScenario:event_newyearnewsword_04_s_28,False,,1,sad,,13,sad,,12,12,1.0,,,,
event_newyearnewsword_04_s_29,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_29,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_30,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_30,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_31,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_31,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_32,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_32,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_33,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_33,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_34,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_34,True,,1,idle,,13,idle,,12,S_130,1.0,,,,
event_newyearnewsword_04_s_35,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_35,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_36,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_36,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_37,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_37,False,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_38,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_38,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_39,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_39,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_40,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_40,True,,1,idle,,13,idle,,S_130,S_1300,1.0,,,,
event_newyearnewsword_04_s_41,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_41,True,,1,idle,,13,idle,,S_1300,S_1300,1.0,,,,
event_newyearnewsword_04_s_42,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_42,True,,1,idle,,13,idle,,S_1300,S_1300,1.0,,,,
event_newyearnewsword_04_s_43,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_43,True,,1,idle,,13,sad,,S_1300,S_1300,1.0,,,,
event_newyearnewsword_04_s_44,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_44,True,,1,angry,,13,sad,,S_1300,S_100,1.0,,,,
event_newyearnewsword_04_s_45,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_45,True,,1,angry,,13,void,,S_100,12,1.0,,,,
event_newyearnewsword_04_s_46,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_46,True,,1,angry,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_47,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_47,True,,1,surprise,,13,surprise,,12,12,1.0,,,,
event_newyearnewsword_04_s_48,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_48,True,,1,idle,,13,surprise,,12,12,1.0,,,,
event_newyearnewsword_04_s_49,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_49,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_50,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_50,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_51,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_51,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_52,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_52,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_53,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_53,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_54,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_54,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_55,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_55,False,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_56,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_56,False,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_57,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_57,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_58,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_58,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_59,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_59,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_60,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_60,True,,1,idle,,13,void,,12,12,1.0,,,,
event_newyearnewsword_04_s_61,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_61,True,,1,idle,,13,idle,,12,S_130,1.0,,,,
event_newyearnewsword_04_s_62,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_62,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_63,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_63,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_64,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_64,False,,1,idle,,13,idle,,S_130,S_10,1.0,,,,
event_newyearnewsword_04_s_65,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_65,True,,1,idle,,13,idle,,S_10,12,1.0,,,,
event_newyearnewsword_04_s_66,40036,event_newyearnewsword_04_s,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_04_s_66,True,,1,idle,,13,idle,,12,12,1.0,,,,
event_newyearnewsword_04_s_67,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_67,False,,1,idle,,13,idle,,12,12,1.0,,,,
event_newyearnewsword_04_s_68,40036,event_newyearnewsword_04_s,Monologue,officer,,Locale_SubScenario:event_newyearnewsword_04_s_68,False,,1,idle,,13,idle,,12,12,1.0,,,,
event_newyearnewsword_04_s_69,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_69,True,,1,idle,,13,idle,,12,S_130,1.0,none,,,
event_newyearnewsword_04_s_70,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_70,True,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_71,40036,event_newyearnewsword_04_s,Speech,officer,officer,Locale_SubScenario:event_newyearnewsword_04_s_71,True,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,
event_newyearnewsword_04_s_72,40036,event_newyearnewsword_04_s,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_04_s_72,True,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,
