id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,characters/3/hide_char_id,characters/4/hide_char_id
event_bluewaterisland1_02_e_1,40020,event_bluewaterisland1_02_e,Narration,Narration,Locale_SubScenario:event_bluewaterisland1_02_e_1,False,Beach_d,7,3,2.0,sfx_scn_wavebreak,event_bgm_bluewaterisland,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_e_2,40020,event_bluewaterisland1_02_e,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_02_e_2,True,,3,3,1.0,,,neon_s,rapi_s,5,idle,neon_s,3,idle,liter_s,1,idle,anis,13,idle,sugar,15,idle,,,
event_bluewaterisland1_02_e_3,40020,event_bluewaterisland1_02_e,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_02_e_3,True,,3,XS_30,1.0,,,neon_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_4,40020,event_bluewaterisland1_02_e,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_02_e_4,True,,XS_30,XS_30,1.0,,,neon_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_5,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_5,True,,130,130,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_6,40020,event_bluewaterisland1_02_e,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_02_e_6,True,,50,50,1.0,,,rapi_s,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_7,40020,event_bluewaterisland1_02_e,Speech,volt,Locale_SubScenario:event_bluewaterisland1_02_e_7,True,,volt,volt,1.0,sfx_scn_dogbark,,volt,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_8,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_8,True,,volt,1,1.0,,,liter_s,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_9,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_9,True,,1,1,1.0,,,liter_s,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_10,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_10,True,,1,1,1.0,,,liter_s,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_11,40020,event_bluewaterisland1_02_e,Choice,,Locale_SubScenario:event_bluewaterisland1_02_e_11,False,,1,1,1.0,,,,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,event_bluewaterisland1_02_e_13,,
event_bluewaterisland1_02_e_12,40020,event_bluewaterisland1_02_e,Choice,,Locale_SubScenario:event_bluewaterisland1_02_e_12,False,,1,1,1.0,,,,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,event_bluewaterisland1_02_e_13,,
event_bluewaterisland1_02_e_13,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_13,True,,1,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_14,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_14,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_15,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_15,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_16,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_16,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,sorrow,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_17,40020,event_bluewaterisland1_02_e,Self,Self,Locale_SubScenario:event_bluewaterisland1_02_e_17,False,,XS_10,XS_10,1.0,,,,,5,idle,,3,idle,,1,sorrow,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_18,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_18,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_19,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_19,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_20,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_20,True,,XS_10,XS_10,1.0,,,liter_s,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_21,40020,event_bluewaterisland1_02_e,Self,Self,Locale_SubScenario:event_bluewaterisland1_02_e_21,False,,XS_10,XS_10,1.0,,,,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_22,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_22,True,,XS_10,12,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,,
event_bluewaterisland1_02_e_23,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_23,True,,12,12,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,,
event_bluewaterisland1_02_e_24,40020,event_bluewaterisland1_02_e,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_02_e_24,False,,12,3,2.0,,,neon_s,,5,idle,,3,no,,1,idle,,13,worry,,15,idle,,,
event_bluewaterisland1_02_e_25,40020,event_bluewaterisland1_02_e,Self,Self,Locale_SubScenario:event_bluewaterisland1_02_e_25,False,,3,3,1.0,,,,,5,idle,,3,no,,1,idle,,13,worry,,15,idle,,,
event_bluewaterisland1_02_e_26,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_26,True,,13,13,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,,
event_bluewaterisland1_02_e_27,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_27,True,,13,13,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,,
event_bluewaterisland1_02_e_28,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_28,True,,13,13,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_29,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_29,True,,13,14,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_30,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_30,True,,14,14,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,
event_bluewaterisland1_02_e_31,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_31,True,,14,14,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,,
event_bluewaterisland1_02_e_32,40020,event_bluewaterisland1_02_e,Narration,Narration,Locale_SubScenario:event_bluewaterisland1_02_e_32,False,,14,S_150,1.0,sfx_scn_bikeengine,,,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,,
event_bluewaterisland1_02_e_33,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_33,True,,S_150,S_150,0.3,,,anis,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,,
event_bluewaterisland1_02_e_34,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_34,True,,S_150,S_150,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,,
event_bluewaterisland1_02_e_35,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_35,True,,S_150,S_150,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,,
event_bluewaterisland1_02_e_36,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_36,True,,S_150,S_150,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,sad,,15,idle,,,
event_bluewaterisland1_02_e_37,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_37,False,,S_150,130,2.0,,,anis,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,,
event_bluewaterisland1_02_e_38,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_38,True,,130,130,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,,
event_bluewaterisland1_02_e_39,40020,event_bluewaterisland1_02_e,Speech,anis,Locale_SubScenario:event_bluewaterisland1_02_e_39,True,,130,130,1.0,,,anis,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,,
event_bluewaterisland1_02_e_40,40020,event_bluewaterisland1_02_e,Speech,sugar,Locale_SubScenario:event_bluewaterisland1_02_e_40,True,,130,14,1.0,,,sugar,,5,idle,,3,idle,,1,idle,,13,delight,,15,delight,,,
event_bluewaterisland1_02_e_41,40020,event_bluewaterisland1_02_e,Narration,Narration,Locale_SubScenario:event_bluewaterisland1_02_e_41,False,,14,14,1.0,sfx_scn_bikeengine,,,,5,idle,,3,idle,,1,idle,,17,delight,,19,delight,,anis,sugar
event_bluewaterisland1_02_e_42,40020,event_bluewaterisland1_02_e,Speech,liter_s,Locale_SubScenario:event_bluewaterisland1_02_e_42,True,,14,1,2.0,,,liter_s,,5,idle,,3,idle,,1,idle,,,,,,,,,
event_bluewaterisland1_02_e_43,40020,event_bluewaterisland1_02_e,Self,Self,Locale_SubScenario:event_bluewaterisland1_02_e_43,False,,1,1,1.0,,,,,5,idle,,3,idle,,1,idle,,,,,,,,,
