id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_neverland2_02_s_1,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_1,True,mica_w,13,void,ludmilla_w,3,angry,IceLand_n,3,30,1.0,bgm_story_weare,
event_neverland2_02_s_2,40035,event_neverland2_02_s,Self,,,Locale_MainScenario:event_neverland2_02_s_2,False,,13,void,,3,angry,,30,30,1.0,,
event_neverland2_02_s_3,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_3,False,,13,void,,3,angry,,30,30,1.0,,sfx_scn_emptywind
event_neverland2_02_s_4,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_4,True,,13,void,,3,angry,,30,30,1.0,,
event_neverland2_02_s_5,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_5,True,,13,void,,3,angry,,30,30,1.0,,
event_neverland2_02_s_6,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_6,True,,13,void,,3,angry,,30,3,1.0,,
event_neverland2_02_s_7,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_7,True,,13,void,,3,angry,,3,3,1.0,,
event_neverland2_02_s_8,40035,event_neverland2_02_s,Self,,,Locale_MainScenario:event_neverland2_02_s_8,False,,13,void,,3,angry,,3,13,1.0,,
event_neverland2_02_s_9,40035,event_neverland2_02_s,Self,,,Locale_MainScenario:event_neverland2_02_s_9,False,,13,void,,3,angry,,13,13,1.0,,
event_neverland2_02_s_10,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_10,False,,13,void,,3,angry,,13,S_130,2.0,,sfx_scn_walkonsnow
event_neverland2_02_s_11,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_11,True,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_12,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_12,True,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_13,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_13,True,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_14,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_14,True,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_15,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_15,False,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_16,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_16,True,,13,void,,3,angry,,S_130,S_1300,1.0,,
event_neverland2_02_s_17,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_17,True,,13,void,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_18,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_18,False,,13,void,,3,angry,,S_1300,S_1300,1.0,,sfx_scn_walkonsnow
event_neverland2_02_s_19,40035,event_neverland2_02_s,Monologue,,,Locale_MainScenario:event_neverland2_02_s_19,False,,13,void,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_20,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_20,True,,13,void,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_21,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_21,False,,13,void,,3,angry,,black,black,1.0,,sfx_scn_whoosh_hug
event_neverland2_02_s_22,40035,event_neverland2_02_s,Monologue,,,Locale_MainScenario:event_neverland2_02_s_22,False,,13,void,,3,angry,,black,black,1.0,,
event_neverland2_02_s_23,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_23,False,,13,void,,3,angry,,black,black,1.0,,sfx_scn_down
event_neverland2_02_s_24,40035,event_neverland2_02_s,Monologue,,,Locale_MainScenario:event_neverland2_02_s_24,False,,13,void,,3,angry,,black,black,1.0,,
event_neverland2_02_s_25,40035,event_neverland2_02_s,Self,,,Locale_MainScenario:event_neverland2_02_s_25,False,,13,void,,3,angry,,13,S_130,1.0,,
event_neverland2_02_s_26,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_26,False,,13,void,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_27,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_27,True,,13,cry,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_28,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_28,True,,13,cry,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_29,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_29,True,,13,cry,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_30,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_30,True,,13,cry,,3,angry,,S_130,S_130,1.0,,
event_neverland2_02_s_31,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_31,True,,13,cry,,3,angry,,S_130,S_1300,1.0,,
event_neverland2_02_s_32,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_32,True,,13,cry,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_33,40035,event_neverland2_02_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_02_s_33,False,,13,cry,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_34,40035,event_neverland2_02_s,Self,,,Locale_MainScenario:event_neverland2_02_s_34,False,,13,cry,,3,angry,,S_1300,S_1300,1.0,,
event_neverland2_02_s_35,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_35,False,,13,cry,,3,angry,,S_1300,300,2.0,,
event_neverland2_02_s_36,40035,event_neverland2_02_s,Narration,,,Locale_MainScenario:event_neverland2_02_s_36,False,,13,cry,,3,angry,,300,300,1.0,,sfx_scn_emptywind
event_neverland2_02_s_37,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_37,True,,13,cry,,3,angry,,300,30,1.0,,
event_neverland2_02_s_38,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_38,True,,13,cry,,3,angry,,30,30,1.0,,
event_neverland2_02_s_39,40035,event_neverland2_02_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_02_s_39,True,,13,cry,,3,angry,,30,30,1.0,,
