id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_footstepwalkrun1_05_s_1,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_1,True,rapi_m,1,idle,rio,13,idle,wendi,15,idle,Jail,1300,130,1.0,bgm_frostpillar
event_footstepwalkrun1_05_s_2,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_2,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_05_s_3,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_3,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_4,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_4,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_5,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_5,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_6,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_6,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_7,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_7,True,,1,idle,,13,idle,,15,idle,,150,1500,0.7,
event_footstepwalkrun1_05_s_8,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_8,True,,1,idle,,13,idle,,15,idle,,100,100,1.0,
event_footstepwalkrun1_05_s_9,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_9,True,,1,idle,,13,delight,,15,idle,,100,1300,1.0,
event_footstepwalkrun1_05_s_10,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_10,True,,1,idle,,13,delight,,15,surprise,,1300,1500,1.0,
event_footstepwalkrun1_05_s_11,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_11,True,,1,idle,,13,delight,,15,surprise,,1500,150,1.0,
event_footstepwalkrun1_05_s_12,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_12,True,,1,idle,,13,idle,,15,surprise,,10,10,1.0,
event_footstepwalkrun1_05_s_13,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_13,True,,1,idle,,13,idle,,15,idle,,150,1500,1.0,
event_footstepwalkrun1_05_s_14,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_14,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
