id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_ludmilla_09_1,80903,snowfall_speech_ludmilla_09,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_1,False,Trail_n,1,1,1.0,amb_so_trail_3,event_bgm_neverland_snowflakes_night,,,,ludmilla_w,1,idle
snowfall_speech_ludmilla_09_2,80903,snowfall_speech_ludmilla_09,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_09_3,80903,snowfall_speech_ludmilla_09,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_09_4,80903,snowfall_speech_ludmilla_09,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_4,False,,1,1,1.0,,,snowfall_speech_ludmilla_09_7,,,,1,idle
snowfall_speech_ludmilla_09_5,80903,snowfall_speech_ludmilla_09,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_5,False,,1,1,1.0,,,snowfall_speech_ludmilla_09_6,,,,1,idle
snowfall_speech_ludmilla_09_6,80903,snowfall_speech_ludmilla_09,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_ludmilla_09_7,80903,snowfall_speech_ludmilla_09,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_7,True,,1,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_09_8,80903,snowfall_speech_ludmilla_09,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_8,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_09_9,80903,snowfall_speech_ludmilla_09,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_9,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_09_10,80903,snowfall_speech_ludmilla_09,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_09_10,True,,10,10,1.0,,,,,ludmilla_w,,1,smile
