id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lionheart_03_e_1,40037,event_lionheart_03_e,Narration,Locale_SubScenario:event_lionheart_03_e_1,False,SchoolCorridor_n,3,Leo_1,2.0,bgm_story_weare,,,,leona_no,1,idle,,,,,,
event_lionheart_03_e_2,40037,event_lionheart_03_e,Narration,Locale_SubScenario:event_lionheart_03_e_2,False,,Leo_1,Leo_1,1.0,,,,,,1,idle,,,,,,
event_lionheart_03_e_3,40037,event_lionheart_03_e,Narration,Locale_SubScenario:event_lionheart_03_e_3,False,,Leo_1,Leo_10,1.0,,,,,,1,idle,,,,,,
event_lionheart_03_e_4,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_4,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,,,,,
event_lionheart_03_e_5,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_5,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,,,,,
event_lionheart_03_e_6,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_6,True,,Leo_10,Leo_100,2.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_7,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_7,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_8,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_8,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_9,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_9,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_10,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_10,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_11,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_11,True,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_12,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_12,True,,Leo_100,Leo_10,1.0,,leona_no,leona_no,,,1,sad,,,,,,
event_lionheart_03_e_13,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_13,True,,XS_130,XS_130,1.0,bgm_inark,biscuit,biscuit,black,,1,idle,biscuit,13,idle,nero,3,idle
event_lionheart_03_e_14,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_14,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_15,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_15,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_16,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_16,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_17,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_17,True,,L_30,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_18,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_18,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_19,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_19,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_20,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_20,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_21,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_21,True,,Leo_10,12,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_22,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_22,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_23,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_23,True,,12,2,1.0,,nero,nero,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_24,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_24,True,,2,2,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_25,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_25,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_26,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_26,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_27,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_27,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_28,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_28,True,,XS_130,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_29,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_29,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_30,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_30,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_31,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_31,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_32,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_32,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_33,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_33,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_34,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_34,True,,Leo_10,12,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_35,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_35,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_36,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_36,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_37,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_37,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_38,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_38,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_39,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_39,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_40,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_40,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,angry,,3,idle
event_lionheart_03_e_41,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_41,True,,12,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_42,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_42,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_43,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_43,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_44,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_44,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_45,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_45,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_46,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_46,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_47,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_47,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_48,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_48,True,,Leo_10,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_49,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_49,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_50,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_50,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_51,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_51,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_52,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_52,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_53,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_53,True,,L_30,2,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_54,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_54,True,,2,12,1.0,,leona_no,leona_no,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_55,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_55,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_56,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_56,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,sad,,3,idle
event_lionheart_03_e_57,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_57,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,angry,,3,idle
event_lionheart_03_e_58,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_58,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_59,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_59,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_60,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_60,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_61,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_61,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_62,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_62,True,,12,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,angry,,3,idle
event_lionheart_03_e_63,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_63,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,angry,,3,idle
event_lionheart_03_e_64,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_64,True,,XS_130,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_65,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_65,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_66,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_66,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_67,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_67,True,,L_30,L_30,1.0,,nero,nero,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_68,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_68,True,,XS_130,12,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_69,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_69,True,,12,12,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_70,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_70,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_71,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_71,True,,12,12,1.0,,biscuit,biscuit,,,1,idle,,13,delight,,3,idle
event_lionheart_03_e_72,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_72,True,,12,2,1.0,,nero,nero,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_73,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_73,True,,2,2,1.0,,nero,nero,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_74,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_74,True,,2,Leo_10,1.0,,leona_no,leona_no,,,1,delight,,13,idle,,3,idle
event_lionheart_03_e_75,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_75,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
event_lionheart_03_e_76,40037,event_lionheart_03_e,Speech,Locale_SubScenario:event_lionheart_03_e_76,True,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,1,idle,,13,idle,,3,idle
