id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,fade,characters/2/hide_char_id,characters/3/hide_char_id
event_beautyfullshot1_03_e_1,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_1,True,viper_s,1,idle,CoralIslandInside_d,S_10,S_10,1.0,bgm_story_profusion,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_2,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_2,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_3,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_3,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_4,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_4,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_5,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_5,True,,1,idle,,S_10,S_100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_6,40051,event_beautyfullshot1_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_03_e_6,True,,1,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_7,40051,event_beautyfullshot1_03_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_03_e_7,False,,3,idle,,black,black,1.0,,viper_s,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_8,40051,event_beautyfullshot1_03_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_03_e_8,False,rapi_s,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_9,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_9,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_10,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_10,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_11,40051,event_beautyfullshot1_03_e,Self,rapi_s,,Locale_MainScenario:event_beautyfullshot1_03_e_11,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_12,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_12,True,,1,idle,,10,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_13,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_13,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_14,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_14,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_15,40051,event_beautyfullshot1_03_e,Self,rapi_s,,Locale_MainScenario:event_beautyfullshot1_03_e_15,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_16,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_16,True,,1,idle,,100,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_17,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_17,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_18,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_18,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_19,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_19,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_20,40051,event_beautyfullshot1_03_e,Self,rapi_s,,Locale_MainScenario:event_beautyfullshot1_03_e_20,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_21,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_21,True,,1,idle,,10,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_22,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_22,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_23,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_23,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_24,40051,event_beautyfullshot1_03_e,Self,rapi_s,,Locale_MainScenario:event_beautyfullshot1_03_e_24,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_25,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_25,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_26,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_26,True,,1,idle,,100,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_27,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_27,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_28,40051,event_beautyfullshot1_03_e,Self,rapi_s,,Locale_MainScenario:event_beautyfullshot1_03_e_28,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_29,40051,event_beautyfullshot1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_e_29,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_30,40051,event_beautyfullshot1_03_e,Narration,,,Locale_MainScenario:event_beautyfullshot1_03_e_30,False,,1,idle,,10,10,1.0,,rapi_s,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_31,40051,event_beautyfullshot1_03_e,Self,,,Locale_MainScenario:event_beautyfullshot1_03_e_31,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_32,40051,event_beautyfullshot1_03_e,Self,,,Locale_MainScenario:event_beautyfullshot1_03_e_32,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_33,40051,event_beautyfullshot1_03_e,Monologue,,,Locale_MainScenario:event_beautyfullshot1_03_e_33,False,,,,,10,50,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_34,40051,event_beautyfullshot1_03_e,Narration,,,Locale_MainScenario:event_beautyfullshot1_03_e_34,False,,,,UninhabitedIsland_d,50,50,1.0,,,sfx_scn_wavebreak,,,,,,,,,,,,,
event_beautyfullshot1_03_e_35,40051,event_beautyfullshot1_03_e,Monologue,,,Locale_MainScenario:event_beautyfullshot1_03_e_35,False,,,,,50,50,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_36,40051,event_beautyfullshot1_03_e,Monologue,,,Locale_MainScenario:event_beautyfullshot1_03_e_36,False,,,,,50,10,2.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_37,40051,event_beautyfullshot1_03_e,Monologue,rosanna_s,,Locale_MainScenario:event_beautyfullshot1_03_e_37,False,rosanna_s,1,idle,,10,1,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_38,40051,event_beautyfullshot1_03_e,Monologue,rosanna_s,,Locale_MainScenario:event_beautyfullshot1_03_e_38,False,,1,idle,,1,1,1.0,,,sfx_scn_wavebreak,,,,,,,,,,,,,
event_beautyfullshot1_03_e_39,40051,event_beautyfullshot1_03_e,Monologue,rosanna_s,,Locale_MainScenario:event_beautyfullshot1_03_e_39,False,,1,idle,,1,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_40,40051,event_beautyfullshot1_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_e_40,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_41,40051,event_beautyfullshot1_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_e_41,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_42,40051,event_beautyfullshot1_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_e_42,True,,1,idle,,100,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_43,40051,event_beautyfullshot1_03_e,Self,rosanna_s,,Locale_MainScenario:event_beautyfullshot1_03_e_43,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_beautyfullshot1_03_e_44,40051,event_beautyfullshot1_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_e_44,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,
