id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_goldencoinrush1_02_e_1,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_1,True,CoinRushIndoor,2,2,1.0,bgm_story_onlineshopping,,,,soda,1,idle,,alice,13,idle,,rouge,3,idle,,,,,
event_goldencoinrush1_02_e_2,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_2,True,,2,2,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_3,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_3,True,,2,2,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_4,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_4,True,,2,2,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_5,40048,event_goldencoinrush1_02_e,Self,rouge,,Locale_MainScenario:event_goldencoinrush1_02_e_5,False,,2,2,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_6,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_6,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_7,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_7,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,think,,,,,
event_goldencoinrush1_02_e_8,40048,event_goldencoinrush1_02_e,Self,rouge,,Locale_MainScenario:event_goldencoinrush1_02_e_8,False,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,think,,,,,
event_goldencoinrush1_02_e_9,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_9,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,think,,,,,
event_goldencoinrush1_02_e_10,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_10,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,,,,
event_goldencoinrush1_02_e_11,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_11,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,,,,
event_goldencoinrush1_02_e_12,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_12,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,think,,,,,
event_goldencoinrush1_02_e_13,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_13,True,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_14,40048,event_goldencoinrush1_02_e,Self,rouge,,Locale_MainScenario:event_goldencoinrush1_02_e_14,False,,30,30,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_15,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_15,True,,30,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_16,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_16,True,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_17,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_17,True,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_18,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_18,True,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_19,40048,event_goldencoinrush1_02_e,Self,rouge,,Locale_MainScenario:event_goldencoinrush1_02_e_19,False,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_20,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_20,True,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_21,40048,event_goldencoinrush1_02_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush1_02_e_21,True,,3,3,1.0,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_22,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_22,True,,3,12,1.0,,,,,,1,think,,,13,idle,,,3,idle,,,,,
event_goldencoinrush1_02_e_23,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_23,True,,12,12,1.0,,,,,,1,think,,,13,delight,,,3,idle,,,,,
event_goldencoinrush1_02_e_24,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_24,True,,12,12,1.0,,,,,,1,think,,,13,delight,,,3,idle,,,,,
event_goldencoinrush1_02_e_25,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_25,True,,12,12,1.0,,,,,,1,idle,,,13,delight,,,3,idle,rouge,,,,
event_goldencoinrush1_02_e_26,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_26,False,,12,12,1.0,,,,,,1,idle,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_27,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_27,True,,12,S_10,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_28,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_28,True,,S_10,S_10,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_29,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_29,True,,S_10,S_130,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_30,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_30,False,,black,black,1.0,,,,,blanc,1,idle,soda,noir,13,idle,alice,,,,,,,,
event_goldencoinrush1_02_e_31,40048,event_goldencoinrush1_02_e,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush1_02_e_31,False,,12,12,1.0,,Grey,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_32,40048,event_goldencoinrush1_02_e,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush1_02_e_32,False,,12,12,1.0,,Grey,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_33,40048,event_goldencoinrush1_02_e,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush1_02_e_33,False,,12,12,1.0,,Grey,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_34,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_34,False,,black,black,1.0,,,,,soda,1,idle,blanc,alice,13,idle,noir,,,,,,,,
event_goldencoinrush1_02_e_35,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_35,False,,S_10,S_10,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_36,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_36,True,,S_10,S_10,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_37,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_37,False,,S_10,S_10,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_38,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_38,True,,S_10,1,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_39,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_39,True,,1,1,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_40,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_40,False,,1,1,1.0,,,,,,1,sad,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_41,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_41,True,,1,1,1.0,,,,,,1,think,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_42,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_42,True,,1,13,1.0,none,,,,,1,think,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_43,40048,event_goldencoinrush1_02_e,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush1_02_e_43,True,ShoppingMall,15,15,1.0,bgm_story_whosdumber,,black,,,1,sad,,,13,delight,,femaleemployee,15,idle,,,,,
event_goldencoinrush1_02_e_44,40048,event_goldencoinrush1_02_e,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush1_02_e_44,True,,15,15,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_45,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_45,True,,15,12,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_46,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_46,True,,12,12,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_47,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_47,True,,12,12,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_48,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_48,False,,12,12,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_49,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_49,True,,12,S_10,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_50,40048,event_goldencoinrush1_02_e,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush1_02_e_50,True,,15,15,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_51,40048,event_goldencoinrush1_02_e,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush1_02_e_51,True,,15,15,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_52,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_52,True,,1,S_10,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_53,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_53,True,,S_10,S_10,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_54,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_54,False,,S_10,S_10,1.0,,,,,,1,sad,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_55,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_55,True,,S_10,S_100,1.0,,,,,,1,shy,,,13,delight,,,15,idle,,,,,
event_goldencoinrush1_02_e_56,40048,event_goldencoinrush1_02_e,Narration,alice,,Locale_MainScenario:event_goldencoinrush1_02_e_56,False,Park,13,13,1.0,,,black,sfx_scn_phonevibration,,1,idle,,,13,idle,,,15,idle,femaleemployee,,,,
event_goldencoinrush1_02_e_57,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_57,True,,13,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_58,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_58,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_59,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_59,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
