id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_lordforjustice_06_e_1,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_1,False,OuterRim,S_10,S_10,1.0,bgm_floraltribute,,,,,k,1,think,,,,
event_lordforjustice_06_e_2,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_2,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_3,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_3,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_4,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_4,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_5,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_5,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_6,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_6,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_7,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_7,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_8,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_8,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_9,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_9,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_10,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_10,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_11,40078,event_lordforjustice_06_e,Choice,k,,Locale_SubScenario:event_lordforjustice_06_e_11,False,,S_10,S_10,1.0,,event_lordforjustice_06_e_13,,,,,1,think,,,,
event_lordforjustice_06_e_12,40078,event_lordforjustice_06_e,Choice,k,,Locale_SubScenario:event_lordforjustice_06_e_12,False,,S_10,S_10,1.0,,event_lordforjustice_06_e_13,,,,,1,think,,,,
event_lordforjustice_06_e_13,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_13,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_14,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_14,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_15,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_15,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_16,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_16,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_17,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_17,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_18,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_18,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_19,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_19,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_20,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_20,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_21,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_21,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_22,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_22,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_23,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_23,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_24,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_24,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_25,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_25,True,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_26,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_26,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_27,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_27,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_28,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_28,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_29,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_29,True,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_30,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_30,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_31,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_31,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_32,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_32,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_33,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_33,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
