id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,set_filter_01,set_filter_02
event_dazzlingcupid_02_s_1,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_1,False,ShoppingMall,black,black,1.0,none,,,,,,,,,,
event_dazzlingcupid_02_s_2,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_2,True,,17,170,0.5,bgm_story_onlineshopping,mc,,,,,,,,,
event_dazzlingcupid_02_s_3,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_3,True,,170,170,1.0,,mc,,,,,,,,,
event_dazzlingcupid_02_s_4,40029,event_dazzlingcupid_02_s,Speech,audience,Locale_SubScenario:event_dazzlingcupid_02_s_4,True,,170,1,0.7,,audience,,,,,,,,,
event_dazzlingcupid_02_s_5,40029,event_dazzlingcupid_02_s,Speech,audience,Locale_SubScenario:event_dazzlingcupid_02_s_5,True,,1,100,0.5,,audience,,,,,,,,,
event_dazzlingcupid_02_s_6,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_6,False,,black,black,1.0,,,,,,,,,,,
event_dazzlingcupid_02_s_7,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_7,False,,1,1,1.0,,,,,,,,,,,
event_dazzlingcupid_02_s_8,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_8,True,,5,50,0.7,,tia,tia,5,delight,naga,3,idle,,,
event_dazzlingcupid_02_s_9,40029,event_dazzlingcupid_02_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_02_s_9,False,,50,50,1.0,,,,5,delight,,3,idle,Low_2,,
event_dazzlingcupid_02_s_10,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_10,True,,50,30,0.7,,naga,,5,delight,,3,worry,,,
event_dazzlingcupid_02_s_11,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_11,True,,30,30,1.0,,naga,,5,idle,,3,worry,,,
event_dazzlingcupid_02_s_12,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_12,True,,30,4,1.0,,naga,,5,idle,,3,worry,,,
event_dazzlingcupid_02_s_13,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_13,False,,4,4,1.0,,,,5,idle,,3,worry,,,
event_dazzlingcupid_02_s_14,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_14,False,,black,black,1.0,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_15,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_15,False,,4,4,1.0,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_16,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_16,True,,4,4,1.0,,naga,,5,idle,,3,delight,,,
event_dazzlingcupid_02_s_17,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_17,True,,4,4,1.0,,naga,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_18,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_18,True,,4,4,1.0,,tia,,5,worry,,3,idle,,,
event_dazzlingcupid_02_s_19,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_19,True,,4,4,1.0,,naga,,5,worry,,3,idle,,,
event_dazzlingcupid_02_s_20,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_20,True,,4,4,1.0,,naga,,5,worry,,3,idle,,,
event_dazzlingcupid_02_s_21,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_21,True,,4,17,0.7,,mc,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_22,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_22,True,,17,17,1.0,,mc,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_23,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_23,True,,17,17,1.0,,mc,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_24,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_24,True,,17,170,0.5,,mc,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_25,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_25,False,,170,13,0.7,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_26,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_26,False,,13,13,1.0,,,,5,idle,,3,surprise,,,
event_dazzlingcupid_02_s_27,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_27,True,,50,500,0.7,,tia,,5,delight,,3,surprise,,,
event_dazzlingcupid_02_s_28,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_28,True,,30,300,0.7,,naga,,5,delight,,3,delight,,,
event_dazzlingcupid_02_s_29,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_29,True,,17,170,0.3,,mc,,5,delight,,3,delight,,,
event_dazzlingcupid_02_s_30,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_30,True,,170,170,1.0,,mc,,5,delight,,3,delight,Low_2,,
event_dazzlingcupid_02_s_31,40029,event_dazzlingcupid_02_s,Speech,mc,Locale_SubScenario:event_dazzlingcupid_02_s_31,True,,17,170,1.0,,mc,,5,delight,,3,delight,,,
event_dazzlingcupid_02_s_32,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_32,False,,black,black,1.0,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_33,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_33,False,,black,black,1.0,,,,5,idle,,3,idle,,Vignetting,Blur_Middle
event_dazzlingcupid_02_s_34,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_34,False,,17,170,1.0,,,,5,idle,,3,idle,,Vignetting,Blur_Middle
event_dazzlingcupid_02_s_35,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_35,False,,170,170,1.0,,,,5,idle,,3,idle,,Vignetting,Blur_High
event_dazzlingcupid_02_s_36,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_36,False,,170,170,1.0,,,,5,idle,,3,idle,,Grey,Blur_High
event_dazzlingcupid_02_s_37,40029,event_dazzlingcupid_02_s,Speech,unknown,Locale_SubScenario:event_dazzlingcupid_02_s_37,True,Park,black,black,1.0,none,unknown,,5,idle,,3,idle,,,
