id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lordforjustice_05_e_1,40078,event_lordforjustice_05_e,Speech,vii,vii,Locale_SubScenario:event_lordforjustice_05_e_1,False,OuterRim,L_20,L_20,1.0,bgm_story_stormbreakers,,vii,2,idle,,k,12,think,,,,
event_lordforjustice_05_e_2,40078,event_lordforjustice_05_e,Monologue,vii,,Locale_SubScenario:event_lordforjustice_05_e_2,False,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_3,40078,event_lordforjustice_05_e,Speech,vii,vii,Locale_SubScenario:event_lordforjustice_05_e_3,True,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_4,40078,event_lordforjustice_05_e,Self,vii,,Locale_SubScenario:event_lordforjustice_05_e_4,False,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_5,40078,event_lordforjustice_05_e,Self,vii,,Locale_SubScenario:event_lordforjustice_05_e_5,False,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_6,40078,event_lordforjustice_05_e,Speech,vii,vii,Locale_SubScenario:event_lordforjustice_05_e_6,True,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_7,40078,event_lordforjustice_05_e,Speech,vii,vii,Locale_SubScenario:event_lordforjustice_05_e_7,True,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_8,40078,event_lordforjustice_05_e,Speech,vii,vii,Locale_SubScenario:event_lordforjustice_05_e_8,True,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_9,40078,event_lordforjustice_05_e,Self,vii,,Locale_SubScenario:event_lordforjustice_05_e_9,False,,L_20,L_20,1.0,,,,2,idle,,,12,think,,,,
event_lordforjustice_05_e_10,40078,event_lordforjustice_05_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_05_e_10,False,,L_20,1,1.3,,,,2,idle,,,12,think,,,,
