id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_bluewaterisland2_03_e_1,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_1,True,LogHouseOut_s,XS_70,XS_70,1.0,bgm_distress,,,,,liter_s,7,idle,,neon_s,5,idle,,mary_s,3,think,
event_bluewaterisland2_03_e_2,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_2,True,,XS_70,XS_70,1.0,,,,,,,7,idle,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_3,40021,event_bluewaterisland2_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_03_e_3,False,,XS_70,XS_70,1.0,,,,,,,7,idle,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_4,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_4,True,,XS_70,XS_700,2.0,,,,,,,7,no,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_5,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_5,False,,XS_700,XS_700,1.0,,,,,,,7,no,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_6,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_6,True,,XS_700,XS_70,1.0,,,,,,,7,idle,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_7,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_7,True,,XS_70,XS_70,1.0,,,,,,,7,idle,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_8,40021,event_bluewaterisland2_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_03_e_8,True,,XS_70,6,1.0,,,,,,,7,idle,,,5,shy,,,3,think,
event_bluewaterisland2_03_e_9,40021,event_bluewaterisland2_03_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_03_e_9,True,,6,6,1.0,,,,,,,7,delight,,,5,shy,,,3,think,
event_bluewaterisland2_03_e_10,40021,event_bluewaterisland2_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_03_e_10,False,,6,4,1.0,,,,,,,7,delight,,,5,idle,,,3,think,
event_bluewaterisland2_03_e_11,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_11,True,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_12,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_12,True,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_13,40021,event_bluewaterisland2_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_03_e_13,True,,4,4,1.0,,,,,,,7,idle,,,5,surprise,,,3,idle,
event_bluewaterisland2_03_e_14,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_14,True,,4,4,1.0,,,,,,,7,idle,,,5,surprise,,,3,idle,
event_bluewaterisland2_03_e_15,40021,event_bluewaterisland2_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_03_e_15,False,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_16,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_16,True,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_17,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_17,True,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_18,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_18,True,,4,4,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,
event_bluewaterisland2_03_e_19,40021,event_bluewaterisland2_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_03_e_19,False,,4,5,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,mary_s
event_bluewaterisland2_03_e_20,40021,event_bluewaterisland2_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_03_e_20,True,,5,5,1.0,,,,,,,7,idle,,,5,angry,,,,,
event_bluewaterisland2_03_e_21,40021,event_bluewaterisland2_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_03_e_21,False,,5,5,1.0,,,,,,,7,idle,,,5,angry,,,,,
event_bluewaterisland2_03_e_22,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_22,False,Beach_s,3,3,1.0,bgm_story_sunshinesorrow,sfx_scn_wavebreak,black,,,,7,idle,liter_s,,5,idle,neon_s,mary_s,3,think,
event_bluewaterisland2_03_e_23,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_23,False,,3,3,1.0,,,,,,,,,,,,,,,3,think,
event_bluewaterisland2_03_e_24,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_24,False,,black,black,1.0,,sfx_scn_waterwalk,,,,,,,,,,,,,3,think,
event_bluewaterisland2_03_e_25,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_25,False,,black,black,1.0,,sfx_scn_waterwalk,,,,,,,,,,,,,3,think,
event_bluewaterisland2_03_e_26,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_26,True,,3,2,1.0,,,,,,,,,,pepper_s,1,surprise,,,3,think,
event_bluewaterisland2_03_e_27,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_27,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,think,
event_bluewaterisland2_03_e_28,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_28,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_29,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_29,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_30,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_30,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_31,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_31,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_32,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_32,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_33,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_33,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_34,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_34,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_35,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_35,False,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_36,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_36,False,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_37,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_37,True,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_38,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_38,True,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_39,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_39,True,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_40,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_40,True,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_41,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_41,False,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_42,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_42,False,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_43,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_43,True,,2,XS_10,0.7,,,,,,,,,,,1,angry,,,3,idle,
