id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_footstepwalkrun1_intermission_01_1,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_1,True,Bar,130,1300,0.7,bgm_inark,,,rapi_m,1,idle,,seira,13,idle,,squadleader,15,idle,
event_footstepwalkrun1_intermission_01_2,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_2,True,,1500,1500,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_3,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_3,True,,1300,130,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_4,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_4,True,,130,1315,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_5,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_5,True,,1315,1315,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_6,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_6,True,,1315,1315,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_7,40066,event_footstepwalkrun1_intermission_01,Narration,squadleader,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_7,False,,black,black,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_8,40066,event_footstepwalkrun1_intermission_01,Narration,squadleader,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_8,False,,black,black,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_9,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_9,False,,black,black,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_10,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_10,False,,100,100,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_11,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_11,True,,100,10,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_12,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_12,True,,10,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_13,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_13,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_14,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_14,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_15,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_15,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_16,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_16,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_17,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_17,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_18,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_18,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_19,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_19,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_20,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_20,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_21,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_21,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_22,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_22,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_23,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_23,False,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_24,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_24,True,,113,130,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_25,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_25,True,,130,10,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_26,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_26,True,,10,130,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_27,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_27,True,,130,10,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_28,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_28,True,,10,130,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_29,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_29,True,,130,10,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_30,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_30,False,,10,130,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_31,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_31,True,,130,1300,0.7,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_32,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_32,True,,1300,1300,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_33,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_33,True,,1300,1300,1.0,,,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_34,40066,event_footstepwalkrun1_intermission_01,Narration,seira,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_34,False,,black,black,1.0,,sfx_scn_tablehit,,,1,idle,,,13,idle,,,15,idle,
event_footstepwalkrun1_intermission_01_35,40066,event_footstepwalkrun1_intermission_01,Narration,seira,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_35,False,,black,black,1.0,,,,,1,idle,,,13,idle,seira,,15,idle,
event_footstepwalkrun1_intermission_01_36,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_36,True,,1500,1500,1.0,,,,,1,idle,,,,,,,15,idle,
event_footstepwalkrun1_intermission_01_37,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_37,True,,1500,1500,1.0,,,,,1,idle,,,,,,,15,idle,
event_footstepwalkrun1_intermission_01_38,40066,event_footstepwalkrun1_intermission_01,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_intermission_01_38,True,,1500,150,1.0,,,,,1,idle,,,,,,,15,idle,
event_footstepwalkrun1_intermission_01_39,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_39,True,Desert_01,13,113,1.0,,,black,,1,idle,,seira,13,idle,,,15,idle,squadleader
event_footstepwalkrun1_intermission_01_40,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_40,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_41,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_41,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_42,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_42,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_43,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_43,True,NikkeRoom,113,113,1.0,,,black,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_44,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_44,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_45,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_45,True,,113,130,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_46,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_46,True,,130,1300,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_47,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_47,True,,1300,1300,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_48,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_48,True,,1300,1300,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_49,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_49,True,,1300,130,0.7,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_50,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_50,True,Storage,130,130,1.0,,,black,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_51,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_51,True,,130,130,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_52,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_52,True,,130,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_53,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_53,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_54,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_54,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_55,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_55,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_56,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_56,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_57,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_57,False,,113,130,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_58,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_58,True,WasteLand_02,130,130,1.0,,,black,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_59,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_59,True,,130,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_60,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_60,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_61,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_61,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_62,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_62,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_63,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_63,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_64,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_64,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_65,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_65,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_66,40066,event_footstepwalkrun1_intermission_01,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_intermission_01_66,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,,,
event_footstepwalkrun1_intermission_01_67,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_67,True,,100,100,1.0,none,,black,,1,idle,,,13,idle,seira,,,,
event_footstepwalkrun1_intermission_01_68,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_68,True,,100,100,1.0,,,,,1,idle,,,,,,,,,
event_footstepwalkrun1_intermission_01_69,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_69,True,,100,100,1.0,,,,,1,idle,,,,,,,,,
event_footstepwalkrun1_intermission_01_70,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_70,False,,100,10,1.0,,,,,1,idle,,,,,,,,,
event_footstepwalkrun1_intermission_01_71,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_71,True,,10,10,1.0,,,,,1,idle,,,,,,,,,
event_footstepwalkrun1_intermission_01_72,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_72,False,,10,10,1.0,,,,,1,idle,,,,,,,,,
event_footstepwalkrun1_intermission_01_73,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_73,False,EventScene_footstepwalkrun_02_1,black,black,1.0,bgm_story_enormousgap,,,,1,idle,rapi_m,,,,,,,,
event_footstepwalkrun1_intermission_01_74,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_74,False,,17,1,1.5,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_75,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_75,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_76,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_76,True,,1,1,1.0,,,,,,,,,,,,,,,
