id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lionheart_05_e_1,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_1,True,land_n,Leo_10,Leo_10,1.0,bgm_story_inwonderland,,,leona_no,1,idle,biscuit,13,idle,,,
event_lionheart_05_e_2,40037,event_lionheart_05_e,Narration,leona_no,,Locale_SubScenario:event_lionheart_05_e_2,False,,Leo_10,Leo_100,1.0,,sfx_scn_fingerwhistle,Low_2,,1,idle,,13,idle,,,
event_lionheart_05_e_3,40037,event_lionheart_05_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_05_e_3,False,,Leo_100,Leo_100,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_4,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_4,True,,Leo_100,Leo_100,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_5,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_5,True,,Leo_100,Leo_100,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_6,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_6,True,,Leo_100,Leo_100,1.0,,,,,1,delight,,13,idle,,,
event_lionheart_05_e_7,40037,event_lionheart_05_e,Narration,leona_no,,Locale_SubScenario:event_lionheart_05_e_7,False,,Leo_100,Leo_100,1.0,,sfx_scn_soup,,,1,idle,,13,idle,,,
event_lionheart_05_e_8,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_8,True,,Leo_100,12,1.0,,,,,1,idle,,13,delight,,,
event_lionheart_05_e_9,40037,event_lionheart_05_e,Self,biscuit,,Locale_SubScenario:event_lionheart_05_e_9,False,,12,12,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_10,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_10,True,,12,12,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_11,40037,event_lionheart_05_e,Speech,gray,gray,Locale_SubScenario:event_lionheart_05_e_11,True,,12,Leo_10,1.0,,sfx_scn_howl,Low_2,,1,idle,,13,idle,,,
