id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_contents_dungeon_run_06_1,81701,d_contents_dungeon_run_06,Narration,Locale_SubScenario:d_contents_dungeon_run_06_1,False,DragonCastleIn,black,black,1.0,none,,,,,,,,,,,
d_contents_dungeon_run_06_2,81701,d_contents_dungeon_run_06,Narration,Locale_SubScenario:d_contents_dungeon_run_06_2,False,,black,black,1.0,,,,,,,,,,,,
d_contents_dungeon_run_06_3,81701,d_contents_dungeon_run_06,Narration,Locale_SubScenario:d_contents_dungeon_run_06_3,False,,black,black,1.0,,,,,,,,,,,,
d_contents_dungeon_run_06_4,81701,d_contents_dungeon_run_06,Narration,Locale_SubScenario:d_contents_dungeon_run_06_4,False,,black,black,1.0,,,,,,,,,,,,
d_contents_dungeon_run_06_5,81701,d_contents_dungeon_run_06,Narration,Locale_SubScenario:d_contents_dungeon_run_06_5,False,,black,black,1.0,,maiden_w,2,no,vesti_c,12,idle,,,,,
d_contents_dungeon_run_06_6,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_6,True,,1,1,1.0,event_bgm_neverland_snowflakes_sunset,,2,no,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_7,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_7,True,,1,1,1.0,,,2,no,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_8,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_8,True,,1,1,1.0,,,2,no,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_9,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_9,True,,1,1,1.0,,,2,worry,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_10,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_10,True,,1,1,1.0,,,2,worry,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_11,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_11,True,,1,1,1.0,,,2,worry,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_12,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_12,True,,1,L_20,0.5,,,2,no,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_13,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_13,True,,L_20,L_20,1.0,,,2,no,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_14,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_14,True,,L_20,L_20,1.0,,,2,no,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_15,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_15,True,,L_20,L_20,1.0,,,2,no,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_16,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_16,True,,L_20,1,1.0,,,2,no,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_17,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_17,True,,1,1,1.0,,,2,no,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_18,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_18,True,,1,1,1.0,,,2,no,,12,idle,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_19,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_19,True,,1,1,1.0,,,2,worry,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_20,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_20,True,,1,1,1.0,,,2,worry,,12,idle,maiden_w,maiden_w,,,
d_contents_dungeon_run_06_21,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_21,True,,1,1,1.0,,,2,worry,,12,delight,vesti_c,vesti_c,,,
d_contents_dungeon_run_06_22,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_22,True,,1,XS_40,1.0,,,2,worry,,12,delight,guillotine_w_no,guillotine_w_no,guillotine_w_no,4,sad
d_contents_dungeon_run_06_23,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_23,True,,XS_40,XS_40,1.0,,,2,worry,,12,delight,guillotine_w_no,guillotine_w_no,,4,sad
d_contents_dungeon_run_06_24,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_24,True,,XS_40,L_20,0.5,,,2,angry,,12,delight,maiden_w,maiden_w,,4,sad
d_contents_dungeon_run_06_25,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_25,True,,L_20,L_20,1.0,,,2,angry,,12,delight,maiden_w,maiden_w,,4,sad
d_contents_dungeon_run_06_26,81701,d_contents_dungeon_run_06,Speech,Locale_SubScenario:d_contents_dungeon_run_06_26,True,,L_20,XS_40,1.0,,,2,angry,,12,delight,guillotine_w_no,guillotine_w_no,,4,sad
