id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade
event_footstepwalkrun2_02_e_1,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_1,True,rapi_m,1,idle,redhood,13,smile_02,WasteLand_02,13,113,1.0,event_bgm_redash_alldownhill,
event_footstepwalkrun2_02_e_2,40066,event_footstepwalkrun2_02_e,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_e_2,False,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_3,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_3,False,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_4,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_4,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_5,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_5,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_6,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_6,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_7,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_7,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_8,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_8,False,,1,idle,,13,no,,113,113,1.0,,
event_footstepwalkrun2_02_e_9,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_9,True,,1,idle,,13,no,,113,113,1.0,,
event_footstepwalkrun2_02_e_10,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_10,True,,1,idle,,13,no,,113,113,1.0,,
event_footstepwalkrun2_02_e_11,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_11,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_12,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_12,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_13,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_13,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_14,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_14,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_15,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_15,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_16,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_16,True,,1,idle,,13,idle,WasteLand_02_n,1300,130,1.0,,black
event_footstepwalkrun2_02_e_17,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_17,True,,1,idle,,13,idle,,130,10,1.0,,
event_footstepwalkrun2_02_e_18,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_18,True,,1,idle,,13,worry,,10,113,1.0,,
event_footstepwalkrun2_02_e_19,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_19,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_20,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_20,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_21,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_21,False,,1,surprise,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_22,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_22,False,,1,angry,,13,think,,1,100,0.7,,
event_footstepwalkrun2_02_e_23,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_23,True,,1,angry,,13,smile,,1300,1300,1.0,,
event_footstepwalkrun2_02_e_24,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_24,True,,1,angry,,13,smile,,1300,130,0.7,,
event_footstepwalkrun2_02_e_25,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_25,False,,1,idle,,13,smile,,130,10,1.0,,
event_footstepwalkrun2_02_e_26,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_26,True,,1,idle,,13,smile,,10,10,1.0,,
event_footstepwalkrun2_02_e_27,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_27,True,,1,idle,,13,idle,,10,113,1.0,,
event_footstepwalkrun2_02_e_28,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_28,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_29,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_29,True,,1,idle,,13,idle,Desert_03,1300,130,1.0,,black
event_footstepwalkrun2_02_e_30,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_30,True,,1,idle,,13,idle,,130,1300,1.0,,
event_footstepwalkrun2_02_e_31,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_31,True,,1,idle,,13,idle,,1300,130,1.0,,
event_footstepwalkrun2_02_e_32,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_32,True,,1,idle,,13,idle,,130,1300,1.0,,
event_footstepwalkrun2_02_e_33,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_33,True,,1,idle,,13,idle,,1300,130,1.0,,
event_footstepwalkrun2_02_e_34,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_34,False,,1,idle,,13,idle,,130,10,1.0,,
event_footstepwalkrun2_02_e_35,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_35,True,,1,idle,,13,idle,,10,10,1.0,,
event_footstepwalkrun2_02_e_36,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_36,True,,1,idle,,13,smile_02,,10,113,1.0,,
event_footstepwalkrun2_02_e_37,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_37,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_02_e_38,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_38,True,,1,idle,,13,no,,113,113,1.0,,
event_footstepwalkrun2_02_e_39,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_39,True,,1,idle,,13,no,,113,113,1.0,,
event_footstepwalkrun2_02_e_40,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_40,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_41,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_41,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_42,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_42,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_43,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_43,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_44,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_44,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_45,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_45,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_46,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_46,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_47,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_47,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_48,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_48,True,,1,idle,,13,worry,,113,113,1.0,,
event_footstepwalkrun2_02_e_49,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_49,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_50,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_50,False,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_51,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_51,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_52,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_52,True,,1,idle,,13,think,,113,113,1.0,,
