id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_ce02_3_02_e_1,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_1,True,p12,13,idle,ce_02_02,1,think,TechIndoor_n,12,12,1.0,event_bgm_ce002_story_2,
event_ce02_3_02_e_2,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_2,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_3,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_3,True,,13,idle,,1,idle,,12,130,1.0,,
event_ce02_3_02_e_4,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_4,True,,13,idle,,1,idle,,130,130,1.0,,
event_ce02_3_02_e_5,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_5,True,,13,idle,,1,idle,,130,130,1.0,,
event_ce02_3_02_e_6,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_6,True,,13,idle,,1,idle,,130,12,1.0,,
event_ce02_3_02_e_7,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_7,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_8,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_8,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_9,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_9,True,,13,idle,,1,think,,12,12,1.0,,
event_ce02_3_02_e_10,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_10,True,,13,idle,,1,think,,12,12,1.0,,
event_ce02_3_02_e_11,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_11,True,,13,idle,,1,idle,,12,10,1.0,,
event_ce02_3_02_e_12,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_12,True,,13,idle,,1,idle,,130,130,1.0,,
event_ce02_3_02_e_13,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_13,True,,13,idle,,1,idle,,130,130,1.0,,
event_ce02_3_02_e_14,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_14,True,,13,idle,,1,idle,,130,12,1.0,,
event_ce02_3_02_e_15,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_15,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_16,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_16,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_17,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_17,True,,13,idle,,1,idle,,12,130,1.0,,
event_ce02_3_02_e_18,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_18,True,,13,idle,,1,idle,,130,130,1.0,,
event_ce02_3_02_e_19,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_19,False,,13,idle,,1,surprise,,10,100,1.0,,
event_ce02_3_02_e_20,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_20,True,,13,idle,,1,surprise,,100,100,1.0,,
event_ce02_3_02_e_21,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_21,True,,13,idle,,1,surprise,,130,130,1.0,,
event_ce02_3_02_e_22,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_22,True,,13,idle,,1,surprise,,130,130,1.0,,
event_ce02_3_02_e_23,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_23,True,,13,idle,,1,surprise,,130,130,1.0,,
event_ce02_3_02_e_24,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_24,True,,13,idle,,1,surprise,,130,130,1.0,,
event_ce02_3_02_e_25,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_25,True,,13,idle,,1,idle,,130,12,1.0,,
event_ce02_3_02_e_26,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_26,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_27,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_27,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_28,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_28,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_29,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_29,True,,13,idle,,1,idle,,12,12,1.0,,
event_ce02_3_02_e_30,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_30,True,,13,idle,,1,think,,12,12,1.0,,
event_ce02_3_02_e_31,40026,event_ce02_3_02_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_02_e_31,True,,13,idle,,1,think,,12,12,1.0,,
event_ce02_3_02_e_32,40026,event_ce02_3_02_e,Monologue,,,Locale_SubScenario:event_ce02_3_02_e_32,False,,13,idle,,1,think,,12,12,1.0,,ce_02_02
event_ce02_3_02_e_33,40026,event_ce02_3_02_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_02_e_33,True,,13,idle,,,,,12,130,1.0,,
