id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_25_1,80903,snowfall_speech_emma_25,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_25_1,False,emma,1,idle,DiningRoom_n,1,1,1.0,amb_so_restaurant_3,event_bgm_neverland_hugme_night,,,
snowfall_speech_emma_25_2,80903,snowfall_speech_emma_25,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_25_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_25_3,80903,snowfall_speech_emma_25,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_25_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_25_4,80903,snowfall_speech_emma_25,Choice,emma,Locale_SubScenario:snowfall_speech_emma_25_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_25_7,,
snowfall_speech_emma_25_5,80903,snowfall_speech_emma_25,Choice,emma,Locale_SubScenario:snowfall_speech_emma_25_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_25_6,,
snowfall_speech_emma_25_6,80903,snowfall_speech_emma_25,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_25_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_25_7,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_7,True,,1,surprise,,1,10,1.0,,,,,emma
snowfall_speech_emma_25_8,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_8,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_9,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_9,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_10,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_10,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_11,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_11,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_12,80903,snowfall_speech_emma_25,Self,emma,Locale_SubScenario:snowfall_speech_emma_25_12,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_25_13,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_13,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_14,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_14,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_15,80903,snowfall_speech_emma_25,Choice,emma,Locale_SubScenario:snowfall_speech_emma_25_15,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_25_17,,
snowfall_speech_emma_25_16,80903,snowfall_speech_emma_25,Choice,emma,Locale_SubScenario:snowfall_speech_emma_25_16,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_25_19,,
snowfall_speech_emma_25_17,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_17,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_18,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_18,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_25_21,,emma
snowfall_speech_emma_25_19,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_19,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_20,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_20,True,,1,delight,,10,10,1.0,,,snowfall_speech_emma_25_21,,emma
snowfall_speech_emma_25_21,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_21,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_22,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_22,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_23,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_23,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_24,80903,snowfall_speech_emma_25,Speech,emma,Locale_SubScenario:snowfall_speech_emma_25_24,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_25_25,80903,snowfall_speech_emma_25,Narration,emma,Locale_SubScenario:snowfall_speech_emma_25_25,False,,1,idle,,black,black,1.0,,,,,
