id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_episode_emma_02_e_1,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_1,False,WaterFall_s,1,1,1.0,amb_so_waterfall_1,event_bgm_neverland_hugme_sunset,,,,emma,1,idle
snowfall_episode_emma_02_e_2,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_5,False,,1,1,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_3,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_6,True,,1,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_4,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_7,True,,10,10,1.0,,,emma,,,,1,delight
snowfall_episode_emma_02_e_5,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_8,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_6,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_9,False,,10,10,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_7,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_10,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_8,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_11,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_9,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_12,False,,10,10,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_10,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_13,True,,10,10,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_11,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_14,True,,10,10,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_12,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_15,False,,10,10,1.0,,,,,,,1,worry
snowfall_episode_emma_02_e_13,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_16,True,,10,1,1.0,,,emma,,,,1,delight
snowfall_episode_emma_02_e_14,80903,snowfall_episode_emma_02_e,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_02_e_17,False,,1,17,1.0,,,,sfx_scn_rustle,,,1,delight
snowfall_episode_emma_02_e_15,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_18,False,,17,17,1.0,,,,sfx_scn_splash,,,1,idle
snowfall_episode_emma_02_e_16,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_19,False,,17,170,0.3,,,,,Low_2,,1,idle
snowfall_episode_emma_02_e_17,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_20,False,,170,170,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_18,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_21,True,,170,1,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_19,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_22,True,,1,1,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_20,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_23,False,,1,1,1.0,,,,,,,1,worry
snowfall_episode_emma_02_e_21,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_24,True,,1,1,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_22,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_25,False,,1,1,1.0,,,,,,,1,worry
snowfall_episode_emma_02_e_23,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_26,True,,1,1,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_24,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_27,False,,17,17,1.0,,,,,,,1,worry
snowfall_episode_emma_02_e_25,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_28,False,,17,17,1.0,,,,,,,1,worry
snowfall_episode_emma_02_e_26,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_29,True,,1,1,1.0,,,emma,,,,1,surprise
snowfall_episode_emma_02_e_27,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_30,False,,17,170,0.3,,,,,Low_2,,1,surprise
snowfall_episode_emma_02_e_28,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_31,False,,170,170,1.0,,,,,,,1,surprise
snowfall_episode_emma_02_e_29,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_32,True,,10,10,1.0,,,emma,,,,1,delight
snowfall_episode_emma_02_e_30,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_33,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_31,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_34,False,,10,10,1.0,,,,,Low_2,,1,idle
snowfall_episode_emma_02_e_32,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_35,True,,10,10,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_33,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_36,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_34,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_37,False,,10,100,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_35,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_38,False,,100,100,1.0,,,,,,,1,idle
snowfall_episode_emma_02_e_36,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_39,True,,100,100,1.0,,,emma,,,,1,shy
snowfall_episode_emma_02_e_37,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_40,True,,100,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_38,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_41,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_39,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_42,False,,10,10,1.0,,,,,Low_2,,1,idle
snowfall_episode_emma_02_e_40,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_43,True,,10,10,1.0,,,emma,,,,1,worry
snowfall_episode_emma_02_e_41,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_44,True,,10,10,1.0,,,emma,,,,1,idle
snowfall_episode_emma_02_e_42,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_45,True,,10,10,1.0,,,emma,,,,1,delight
snowfall_episode_emma_02_e_43,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_46,False,,10,10,1.0,,,,,Low_2,,1,delight
snowfall_episode_emma_02_e_44,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_47,True,,10,10,1.0,,,emma,,,,1,surprise
snowfall_episode_emma_02_e_45,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_48,False,,10,10,1.0,,,,,,,1,surprise
snowfall_episode_emma_02_e_46,80903,snowfall_episode_emma_02_e,Self,Self,Locale_SubScenario:snowfall_episode_emma_02_e_49,False,,10,10,1.0,,,,,,,1,surprise
snowfall_episode_emma_02_e_47,80903,snowfall_episode_emma_02_e,Speech,emma,Locale_SubScenario:snowfall_episode_emma_02_e_50,True,,10,1,1.0,,,emma,,,,1,delight
snowfall_episode_emma_02_e_48,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_51,False,,1,1,1.0,,,,,,,1,delight
snowfall_episode_emma_02_e_49,80903,snowfall_episode_emma_02_e,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_02_e_52,False,,black,black,1.0,,,,,,,1,delight
