id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
event_ce004_1_01_s_1,40055,event_ce004_1_01_s,Monologue,ce004_04,Locale_SubScenario:event_ce004_1_01_s_1,False,rapi,13,idle,anis,15,idle,neon,17,idle,ce004_01,7,angry,ce004_02,5,idle,ce004_03,3,idle,ce004_04,1,idle,CommanderRoom,10,10,1.0,bgm_risk,
event_ce004_1_01_s_2,40055,event_ce004_1_01_s,Monologue,ce004_04,Locale_SubScenario:event_ce004_1_01_s_2,False,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_s_3,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_3,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,ce004_04
event_ce004_1_01_s_4,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_4,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,ce004_04
event_ce004_1_01_s_5,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_5,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,ce004_04
event_ce004_1_01_s_6,40055,event_ce004_1_01_s,Self,ce004_04,Locale_SubScenario:event_ce004_1_01_s_6,False,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_s_7,40055,event_ce004_1_01_s,Self,ce004_04,Locale_SubScenario:event_ce004_1_01_s_7,False,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
event_ce004_1_01_s_8,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_8,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,ce004_04
event_ce004_1_01_s_9,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_9,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,idle,,10,10,1.0,,ce004_04
event_ce004_1_01_s_10,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_10,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,10,100,1.0,,ce004_04
event_ce004_1_01_s_11,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_11,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,100,100,1.0,,ce004_04
event_ce004_1_01_s_12,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_12,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,100,100,1.0,,ce004_04
event_ce004_1_01_s_13,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_13,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,100,100,1.0,,ce004_04
event_ce004_1_01_s_14,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_14,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,100,12,1.0,,rapi
event_ce004_1_01_s_15,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_15,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,12,12,1.0,,rapi
event_ce004_1_01_s_16,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_16,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,12,12,1.0,,ce004_04
event_ce004_1_01_s_17,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_17,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,12,12,1.0,,ce004_04
event_ce004_1_01_s_18,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_18,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,12,12,1.0,,ce004_04
event_ce004_1_01_s_19,40055,event_ce004_1_01_s,Speech,ce004_03,Locale_SubScenario:event_ce004_1_01_s_19,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,surprise,,1,think,,30,30,1.0,,ce004_03
event_ce004_1_01_s_20,40055,event_ce004_1_01_s,Speech,ce004_03,Locale_SubScenario:event_ce004_1_01_s_20,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,30,30,1.0,,ce004_03
