id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_episode_noir_03_s_1,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_1,True,Trail_s,1,1,1.0,amb_so_trail_1,event_bgm_neverland_snowflakes_day,noir_c,1,surprise
snowfall_episode_noir_03_s_2,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_2,True,,1,1,1.0,,,,1,surprise
snowfall_episode_noir_03_s_3,80903,snowfall_episode_noir_03_s,Monologue,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_3,False,,1,1,1.0,,,,1,surprise
snowfall_episode_noir_03_s_4,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_4,True,,1,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_5,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_5,False,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_6,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_6,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_7,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_7,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_8,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_8,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_9,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_9,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_10,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_10,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_11,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_11,False,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_12,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_12,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_13,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_13,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_14,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_14,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_15,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_15,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_16,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_16,False,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_17,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_17,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_18,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_18,False,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_19,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_19,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_20,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_20,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_21,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_21,False,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_22,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_22,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_23,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_23,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_24,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_24,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_25,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_25,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_26,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_26,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_27,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_27,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_28,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_28,True,,L_10,L_10,1.0,,,,1,surprise
snowfall_episode_noir_03_s_29,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_29,True,,L_10,L_10,1.0,,,,1,no
snowfall_episode_noir_03_s_30,80903,snowfall_episode_noir_03_s,Self,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_30,False,,L_10,L_10,1.0,,,,1,no
snowfall_episode_noir_03_s_31,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_31,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_32,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_32,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_33,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_33,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_34,80903,snowfall_episode_noir_03_s,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_episode_noir_03_s_34,True,,L_10,L_10,1.0,,,,1,idle
snowfall_episode_noir_03_s_35,80903,snowfall_episode_noir_03_s,Monologue,noir_c,,Locale_SubScenario:snowfall_episode_noir_03_s_35,False,,L_10,1,1.0,,,,1,idle
