id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_oldtales2_05_s_1,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_1,True,RuinIndoor,S_100,S_10,1.0,event_bgm_oldtales_firstpage,cinderella,1,smile,abe,13,think
event_oldtales2_05_s_2,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_2,True,,S_10,130,1.0,,,1,smile,,13,think
event_oldtales2_05_s_3,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_3,True,,130,130,1.0,,,1,smile,,13,think
event_oldtales2_05_s_4,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_4,True,,130,113,1.0,,,1,smile,,13,think
event_oldtales2_05_s_5,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_5,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_6,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_6,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_7,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_7,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_8,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_8,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_9,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_9,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_10,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_10,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_11,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_11,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_12,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_12,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_13,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_13,True,,113,130,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_14,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_14,True,,130,1300,0.7,,,1,idle,,13,worry
event_oldtales2_05_s_15,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_15,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_16,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_16,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_17,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_17,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_18,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_18,True,,1300,130,0.7,,,1,idle,,13,worry
event_oldtales2_05_s_19,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_19,True,,130,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_20,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_20,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_21,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_21,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_22,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_22,False,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_23,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_23,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_24,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_24,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_25,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_25,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_26,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_26,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_27,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_27,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_28,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_28,True,,113,113,1.0,,,1,surprise,,13,worry
event_oldtales2_05_s_29,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_29,True,,113,113,1.0,,,1,surprise,,13,worry
event_oldtales2_05_s_30,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_30,True,,113,113,1.0,,,1,surprise,,13,worry
event_oldtales2_05_s_31,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_31,True,,113,113,1.0,,,1,surprise,,13,worry
event_oldtales2_05_s_32,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_32,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_33,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_33,True,,113,130,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_34,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_34,True,,130,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_35,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_35,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_36,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_36,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_37,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_37,True,,1300,130,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_38,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_38,False,,130,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_39,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_39,True,,113,113,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_40,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_40,True,,113,113,1.0,,,1,angry,,13,worry
event_oldtales2_05_s_41,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_41,True,,113,113,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_42,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_42,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_43,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_43,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_44,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_44,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_45,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_45,True,,113,113,1.0,,,1,idle,,13,think
event_oldtales2_05_s_46,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_46,True,,113,113,1.0,,,1,idle,,13,think
event_oldtales2_05_s_47,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_47,True,,113,113,1.0,,,1,angry,,13,think
event_oldtales2_05_s_48,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_48,True,,113,113,1.0,,,1,angry,,13,think
event_oldtales2_05_s_49,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_49,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_50,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_50,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_51,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_51,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_52,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_52,True,,113,113,1.0,,,1,idle,,13,delight
event_oldtales2_05_s_53,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_53,True,,113,113,1.0,,,1,idle,,13,delight
event_oldtales2_05_s_54,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_54,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_55,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_55,True,,113,S_10,1.0,,,1,surprise,,13,idle
event_oldtales2_05_s_56,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_56,True,,S_10,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_57,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_57,True,,S_10,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_58,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_58,False,,S_10,130,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_59,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_59,True,,130,130,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_60,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_60,True,,130,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_61,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_61,True,,S_10,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_62,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_62,False,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_63,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_63,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_64,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_64,True,,S_100,S_100,1.0,,,1,idle,,13,idle
