id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_ce003_2_04_e_1,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_1,False,Restaurant,black,black,1.0,sfx_scn_soup,event_bgm_ce003_minigame,,,,ce_003_02,1,angry,,ce_003_01,13,idle,,,
event_ce003_2_04_e_2,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_2,False,,black,black,1.0,,,,,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_3,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_3,True,,1,10,1.0,,,ce_003_02,ce_003_02,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_4,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_4,True,,10,10,1.0,,,ce_003_02,ce_003_02,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_5,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_5,False,,10,10,1.0,,,ce_003_02,,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_6,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_6,True,,10,10,1.0,,,ce_003_02,ce_003_02,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_7,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_7,True,,10,10,1.0,,,ce_003_02,ce_003_02,,,1,angry,,,13,idle,,,
event_ce003_2_04_e_8,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_8,True,,10,1,1.0,,,ce_003_02,ce_003_02,,,1,idle,,,13,idle,,,
event_ce003_2_04_e_9,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_9,False,,1,1,1.0,,,ce_003_02,,,,1,idle,,,13,idle,,,
event_ce003_2_04_e_10,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_10,True,,1,113,1.0,,,ce_003_01,ce_003_01,,,1,idle,,,13,idle,,,
event_ce003_2_04_e_11,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_11,True,,113,113,1.0,,,ce_003_02,ce_003_02,,,1,delight,,,13,idle,,,
event_ce003_2_04_e_12,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_12,True,,113,113,1.0,,,ce_003_02,ce_003_02,,,1,surprise,,,13,idle,,,
event_ce003_2_04_e_13,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_13,True,,113,113,1.0,,,ce_003_01,ce_003_01,,,1,surprise,,,13,idle,,,
event_ce003_2_04_e_14,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_14,True,,113,1,1.0,,,ce_003_02,ce_003_02,,,1,surprise,,,13,idle,,,
event_ce003_2_04_e_15,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_15,True,,1,10,1.0,,,ce_003_02,ce_003_02,,,1,surprise,,,13,idle,,,
event_ce003_2_04_e_16,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_16,True,,10,10,1.0,,,ce_003_02,ce_003_02,,,1,worry,,,13,idle,,,
event_ce003_2_04_e_17,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_17,False,,10,113,1.0,sfx_scn_slurp,,ce_003_02,,,,1,worry,,,13,idle,,,
event_ce003_2_04_e_18,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_18,True,,113,113,1.0,,,ce_003_01,ce_003_01,,,1,worry,,,13,smile,,,
event_ce003_2_04_e_19,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_19,True,,113,113,1.0,,,ce_003_02,ce_003_02,,,1,surprise,,,13,smile,,,
event_ce003_2_04_e_20,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_20,True,,113,113,1.0,,,ce_003_01,ce_003_01,,,1,surprise,,,13,idle,,,
event_ce003_2_04_e_21,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_21,True,,113,113,1.0,,,ce_003_02,ce_003_02,,,1,idle,,,13,idle,,,
event_ce003_2_04_e_22,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_22,True,,113,113,1.0,,,ce_003_02,ce_003_02,,,1,idle,,,13,idle,,,
event_ce003_2_04_e_23,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_23,True,,113,113,1.0,,,ce_003_01,ce_003_01,,,1,idle,,,13,smile,,,
event_ce003_2_04_e_24,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_24,False,,113,113,1.0,,,ce_003_01,,,,1,idle,,,13,smile,,,
event_ce003_2_04_e_25,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_25,False,,black,black,1.0,,,ce_003_01,,black,,1,idle,ce_003_02,,13,angry,,,
event_ce003_2_04_e_26,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_26,True,,13,13,1.0,,,ce_003_01,ce_003_01,,,,,,,13,angry,,,
event_ce003_2_04_e_27,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_27,True,,13,13,1.0,,,ce_003_01,ce_003_01,,,,,,,13,angry,,,
event_ce003_2_04_e_28,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_28,True,,13,S_130,0.7,,,ce_003_01,ce_003_01,,,,,,,13,angry,,,
event_ce003_2_04_e_29,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_29,True,,S_130,S_130,1.0,,,ce_003_01,ce_003_01,,,,,,,13,angry,,,
event_ce003_2_04_e_30,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_30,False,,S_130,S_130,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_31,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_31,False,,S_130,S_130,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_32,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_32,False,,S_130,13,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_33,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_33,False,,13,13,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_34,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_34,True,,13,13,1.0,,,ce_003_01,ce_003_01,,,,,,,13,angry,,,
event_ce003_2_04_e_35,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_35,False,,13,13,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_36,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_36,False,,13,13,1.0,,,ce_003_01,,,,,,,,13,angry,,,
event_ce003_2_04_e_37,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_37,True,,13,S_1300,1.0,,,ce_003_01,ce_003_01,,,,,,,13,idle,,,
event_ce003_2_04_e_38,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_38,False,,black,black,1.0,,,ce_003_01,,,,,,,,13,idle,,,
event_ce003_2_04_e_39,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_39,False,,black,black,1.0,sfx_scn_countdownbeep,,ce_003_01,,,,,,,,13,idle,epicurean,7,idle
event_ce003_2_04_e_40,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_40,False,,black,black,1.0,sfx_scn_countdownbeep,,ce_003_01,,,,,,,,13,idle,,7,idle
event_ce003_2_04_e_41,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_41,False,,black,black,1.0,sfx_scn_countdownbeep,,ce_003_01,,,,,,,,13,idle,,7,idle
event_ce003_2_04_e_42,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_42,True,,7,L_70,1.0,sfx_scn_cookalarm,,epicurean,epicurean,,,,,,,13,idle,,7,idle
event_ce003_2_04_e_43,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_43,True,,L_70,L_70,1.0,,,epicurean,epicurean,,,,,,,13,idle,,7,idle
event_ce003_2_04_e_44,40042,event_ce003_2_04_e,Speech,Locale_SubScenario:event_ce003_2_04_e_44,True,,L_70,L_70,1.0,,,epicurean,epicurean,,,,,,,13,idle,,7,idle
event_ce003_2_04_e_45,40042,event_ce003_2_04_e,Narration,Locale_SubScenario:event_ce003_2_04_e_45,False,,black,black,1.0,,,,,,,,,,,13,idle,,7,idle
