id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_infinite_blanc_01_1,80903,snowfall_infinite_blanc_01,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_1,False,BambooForest_d,1,1,1.0,amb_so_bambooforest_1,event_bgm_neverland_snowflakes_day,,,,blanc_c,1,idle
snowfall_infinite_blanc_01_2,80903,snowfall_infinite_blanc_01,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_infinite_blanc_01_3,80903,snowfall_infinite_blanc_01,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_3,False,,1,1,1.0,,,snowfall_infinite_blanc_01_6,,,,1,idle
snowfall_infinite_blanc_01_4,80903,snowfall_infinite_blanc_01,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_4,False,,1,1,1.0,,,snowfall_infinite_blanc_01_5,,,,1,idle
snowfall_infinite_blanc_01_5,80903,snowfall_infinite_blanc_01,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_5,False,,black,black,1.0,,,,True,,,1,idle
snowfall_infinite_blanc_01_6,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_6,True,,1,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_infinite_blanc_01_7,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_7,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_infinite_blanc_01_8,80903,snowfall_infinite_blanc_01,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_8,False,,L_10,L_10,1.0,,,snowfall_infinite_blanc_01_10,,,,1,idle
snowfall_infinite_blanc_01_9,80903,snowfall_infinite_blanc_01,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_9,False,,L_10,L_10,1.0,,,snowfall_infinite_blanc_01_12,,,,1,idle
snowfall_infinite_blanc_01_10,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_10,True,,L_10,L_10,1.0,,,,,blanc_c,,1,delight
snowfall_infinite_blanc_01_11,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_11,True,,L_10,L_10,1.0,,,snowfall_infinite_blanc_01_14,,blanc_c,,1,delight
snowfall_infinite_blanc_01_12,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_12,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_infinite_blanc_01_13,80903,snowfall_infinite_blanc_01,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_13,True,,L_10,L_10,1.0,,,snowfall_infinite_blanc_01_14,,blanc_c,,1,no
snowfall_infinite_blanc_01_14,80903,snowfall_infinite_blanc_01,Narration,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_01_14,False,,black,black,1.0,,,,,,,1,idle
