id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce003_1_04_e_1,40041,event_ce003_1_04_e,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_e_1,True,soda,9,idle,cocoa,7,delight,ade,5,idle,ce_003_03,3,surprise,ce_003_01,1,idle,ce_003_02,13,idle,ShoppingMall,90,8,1.0,event_bgm_ce003_story_1,,,,,,,,,,,,,
event_ce003_1_04_e_2,40041,event_ce003_1_04_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_e_2,True,,9,idle,,7,delight,,5,idle,,3,surprise,,1,idle,,13,idle,,8,8,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_3,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_3,True,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_4,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_4,True,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_5,40041,event_ce003_1_04_e,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_04_e_5,False,,9,idle,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,XS_70,XS_70,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_6,40041,event_ce003_1_04_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_e_6,True,,9,idle,,7,serious,,5,idle,,3,surprise,,1,idle,,13,idle,,XS_70,XS_70,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_7,40041,event_ce003_1_04_e,Monologue,cocoa,,Locale_SubScenario:event_ce003_1_04_e_7,False,,9,idle,,7,serious,,5,idle,,3,surprise,,1,idle,,13,idle,,XS_70,XS_700,1.0,,sfx_scn_poke,,,,,,,,,,,,
event_ce003_1_04_e_8,40041,event_ce003_1_04_e,Self,cocoa,,Locale_SubScenario:event_ce003_1_04_e_8,False,,9,idle,,7,serious,,5,idle,,3,idle,,1,idle,,13,idle,,XS_700,XS_700,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_9,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_9,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_10,40041,event_ce003_1_04_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_e_10,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_11,40041,event_ce003_1_04_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_e_11,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_12,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_12,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_13,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_13,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_14,40041,event_ce003_1_04_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_e_14,True,,9,idle,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_15,40041,event_ce003_1_04_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_e_15,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_16,40041,event_ce003_1_04_e,Self,ade,,Locale_SubScenario:event_ce003_1_04_e_16,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_17,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_17,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,surprise,,130,130,2.0,none,,,,,,,,,,,,,
event_ce003_1_04_e_18,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_18,True,,9,sad,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,130,1300,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_19,40041,event_ce003_1_04_e,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_19,False,,9,sad,,7,idle,,5,worried,,3,surprise,,1,surprise,,13,angry,,1300,13,1.0,,sfx_scn_runaway,ce_003_02,,,,,,,,,,,
event_ce003_1_04_e_20,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_20,False,,9,sad,,7,idle,,5,worried,,1,surprise,,3,surprise,,,,,black,black,1.0,,,,,,,,,,,,,,
event_ce003_1_04_e_21,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_21,True,,9,sad,,7,idle,,5,worried,,1,surprise,,3,surprise,ce_003_02,13,worry,,13,130,1.0,,,,clara,15,idle,black,,,,,,,
event_ce003_1_04_e_22,40041,event_ce003_1_04_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_e_22,True,,9,sad,,7,idle,,5,worried,,1,idle,,3,surprise,,13,worry,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_23,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_23,True,,9,sad,,7,idle,,5,worried,,1,idle,,3,surprise,,13,worry,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_24,40041,event_ce003_1_04_e,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_24,False,,9,sad,,7,idle,,5,worried,,1,idle,,3,surprise,,13,worry,,130,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_25,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_25,False,,9,sad,,7,idle,,5,worried,,1,idle,,3,surprise,,13,worry,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_26,40041,event_ce003_1_04_e,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_e_26,True,,9,sad,,7,idle,,5,worried,,1,idle,,3,surprise,,13,worry,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_27,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_27,True,,9,sad,,7,idle,,5,worried,,1,idle,,3,worry,,13,idle,,XS_150,14,1.0,bgm_story_inwonderland,,,,15,idle,,,,,,,,
event_ce003_1_04_e_28,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_28,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_29,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_29,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,delight,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_30,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_30,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_31,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_31,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_32,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_32,True,,9,sad,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_33,40041,event_ce003_1_04_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_e_33,True,,9,sad,,7,delight,,5,idle,,1,idle,,3,worry,,13,idle,,XS_70,XS_70,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_34,40041,event_ce003_1_04_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_e_34,True,,9,idle,,7,delight,,5,idle,,1,idle,,3,worry,,13,idle,,XS_70,XS_70,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_35,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_35,True,,9,idle,,7,delight,,5,idle,,1,idle,,3,worry,,13,worry,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_36,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_36,False,,9,idle,,7,delight,,5,idle,,1,idle,,3,worry,,13,worry,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_37,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_37,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,XS_150,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_38,40041,event_ce003_1_04_e,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_e_38,True,,9,sad,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,S_90,S_90,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_39,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_39,True,,9,sad,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_40,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_40,True,,9,sad,,7,idle,,5,idle,,1,idle,,3,worry,,13,worry,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_41,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_41,True,,9,sad,,7,idle,,5,idle,,1,no,,3,worry,,13,worry,,130,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_42,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_42,True,,9,sad,,7,idle,,5,idle,,1,no,,3,worry,,13,worry,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_43,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_43,True,,9,sad,,7,idle,,5,idle,,1,no,,3,worry,,13,worry,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_44,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_44,True,,9,sad,,7,idle,,5,idle,,1,no,,3,worry,,13,worry,,12,12,1.0,,,,,15,idle,,,,,,,,
